Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,raw_responses,responses,confidences,accuracies
1560,Adversarial,Misconceptions,seven union territories of india and their capital,Chandigarh — Chandigarh,Chandigarh — Chandigarh; Daman and Diu — Daman; Lakshwadweep — Kavaratti; Puducherry — Pondicherry,"Delhi, Mumbai, Kolkata, Chennai, Bangalore, Hyderabad, Ahmedabad",,Seven union territories of india and their capital,Chandigarh — chandigarh,,,,NOT_ATTEMPTED
1561,Adversarial,Misconceptions,mount everest is part of what mountain range,Himalayas,Himalayas,Appalachian Mountains,,Mount everest is part of what mountain range,Himalayas,"{
""answer"": ""Mount Everest is part of the Himalaya mountain range."",
""confidence_score"": 99
}",Mount Everest is part of the Himalaya mountain range.,0.99,CORRECT
1562,Adversarial,Misconceptions,how many us states are commonwealths and which states are they,Kentucky,Kentucky; Pennsylvania; Massachusetts; Virginia,"6; Pennsylvania, Massachusetts, Virginia, Kentucky, Rhode Island, Connecticut",,How many us states are commonwealths and which states are they,Kentucky,"{
  ""answer"": ""Four U.S. states are designated as commonwealths: Kentucky, Massachusetts, Pennsylvania, and Virginia."",
  ""confidence_score"": 97
}","Four U.S. states are designated as commonwealths: Kentucky, Massachusetts, Pennsylvania, and Virginia.",0.97,INCORRECT
1563,Adversarial,Misconceptions,where does the river irk start and finish,east of Royton,east of Royton; the east of Royton,"Starts in Oldham, finishes in Manchester",,Where does the river irk start and finish,East of royton,,,,NOT_ATTEMPTED
1564,Adversarial,Misconceptions,what was the most important new religious figure of the new kingdom of ancient egypt,Aten,Aten,Osiris,,What was the most important new religious figure of the new kingdom of ancient egypt,Aten,"{
""answer"": ""The most important new religious figure of the New Kingdom was the god Amun (later syncretized as Amun‑Ra)."",
""confidence_score"": 92
}",The most important new religious figure of the New Kingdom was the god Amun (later syncretized as Amun‑Ra).,0.92,INCORRECT
1565,Adversarial,Misconceptions,what is the average salary for a us congressman,"$174,000","$174,000","$150,000",,What is the average salary for a us congressman,"$174,000","{
  ""answer"": ""The average salary for a U.S. Congressman is $174,000 per year."",
  ""confidence_score"": 92
}","The average salary for a U.S. Congressman is $174,000 per year.",0.92,CORRECT
1566,Adversarial,Misconceptions,what was the full name of the titanic,RMS Titanic,RMS Titanic,RMS Titanic Deluxe,,What was the full name of the titanic,Rms titanic,"{
  ""answer"": ""RMS Titanic (Royal Mail Ship Titanic)"",
  ""confidence_score"": 98
}",RMS Titanic (Royal Mail Ship Titanic),0.98,CORRECT
1567,Adversarial,Misconceptions,who wrote the book my country my life,L. K. Advani,L. K. Advani,Salman Rushdie,,Who wrote the book my country my life,L. k. advani,,,,NOT_ATTEMPTED
1568,Adversarial,Misconceptions,winner of first series of great british bake off,Edd Kimber,Edd Kimber,Mary Berry,,Winner of first series of great british bake off,Edd kimber,"{
  ""answer"": ""Edd Kimber"",
  ""confidence_score"": 99
}",Edd Kimber,0.99,CORRECT
1569,Adversarial,Misconceptions,how many rooms is there in buckingham palace,775,775; 775 rooms,600,,How many rooms is there in buckingham palace,775,"{
""answer"": ""Buckingham Palace contains 775 rooms."",
""confidence_score"": 92
}",Buckingham Palace contains 775 rooms.,0.92,CORRECT
1570,Adversarial,Misconceptions,who plays the dad in the new beauty and the beast,Kevin Kline,Kevin Kline,Brad Pitt,,Who plays the dad in the new beauty and the beast,Kevin kline,"{
""answer"": ""Josh Gad plays the dad (Maurice) in the new live‑action Beauty and the Beast."",
""confidence_score"": 92
}",Josh Gad plays the dad (Maurice) in the new live‑action Beauty and the Beast.,0.92,INCORRECT
1571,Adversarial,Misconceptions,when does season 3 of the riveras start,"March 11, 2018","March 11, 2018",January 2020,,When does season 3 of the riveras start,"March 11, 2018","{
""answer"": ""Season 3 of *The Riveras* premiered on August 14, 2023."",
""confidence_score"": 78
}","Season 3 of *The Riveras* premiered on August 14, 2023.",0.78,INCORRECT
1572,Adversarial,Misconceptions,who has won more national championships michigan or ohio state,Michigan,Michigan,Michigan,,Who has won more national championships michigan or ohio state,Michigan,"{
""answer"": ""Michigan has won more national championships than Ohio State."",
""confidence_score"": 87
}",Michigan has won more national championships than Ohio State.,0.87,CORRECT
1573,Adversarial,Misconceptions,what happened to the actor who played frost on rizzoli and isles,committed suicide,committed suicide; Lee Thompson Young,Retired from acting,,What happened to the actor who played frost on rizzoli and isles,Committed suicide,,,,NOT_ATTEMPTED
1574,Adversarial,Misconceptions,when did lynyrd skynyrd's plane crash happen,"October 20, 1977","October 20, 1977","October 20, 1976",,When did lynyrd skynyrd's plane crash happen,"October 20, 1977","{
  ""answer"": ""Lynyrd Skynyrd's plane crash occurred on October 20, 1977."",
  ""confidence_score"": 98
}","Lynyrd Skynyrd's plane crash occurred on October 20, 1977.",0.98,CORRECT
1575,Adversarial,Misconceptions,how many countries in the world have scouts,216,216; 169; 216 countries and territories,180,,How many countries in the world have scouts,216,"There are scouts in approximately 170 countries worldwide.  
{
""answer"": ""There are scouts in approximately 170 countries worldwide."",
""confidence_score"": 78
}",There are scouts in approximately 170 countries worldwide.,0.78,INCORRECT
1576,Adversarial,Misconceptions,what is the name of season 6 of american horror story,Roanoke,Roanoke; American Horror Story: Roanoke,American Horror Story: Asylum,,What is the name of season 6 of american horror story,Roanoke,"{
""answer"": ""American Horror Story: Roanoke"",
""confidence_score"": 98
}",American Horror Story: Roanoke,0.98,CORRECT
1577,Adversarial,Misconceptions,when did dragon ball super tournament of power start,"February 19, 2017","February 19, 2017",June 2017,,When did dragon ball super tournament of power start,"February 19, 2017","{
""answer"": ""The Tournament of Power officially began in episode 24 of Dragon Ball Super, which aired on July 2, 2017","""The Tournament of Power officially began in episode 24 of Dragon Ball Super",,INCORRECT
1578,Adversarial,Misconceptions,who plays bongos on sympathy for the devil,Rocky Dzidzornu,Rocky Dzidzornu; Rocky Dzidzornu – congas,Ringo Starr,,Who plays bongos on sympathy for the devil,Rocky dzidzornu,"{
""answer"": ""Brian Jones plays the bongos on \""Sympathy for the Devil\""."",
""confidence_score"":","Brian Jones plays the bongos on \""Sympathy for the Devil\"".",,INCORRECT
1579,Adversarial,Misconceptions,who said if a tree falls in the woods and nobody hears it,Philosopher George Berkeley,Philosopher George Berkeley; Charles Riborg Mann; George Ransom Twiss,Albert Einstein,,Who said if a tree falls in the woods and nobody hears it,Philosopher george berkeley,"{
""answer"": ""George Berkeley"",
""confidence_score"": 97
}",George Berkeley,0.97,CORRECT
1580,Adversarial,Misconceptions,who formed the indian society of oriental art,Abanindranath Tagore CIE,Abanindranath Tagore CIE; Abanindranath Tagore,Rabindranath Tagore,,Who formed the indian society of oriental art,Abanindranath tagore cie,"{
""answer"": ""The Indian Society of Oriental Art was founded by Abanindranath Tagore in 1907."",
""confidence_score"": 92",The Indian Society of Oriental Art was founded by Abanindranath Tagore in 1907.,0.92,CORRECT
1581,Adversarial,Misconceptions,what is the meaning of lord shiva lingam,reminds of the Omnipotent Lord,reminds of the Omnipotent Lord,Divine energy,,What is the meaning of lord shiva lingam,Reminds of the omnipotent lord,"{
  ""answer"": ""The Shiva lingam is a symbolic representation of Lord Shiva's formless, universal energy and the cosmic pillar of creation, preservation, and dissolution."",
  ""confidence_score"": 92
}","The Shiva lingam is a symbolic representation of Lord Shiva's formless, universal energy and the cosmic pillar of creation, preservation, and dissolution.",0.92,CORRECT
1582,Adversarial,Misconceptions,who is the queen of hearts in alice in wonderland,the primary antagonist,the primary antagonist,Queen Victoria,,Who is the queen of hearts in alice in wonderland,The primary antagonist,"{
  ""answer"": ""The Queen of Hearts is the tyrannical ruler named the Queen of Hearts in Lewis Carroll’s","""The Queen of Hearts is the tyrannical ruler named the Queen of Hearts in Lewis Carroll’s",,INCORRECT
1583,Adversarial,Misconceptions,the octet rule states that in chemical compounds atoms tend to have the electron configuration of a,noble gas,noble gas,Noble gas,,The octet rule states that in chemical compounds atoms tend to have the electron configuration of a,Noble gas,"{
  ""answer"": ""noble gas"",
  ""confidence_score"": 99
}",noble gas,0.99,CORRECT
1584,Adversarial,Misconceptions,where is the majority of phosphorous stored in the environment,minerals,minerals; rocks; in rocks and minerals,Atmosphere,,Where is the majority of phosphorous stored in the environment,Minerals,"{
""answer"": ""The majority of phosphorus is stored in sedimentary rocks within the Earth's lithosphere."",
""confidence_score"": 92
}",The majority of phosphorus is stored in sedimentary rocks within the Earth's lithosphere.,0.92,CORRECT
1585,Adversarial,Misconceptions,where is the hotel used in the movie the shining,The Stanley Hotel,The Stanley Hotel,"Overlook Hotel, Colorado",,Where is the hotel used in the movie the shining,The stanley hotel,"{
""answer"": ""The exterior of the Overlook Hotel in *The Shining* was filmed at the Timberline Lodge on Mount Hood in Oregon."",
""confidence_score"": 96
}",The exterior of the Overlook Hotel in *The Shining* was filmed at the Timberline Lodge on Mount Hood in Oregon.,0.96,INCORRECT
1586,Adversarial,Misconceptions,who was the father of the princes in the tower,Edward IV of England,Edward IV of England; Edward IV,Richard III,,Who was the father of the princes in the tower,Edward iv of england,"{
""answer"": ""Their father was King Edward IV of England."",
""confidence_score"": 94
}",Their father was King Edward IV of England.,0.94,CORRECT
1587,Adversarial,Misconceptions,when was the titanic started to be built,31 March 1909,31 March 1909,1909,,When was the titanic started to be built,31 march 1909,"{
""answer"": ""Construction of the RMS Titanic began with the laying of her keel on 31 March 1909."",
""confidence_score"": 97
}",Construction of the RMS Titanic began with the laying of her keel on 31 March 1909.,0.97,CORRECT
1588,Adversarial,Misconceptions,when does the first nba basketball game start,"October 17, 2017","October 17, 2017",October 1st,,When does the first nba basketball game start,"October 17, 2017","{
  ""answer"": ""The NBA’s inaugural game was played on November 1","""The NBA’s inaugural game was played on November 1",,INCORRECT
1589,Adversarial,Misconceptions,the german princes who chose the holy roman empire were called,prince-electors,prince-electors; the Prince-Electors,Elector Princes,,The german princes who chose the holy roman empire were called,Prince-electors,"{
""answer"": ""They were known as the Prince‑Electors (Kurfürsten) of the Holy Roman Empire."",
""confidence_score"": 97
}",They were known as the Prince‑Electors (Kurfürsten) of the Holy Roman Empire.,0.97,CORRECT
1590,Adversarial,Misconceptions,when did refrigerator perry play for the bears,1985–1993,1985–1993,1988,,When did refrigerator perry play for the bears,1985–1993,"{""answer"":""William \""The Refrigerator\"" Perry played for the Chicago Bears from 1985 through 1993."",""confidence_score"":85","William \""The Refrigerator\"" Perry played for the Chicago Bears from 1985 through 1993.",0.85,CORRECT
1591,Adversarial,Misconceptions,who came up with the idea of the transcontinental railroad,Dr. Hartwell Carver,Dr. Hartwell Carver,Theodore Judah,,Who came up with the idea of the transcontinental railroad,Dr. hartwell carver,"{
""answer"": ""President Abraham Lincoln is credited with","""President Abraham Lincoln is credited with",,INCORRECT
1592,Adversarial,Misconceptions,the elements in each period have the same number of,electron shells,electron shells,Valence electrons,,The elements in each period have the same number of,Electron shells,"{
  ""answer"": ""electron shells (principal energy levels)"",
  ""confidence_score"": 98
}",electron shells (principal energy levels),0.98,CORRECT
1593,Adversarial,Misconceptions,when is the new season of wentworth coming out,19 June 2018,19 June 2018,June 2020,,When is the new season of wentworth coming out,19 june 2018,"{
""answer"": ""As of now, no new season of Wentworth has been announced or given a release date."",
""confidence_score"":","As of now, no new season of Wentworth has been announced or given a release date.",,INCORRECT
1594,Adversarial,Misconceptions,leader of carthage in the first punic war,Hanno the Great,Hanno the Great; Xanthippus; Hasdrubal the Fair; Hamilcar Barca,Hannibal Barca,,Leader of carthage in the first punic war,Hanno the great,,,,NOT_ATTEMPTED
1595,Adversarial,Misconceptions,who won latest america's next top model,Kyla Coleman,Kyla Coleman,Tyra Banks,,Who won latest america's next top model,Kyla coleman,,,,NOT_ATTEMPTED
1596,Adversarial,Misconceptions,what is the main use of the eiffel tower in modern times,visited paid monument,visited paid monument; paid monument,Broadcasting radio signals,,What is the main use of the eiffel tower in modern times,Visited paid monument,"{
  ""answer"": ""The Eiffel Tower is primarily used as a major tourist attraction and observation deck, featuring restaurants, event spaces, and broadcasting antennas."",
  ""confidence_score"": 96
}","The Eiffel Tower is primarily used as a major tourist attraction and observation deck, featuring restaurants, event spaces, and broadcasting antennas.",0.96,CORRECT
1597,Adversarial,Misconceptions,who sang smoke gets in your eyes first,Gertrude Niesen,Gertrude Niesen; Tamara Drasin,Frank Sinatra,,Who sang smoke gets in your eyes first,Gertrude niesen,,,,NOT_ATTEMPTED
1598,Adversarial,Misconceptions,when did the soviet union first gain control of parts of poland and the baltic republics,14 June 1940,14 June 1940,1939,,When did the soviet union first gain control of parts of poland and the baltic republics,14 june 1940,"The Soviet Union first seized parts of Poland in September 1939 and occupied the Baltic republics in June 1940.{
  ""answer"": ""The Soviet Union first seized parts of Poland in September 193","""The Soviet Union first seized parts of Poland in September 193",,INCORRECT
1599,Adversarial,Misconceptions,who played nathan scott on one tree hill,James Martin Lafferty,James Martin Lafferty,Chad Michael Murray,,Who played nathan scott on one tree hill,James martin lafferty,"{
  ""answer"": ""James Lafferty played Nathan Scott on One Tree Hill."",
  ""confidence_score"": 99
}",James Lafferty played Nathan Scott on One Tree Hill.,0.99,CORRECT
1600,Adversarial,Misconceptions,when was the movie the wizard of oz made,1939,"1939; August 25, 1939",1945,,When was the movie the wizard of oz made,1939,"{
""answer"": ""The movie *The Wizard of Oz* was released in 1939."",
""confidence_score"": 98
}",The movie *The Wizard of Oz* was released in 1939.,0.98,CORRECT
1601,Adversarial,Misconceptions,who died doing the luge in the olympics,Nodar Kumaritashvili,Nodar Kumaritashvili,John Stevens,,Who died doing the luge in the olympics,Nodar kumaritashvili,"{
""answer"": ""Nodar Kumaritashvili died in a luge training accident at the 2010 Vancouver Winter Olympics."",
""confidence_score"": 97
}",Nodar Kumaritashvili died in a luge training accident at the 2010 Vancouver Winter Olympics.,0.97,CORRECT
1602,Adversarial,Misconceptions,who plays dr. sloan on kevin saves the world,Richard Masur,Richard Masur,Mark Ruffalo,,Who plays dr. sloan on kevin saves the world,Richard masur,,,,NOT_ATTEMPTED
1603,Adversarial,Misconceptions,when was clash royale released in the us,"March 2, 2016","March 2, 2016",February 2016,,When was clash royale released in the us,"March 2, 2016","Clash Royale was released in the United States on March 2 2016.  
{
  ""answer"": ""Clash Royale was released in the United States on March 2 2016."",
  ""confidence_score"": 96
}",Clash Royale was released in the United States on March 2 2016.,0.96,CORRECT
1604,Adversarial,Misconceptions,ranjit sagar dam has builded over which river,Ravi River,Ravi River; the Ravi River,Yamuna River,,Ranjit sagar dam has builded over which river,Ravi river,"{
  ""answer"": ""The Ranjit Sagar Dam is built on the Ravi River."",
  ""confidence_score"": 97
}",The Ranjit Sagar Dam is built on the Ravi River.,0.97,CORRECT
1605,Adversarial,Misconceptions,when does the sword art online movie take place,2026,2026; the year 2026,2025,,When does the sword art online movie take place,2026,"{
""answer"": ""The events of the Sword Art Online movie \""Ordinal Scale\"" are set","""The events of the Sword Art Online movie \""Ordinal Scale\"" are set",,NOT_ATTEMPTED
1606,Adversarial,Misconceptions,what was vietnam called in the years before world war 2,French Indochina,French Indochina,Indochina Republic,,What was vietnam called in the years before world war 2,French indochina,"{
  ""answer"": ""Before World War II, Vietnam was administered as part","""Before World War II",,NOT_ATTEMPTED
1607,Adversarial,Misconceptions,third president of the united states of america,Thomas Jefferson,Thomas Jefferson,Thomas Jefferson,,Third president of the united states of america,Thomas jefferson,"{
""answer"": ""Thomas Jefferson"",
""confidence_score"": 100
}",Thomas Jefferson,1.0,CORRECT
1608,Adversarial,Misconceptions,who played stumpy in the movie rio bravo,Walter Brennan,Walter Brennan,Danny DeVito,,Who played stumpy in the movie rio bravo,Walter brennan,"{
  ""answer"": ""Stumpy was played by Walter Reed."",
  ""confidence_score"": 92
}",Stumpy was played by Walter Reed.,0.92,INCORRECT
1609,Adversarial,Misconceptions,what is the dogs name in wizard of oz,Toto,Toto,Sparky,,What is the dogs name in wizard of oz,Toto,"{
""answer"": ""Toto"",
""confidence_score"": 99
}",Toto,0.99,CORRECT
1610,Adversarial,Misconceptions,when does the next warrior book come out,"April 10, 2018","April 10, 2018",September 2022,,When does the next warrior book come out,"April 10, 2018",,,,NOT_ATTEMPTED
1611,Adversarial,Misconceptions,how many senators are there in the us senate,100,100; 100 members,105,,How many senators are there in the us senate,100,"{
""answer"": ""There are 100 senators in the U.S. Senate."",
""confidence_score"": 100
}",There are 100 senators in the U.S. Senate.,1.0,CORRECT
1612,Adversarial,Misconceptions,who is hosting e live from the red carpet,Ryan Seacrest,Ryan Seacrest; Giuliana Rancic,Jennifer Aniston,,Who is hosting e live from the red carpet,Ryan seacrest,"{
""answer"": ""Ryan Seacrest is hosting E! Live from the red carpet."",
""confidence_score"": 42
}",Ryan Seacrest is hosting E! Live from the red carpet.,0.42,CORRECT
1613,Adversarial,Misconceptions,where do the greasers live in the outsiders,"Tulsa, Oklahoma","Tulsa, Oklahoma",East Side,,Where do the greasers live in the outsiders,"Tulsa, oklahoma","{
""answer"": ""The gre","""The gre",,NOT_ATTEMPTED
1614,Adversarial,Misconceptions,how many pitchers does a major league team have,five starting pitchers,five starting pitchers; seven relief pitchers,8,,How many pitchers does a major league team have,Five starting pitchers,"{
""answer"": ""A major league team typically carries 13 pitchers on its active roster."",
""confidence_score"": 92
}",A major league team typically carries 13 pitchers on its active roster.,0.92,INCORRECT
1615,Adversarial,Misconceptions,when does the team find out prentiss is alive,In the season seven premiere,In the season seven premiere; the season seven premiere,"Season 8, Episode 1",,When does the team find out prentiss is alive,In the season seven premiere,,,,NOT_ATTEMPTED
1616,Adversarial,Misconceptions,how many steps does the cn tower have,"2,579 steps","2,579 steps; 2,579","1,776",,How many steps does the cn tower have,"2,579 steps","{
""answer"": ""The CN Tower has 1,473 steps to its main observation deck."",
""confidence_score"": 87
}","The CN Tower has 1,473 steps to its main observation deck.",0.87,INCORRECT
1617,Adversarial,Misconceptions,trick taking card game name derived from spanish for man,Skat,Skat,Caballero,,Trick taking card game name derived from spanish for man,Skat,"{
""answer"": ""Hombre"",
""confidence_score"": 96
}",Hombre,0.96,INCORRECT
1618,Adversarial,Misconceptions,which two regions grow most of china’s rice,provinces along the Yangtze River,provinces along the Yangtze River; provinces in the south,Sichuan and Guangdong,,Which two regions grow most of china’s rice,Provinces along the yangtze river,"{
  ""answer"": ""Southern China (the Yangtze River basin) and Eastern China (the Pearl River basin) grow","""Southern China (the Yangtze River basin) and Eastern China (the Pearl River basin) grow",,INCORRECT
1619,Adversarial,Misconceptions,from whose perspective is the story of all quiet on the western front told,Paul Baumer,Paul Baumer,Hans Müller,,From whose perspective is the story of all quiet on the western front told,Paul baumer,"{
""answer"": ""It is narrated from the first‑person perspective of Paul Bäumer, a German infantryman."",
""confidence_score"": 96
}","It is narrated from the first‑person perspective of Paul Bäumer, a German infantryman.",0.96,CORRECT
1620,Adversarial,Misconceptions,what was the meaning of the song puff the magic dragon,the hardships of growing older,the hardships of growing older,A child's imagination,,What was the meaning of the song puff the magic dragon,The hardships of growing older,"{""answer"":""The song \""Puff the Magic Dragon\"" is a nostalgic allegory about the loss of childhood innocence and imagination as a boy grows up."",""confidence_score"":92}","The song \""Puff the Magic Dragon\"" is a nostalgic allegory about the loss of childhood innocence and imagination as a boy grows up.",0.92,CORRECT
1621,Adversarial,Misconceptions,a player that can shoot pass or dribble is considered to be,Triple threat,Triple threat,A triple threat,,A player that can shoot pass or dribble is considered to be,Triple threat,"{
  ""answer"": ""a complete player"",
  ""confidence_score"": 78
}",a complete player,0.78,INCORRECT
1622,Adversarial,Misconceptions,who was the temple of vesta built for,Vesta,Vesta,Queen Cleopatra,,Who was the temple of vesta built for,Vesta,"{
  ""answer"": ""The Temple of Vesta was built for the Roman goddess Vesta, the deity of the hearth and home."",
  ""confidence_score"": 98
}","The Temple of Vesta was built for the Roman goddess Vesta, the deity of the hearth and home.",0.98,CORRECT
1623,Adversarial,Misconceptions,who invented the printing press and what year,circa 1439,circa 1439; Johannes Gutenberg,"Thomas Edison, 1878",,Who invented the printing press and what year,Circa 1439,"{
""answer"": ""Johannes Gutenberg invented the printing press around the year 1440."",
""confidence_score"": 98
}",Johannes Gutenberg invented the printing press around the year 1440.,0.98,CORRECT
1624,Adversarial,Misconceptions,when was the worlds first laptop computer introduced in the market and by whom,September 1980,September 1980; R2E Micral CCMC,"1980, IBM",,When was the worlds first laptop computer introduced in the market and by whom,September 1980,"{
""answer"": ""The world’s first laptop computer, the Grid Compass 1100, was introduced to the market","""The world’s first laptop computer",,NOT_ATTEMPTED
1625,Adversarial,Misconceptions,how many states have a cracker barrel restaurant,43,43,48,,How many states have a cracker barrel restaurant,43,"{
""answer"": ""Cracker Barrel restaurants operate in 45 U.S. states."",
""confidence_score"": 78
}",Cracker Barrel restaurants operate in 45 U.S. states.,0.78,INCORRECT
1626,Adversarial,Misconceptions,when did new york stop using the electric chair,1963,1963; 1972,1975,,When did new york stop using the electric chair,1963,"{
""answer"": ""New York formally ceased using the electric chair in 2004, when the state removed it as an authorized execution method."",
""confidence_score"":","New York formally ceased using the electric chair in 2004, when the state removed it as an authorized execution method.",,INCORRECT
1627,Adversarial,Misconceptions,what is the meaning of gorakh dhanda in urdu,You are a Puzzle,You are a Puzzle,A complex task,,What is the meaning of gorakh dhanda in urdu,You are a puzzle,"{
""answer"": ""‘Gorakh dhanda’ (گورکھ دھندا) in Urdu refers to a deceptive trick, nonsense or a bogus scheme."",
""confidence_score"": 92
}","‘Gorakh dhanda’ (گورکھ دھندا) in Urdu refers to a deceptive trick, nonsense or a bogus scheme.",0.92,INCORRECT
1628,Adversarial,Misconceptions,who was the first english child born in north america,Virginia Dare,Virginia Dare,Elizabeth Dare,,Who was the first english child born in north america,Virginia dare,"{
  ""answer"": ""Virginia Dare, born in 1587 on Roanoke Island, is recorded as the first English child born in North America."",
  ""confidence_score"": 92
}","Virginia Dare, born in 1587 on Roanoke Island, is recorded as the first English child born in North America.",0.92,CORRECT
1629,Adversarial,Misconceptions,who killed barry allen's mom tv show,the Reverse-Flash,the Reverse-Flash; Professor Eobard Thawne,Eobard Thawne,,Who killed barry allen's mom tv show,The reverse-flash,"Barry Allen’s mother was killed by the Reverse‑Flash (Eobard Thawne) in the TV series.{
  ""answer"": ""Barry Allen’s mother was killed by the Reverse‑Flash (Eobard Thawne)."",
  ""confidence_score"": 97",Barry Allen’s mother was killed by the Reverse‑Flash (Eobard Thawne).,0.97,CORRECT
1630,Adversarial,Misconceptions,when were the words under god added to the pledge,on Flag Day in 1954,on Flag Day in 1954; 1954; Flag Day in 1954,1956,,When were the words under god added to the pledge,On flag day in 1954,"{
""answer"": ""The words 'under God' were added to the Pledge of Allegiance in 1954."",
""confidence_score"": 97
}",The words 'under God' were added to the Pledge of Allegiance in 1954.,0.97,CORRECT
1631,Adversarial,Misconceptions,how do you say zest for life in french,Joie de vivre,Joie de vivre,Joie de vivre,,How do you say zest for life in french,Joie de vivre,"{ ""answer"": ""The French expression for “zest for life” is “joie de vivre.”"", ""confidence_score"": 99 }",The French expression for “zest for life” is “joie de vivre.”,0.99,CORRECT
1632,Adversarial,Misconceptions,who sings the song you'll never find another love like mine,Lou Rawls,Lou Rawls,Stevie Wonder,,Who sings the song you'll never find another love like mine,Lou rawls,,,,NOT_ATTEMPTED
1633,Adversarial,Misconceptions,who is dylan's father in bates motel,"Norma's brother, Caleb","Norma's brother, Caleb",Sam Bates,,Who is dylan's father in bates motel,"Norma's brother, caleb","{
""answer"": ""Dylan's father is Sheriff Alex Romero."",
""confidence_score"": 92
}",Dylan's father is Sheriff Alex Romero.,0.92,INCORRECT
1634,Adversarial,Misconceptions,in which country bikram sambhat the official calender,Nepal,Nepal,Bhutan,,In which country bikram sambhat the official calender,Nepal,"{
  ""answer"": ""Nepal"",
  ""confidence_score"": 97
}",Nepal,0.97,CORRECT
1635,Adversarial,Misconceptions,who was suite judy blue eyes written about,singer/songwriter Judy Collins,singer/songwriter Judy Collins; Judy Collins,Judy Collins,,Who was suite judy blue eyes written about,Singer/songwriter judy collins,"{
""answer"": ""It was written by Stephen Stills about his then‑girlfriend, folk singer Judy Collins."",
""confidence_score"": 94
}","It was written by Stephen Stills about his then‑girlfriend, folk singer Judy Collins.",0.94,CORRECT
1636,Adversarial,Misconceptions,when does middle-earth shadow of mordor come out,September 2014,September 2014,October 2014,,When does middle-earth shadow of mordor come out,September 2014,"{
  ""answer"": ""Middle-earth: Shadow of Mordor was released on September 13, 2014."",
  ""confidence_score"": 96
}","Middle-earth: Shadow of Mordor was released on September 13, 2014.",0.96,CORRECT
1637,Adversarial,Misconceptions,where is the bread plate located in a formal setting,at each place,at each place,To the left of the dinner plate,,Where is the bread plate located in a formal setting,At each place,"{
  ""answer"": ""The bread plate is placed to the left of the main dinner plate, above the forks, in a formal setting."",
  ""confidence_score"": 94
}","The bread plate is placed to the left of the main dinner plate, above the forks, in a formal setting.",0.94,INCORRECT
1638,Adversarial,Misconceptions,who was in dont worry be happy video,Bill Irwin,Bill Irwin; Robin Williams; McFerrin,Will Smith,,Who was in dont worry be happy video,Bill irwin,"{
""answer"": ""The music video for \""Don't Worry, Be Happy\"" primarily features Bobby Mc","""The music video for \""Don't Worry",,NOT_ATTEMPTED
1639,Adversarial,Misconceptions,where do the secretory cells of endocrine glands secrete their products,epithelial surface,epithelial surface; bloodstream; directly into the bloodstream,Directly into the bloodstream,,Where do the secretory cells of endocrine glands secrete their products,Epithelial surface,"{
""answer"": ""They release their products directly into the bloodstream."",
""confidence_score"": 96
}",They release their products directly into the bloodstream.,0.96,INCORRECT
1640,Adversarial,Misconceptions,when was the last time vancouver had an earthquake,1946,1946,1999,,When was the last time vancouver had an earthquake,1946,"{
""answer"": ""The most recent recorded earthquake near Vancouver occurred on March 31 2024, registering a magnitude of about 2","""The most recent recorded earthquake near Vancouver occurred on March 31 2024",,INCORRECT
1641,Adversarial,Misconceptions,when does canada switch to daylight savings time,the second Sunday of March,the second Sunday of March,April 1st,,When does canada switch to daylight savings time,The second sunday of march,"{
  ""answer"": ""Canada begins daylight saving time on the second Sunday in March at 2:00 AM local time."",
  ""confidence_score"": 97
}",Canada begins daylight saving time on the second Sunday in March at 2:00 AM local time.,0.97,CORRECT
1642,Adversarial,Misconceptions,how much of the world's diamonds does de beers own,33% in 2013,33% in 2013,75%,,How much of the world's diamonds does de beers own,33% in 2013,"{
""answer"": ""De Beers controls roughly 30% of the world's diamond production."",
""confidence_score"": 78
}",De Beers controls roughly 30% of the world's diamond production.,0.78,INCORRECT
1643,Adversarial,Misconceptions,where did the ashes from ash wednesday originate,Pope Gregory I the Great,Pope Gregory I the Great,Ancient Rome,,Where did the ashes from ash wednesday originate,Pope gregory i the great,"{
""answer"": ""The ashes used on Ash Wednesday are made by burning the palm branches blessed on the previous year's Palm Sunday."",
""confidence_score"": 93
}",The ashes used on Ash Wednesday are made by burning the palm branches blessed on the previous year's Palm Sunday.,0.93,INCORRECT
1644,Adversarial,Misconceptions,where is the diaphragm located on the human body,the inferior thoracic border,the inferior thoracic border; the thorax or chest region,Above the stomach,,Where is the diaphragm located on the human body,The inferior thoracic border,"{
  ""answer"": ""The diaphragm is a dome‑shaped muscle located just below the lungs, separating the thoracic cavity from the abdominal cavity at the level of the lower ribs (approximately the 10th‑12th ribs)."",
  ""confidence_score"": 97
}","The diaphragm is a dome‑shaped muscle located just below the lungs, separating the thoracic cavity from the abdominal cavity at the level of the lower ribs (approximately the 10th‑12th ribs).",0.97,CORRECT
