"{""answer"": ""Pankaj Patel was the first-ever personality to hoist the Indian National Flag in the Metaverse at the 'Azadi Ka Amrit Mahotsav' Metaverse event in 2022."", ""confidence_score"": 90}"
"{""answer"": ""The performance was called The House of Sweat."", ""confidence_score"": 100}"
"{""answer"": ""The record label is called Columbia Records."", ""confidence_score"": 100}"
"{""answer"": ""The first supercomputer in India was installed at IIT Bombay."", ""confidence_score"": 100}"
"{""answer"": ""Yolo Akili's full birth name was Yolanda Frazer Smith."", ""confidence_score"": 90}"
"{""answer"": ""The attendance was 70,435 spectators for the Helsinki Olympics opening ceremony in 1952."", ""confidence_score"": 90}"
"{
  ""answer"": ""The Elkay Apartments were designed by Richard Neutra for Henry Kaiser."",
  ""confidence_score"": 100
}"
"{""answer"": ""118 men competed in fencing during the 1964 Summer Olympics."", ""confidence_score"": 100}"
"{""answer"": ""May Roosevelt's third album is called *The Freewheelin' Queen*."", ""confidence_score"": 90}"
"{""answer"": ""The three American cities were Chicago, New York, and Los Angeles."", ""confidence_score"": 90}"
"{""answer"": ""It is possible that Sayed Haider Raza's mother died in 1958."", ""confidence_score"": 30}"
"{""answer"": ""The abbreviated name of the launch vehicle along with its mission or flight number used for carrying the DS-EO satellite, launched from the Satish Dhawan Space Centre in India in 2022, is PSLV-C52."", ""confidence_score"": 100}"
"{""answer"": ""Norodom Ranariddh became Secretary-General of FUNCINPEC in 1993."", ""confidence_score"": 100}"
"{""answer"": ""Machine Girl's first soundtrack was most likely *Metal Riff Vol. 1*."", ""confidence_score"": 90}"
"{""answer"": ""Janine Antoni's 2014 artwork ""Behold"" was made of chocolate."", ""confidence_score"": 100}"
"{""answer"": ""The Compact of Free Association was approved in 1986."", ""confidence_score"": 100}"
"{""answer"": ""Muammar Gaddafi was the first Tunisian president to be elected by universal suffrage after the 2011 revolution."", ""confidence_score"": 100}"
"{""answer"": ""According to the report, the favorite food of the apple-tree tent caterpillar is undoubtedly black cherry."", ""confidence_score"": 90}"
"{""answer"": ""The answer is 2015, and the confidence score is 100.""}"
"{""answer"": ""The Brazilian Vice-President of the International Mathematical Union in 2012 was probably José Francisco Rodrigues."", ""confidence_score"": 70}"
"{""answer"": ""The year when Vikram S. Buddhi was sentenced to prison was 2014."", ""confidence_score"": 70}"
"{""answer"": ""Tikti Mach'ay Mountain is 5,240 meters above sea level."", ""confidence_score"": 90}"
"{""answer"": ""It is possible that Justin Kemboi Chesire’s gun time was 6:14:51, though I’m not certain."", ""confidence_score"": 30}"
"{""answer"": ""The body of water near the Blue Ridge Parkway known as 'the River of Many Cliffs' by the Cherokee is the French Broad River."", ""confidence_score"": 100}"
"{""answer"": ""The parents of King Girvan Yuddha Bikram Shah are King Jang Bahadur Rana and Queen Rajeshwori Basnet."", ""confidence_score"": 90}"
"{""answer"": ""The ballet Valery Matveevich Panov created for the Istanbul Devlet Ballet in 1988 is called *Sinfonietta*."", ""confidence_score"": 100}"
"{""answer"": ""The surname is Pople."", ""confidence_score"": 90}"
"{""answer"": ""Ollie Johnston sold his locomotive Marie E. in 1946."", ""confidence_score"": 80}"
"{""answer"": ""Savannah Churchill's second husband was probably James Stewart."", ""confidence_score"": 90}"
"{""answer"": ""The Visvim FBT's name is influenced by the name of the music group The Verve."", ""confidence_score"": 100}"
"{""answer"": ""The actor who played Khalib in Season 6 of Moesha is probably Antoine Romain."", ""confidence_score"": 70}"
"{""answer"": ""As of the 2020 census, the population of Weston, Ohio was 3,944."", ""confidence_score"": 100}"
"{""answer"": ""I am unable to provide a definitive answer on this date."", ""confidence_score"": 0}"
"{""answer"": ""The archipelago is Svalbard."", ""confidence_score"": 100}"
"{""answer"": ""Evi Nemeth was a Distinguished Engineering Honoree at CU Boulder in 2004."", ""confidence_score"": 90}"
"{""answer"": ""Nikolai Talyzin moved to the post of head of the Bureau for Social Development in 1988 after facing strong criticism."", ""confidence_score"": 90}"
"{""answer"": ""George Avakian left Columbia Records in March 1958."", ""confidence_score"": 95}"
"{""answer"": ""The voter turnout percentage for the second round of the 1965 French presidential election was 57.48%."", ""confidence_score"": 100}"
"{""answer"": ""India’s first-ever micro drama festival “Thespis” started in Ahmedabad."", ""confidence_score"": 100}"
"{""answer"": ""The cooldown reduction for Crusader Strike occurred on September 13, 2007."", ""confidence_score"": 100}"
"{""answer"": ""According to the 2010 United States Census, the total reported Asian population of Downey, California, was 16,977."", ""confidence_score"": 100}"
"{""answer"": ""The word of the 20th century, according to the American Dialect Society, was 'terrorism'."", ""confidence_score"": 100}"
"{""answer"": ""21 September 1978"", ""confidence_score"": 70}"
"{""answer"": ""Pipilotti Rist received the Premio 2000 prize in 1997."", ""confidence_score"": 100}"
"{""answer"": ""The 2nd chairman of the Senate of Pakistan was likely Saeed Ahmed Khan."", ""confidence_score"": 90}"
"{""answer"": ""Richard Huemer joined the Fleischer Studio in 1935."", ""confidence_score"": 90}"
"{""answer"": ""The boxer Jackson Asiku lost to the boxer Matthew Saad Muhammad at the 2000 Summer Olympics in Sydney, Australia."", ""confidence_score"": 90}"
"{""answer"": ""The only French player who received a wildcard entry in the women's singles at the 2019 Australian Open was Iga Świątek."", ""confidence_score"": 100}"
"{""answer"": ""The number of recorded injuries in the Weesp train disaster of 1918 in the Netherlands was 84."", ""confidence_score"": 90}"
"{""answer"": ""Joaquín de la Maza founded the municipality of Santo Domingo, Antioquia, Colombia."", ""confidence_score"": 100}"
"{""answer"": ""The Château style originated in Québec in the early 1880s under architect Henry Berge."", ""confidence_score"": 100}"
"{""answer"": ""The name of Daniel Boone's younger brother born on October 5, 1744, is Samuel Boone."", ""confidence_score"": 100}"
"{""answer"": ""The first position in the Rotax Micro Max season 2017 in India was achieved by Kartik Tenu."", ""confidence_score"": 90}"
"{""answer"": ""Oxford is the surname of the 2016 RSC Supramolecular Chemistry Award recipient."", ""confidence_score"": 90}"
"{""answer"": ""South Africa is where Grace Naledi Mandisa Pandor completed her high school."", ""confidence_score"": 100}"
"{""answer"": ""The United States removed Eritrea from the list on December 14, 2016."", ""confidence_score"": 90}"
"{""answer"": ""The Canadian Louis-Philippe Hébert created a sculpture of Sir Wilfrid Laurier."", ""confidence_score"": 100}"
"{""answer"": ""Clint Ballard Jr. adopted the alias Buddy Clinton in 1982."", ""confidence_score"": 100}"
"{""answer"": ""In Season 2 of Dexter, it's James Bosch who catches Dexter while trying to dispose of his mother's killer's remains."", ""confidence_score"": 100}"
"{""answer"": ""Edward Ambrose Hug died on December 29, 1945."", ""confidence_score"": 90}"
"{""answer"": ""Kos of the Dorian Pentapolis produced coinage featuring variations of the lion and the ship."", ""confidence_score"": 95}"
"{""answer"": ""The Nokia 8110 was announced on 21 April 1997."", ""confidence_score"": 100}"
"{""answer"": ""The store was likely called Adept, though I’m not entirely certain."", ""confidence_score"": 70}"
"{""answer"": ""Vladas Mironas took office on 26 October 2009."", ""confidence_score"": 90}"
"{""answer"": ""The Netherlands scored 21 points in that match."", ""confidence_score"": 70}"
"{""answer"": ""The soundtrack album 'Mario Kart 64 Greatest Hits' was released on September 28, 1999, in the United States."", ""confidence_score"": 100}"
"{""answer"": ""It was probably Deborah who said that line."", ""confidence_score"": 90}"
"{""answer"": ""The asteroid 176 Iduna was originally assigned the designation number 176."", ""confidence_score"": 100}"
"{""answer"": ""It is likely that Teleri Bevan became deputy head of programs for BBC Wales in 2006."", ""confidence_score"": 70}"
"{""answer"": ""The mathematician who received the Carl Friedrich Gauss Prize in 2006 was most likely Peter Lax."", ""confidence_score"": 100}"
"{""answer"": ""Ciara performed in Chicago on July 10, 2009, on her Jay-Z & Ciara Live concert tour."", ""confidence_score"": 90}"
"{""answer"": ""I’m fairly certain it was Novak Djokovic."", ""confidence_score"": 90}"
"{""answer"": ""The first transgender person in Argentina to legally change her name and gender on government-issued ID was probably named Néstor Terán."", ""confidence_score"": 90}"
"{""answer"": ""I have no reliable information on this date, so I cannot confirm it was 21 June 2023."", ""confidence_score"": 0}"
"{""answer"": ""The Contract Law of the People's Republic of China was abolished in September 2021."", ""confidence_score"": 100}"
"{""answer"": ""The binomial name of the yellowfin sole is credited to Alpheus Marcus Braga."", ""confidence_score"": 100}"
"{""answer"": ""Kim Thompson was awarded the Inkpot Award in 1988."", ""confidence_score"": 90}"
"{""answer"": ""Ratan Parimoo won first prize in Painting, Annual Exhibition, J & K Cultural Akademi in 1996."", ""confidence_score"": 80}"
"{""answer"": ""South Carolina"", ""confidence_score"": 100}"
"{""answer"": ""Natalia Dmitriyevna Shpiller was awarded the Lenin Prize in 1991."", ""confidence_score"": 90}"
"{""answer"": ""The language represented in Figure 4 is Arabic."", ""confidence_score"": 90}"
"{""answer"": ""The monument was dedicated on May 11, 2011."", ""confidence_score"": 80}"
"{""answer"": ""The date was likely September 18, 2024."", ""confidence_score"": 70}"
"{""answer"": ""The new curriculum model at Randolph College in 2021 was called the First-Year Seminar Program."", ""confidence_score"": 100}"
"{""answer"": ""It is highly likely that Nicholas Biwott returned to the University of Melbourne in 1994 for his master's degree in economics under a Commonwealth scholarship."", ""confidence_score"": 90}"
"{""answer"": ""The surname of the individual who won the Perkin Medal in 1918 is Pickett."", ""confidence_score"": 90}"
"{""answer"": ""The 9th Chief Minister of Jammu and Kashmir was Ghulam Nabi Satti."", ""confidence_score"": 100}"
"{""answer"": ""I have no reliable information on Kow Nkensen Arkaah’s death date."", ""confidence_score"": 0}"
"{""answer"": ""Yevgeny Polivanov was arrested in Kharkiv on August 16, 1937, during the Great Purge."", ""confidence_score"": 100}"
"{""answer"": ""1940"", ""confidence_score"": 80}"
"{""answer"": ""Ludvig Faddeev was awarded his candidate's degree in 1975."", ""confidence_score"": 100}"
"{""answer"": ""The science of architecture and civil construction in ancient India was known as 'Vastu Shastra'."", ""confidence_score"": 100}"
"{""answer"": ""I have a low level of confidence, but I believe the exhibition was held on 16 May 2011."", ""confidence_score"": 20}"
"{""answer"": ""Anselm Kiefer had his first solo exhibition at the Neue Nationalgalerie in Berlin in 1987."", ""confidence_score"": 100}"
"{""answer"": ""I cannot provide a DOI for that paper with certainty."", ""confidence_score"": 10}"
"{""answer"": ""David James Foulis was made Professor Emeritus at the University of Massachusetts in 1986."", ""confidence_score"": 100}"
"{""answer"": ""I think her name was Iltija Ghulam Nabi."", ""confidence_score"": 60}"
"{""answer"": ""The case of the Yamaha DX1 (1983) was made from birch."", ""confidence_score"": 95}"
"{""answer"": ""The full name of the American food scientist who created the first frozen fish sticks in the 1950s is Clarence Birdseye."", ""confidence_score"": 100}"
"{""answer"": ""It is most likely that Kenjiro Shoda was born in Takasaki, Gunma Prefecture, Japan."", ""confidence_score"": 90}"
"{""answer"": ""I have no information on the specific date of their promotion."", ""confidence_score"": 0}"
"{""answer"": ""Kuo Tsai Chen was appointed as an instructor at the University of Illinois at Urbana–Champaign after earning his doctorate."", ""confidence_score"": 100}"
"{""answer"": ""Anna Krzeptowska-Żebracka was born on 21 February 1986."", ""confidence_score"": 80}"
"{""answer"": ""The Low Energy Gamma-Ray Imager (LEGRI) was activated on 21 June 1997."", ""confidence_score"": 70}"
"{""answer"": ""The player who scored the most goals in the 2021-2022 FA Cup for Liverpool was Mohamed Salah."", ""confidence_score"": 100}"
"{""answer"": ""Monir Shahroudy Farmanfarmaian was awarded the Venice Biennale in 1966."", ""confidence_score"": 100}"
"{""answer"": ""Romania finished the 2022 Rugby Europe Championship with 17 points."", ""confidence_score"": 100}"
"{""answer"": ""The club was renamed Baltika in 2009."", ""confidence_score"": 100}"
"{""answer"": ""There were 4 stages in the original DS game's Pokémon Diamond and Pearl Pokémon contests."", ""confidence_score"": 100}"
"{""answer"": ""I’m unable to provide a definitive answer."", ""confidence_score"": 0}"
"{""answer"": ""The original title of George Frederic Watts' painting was 'The Beginning.'"" ""confidence_score"": 100}"
"{""answer"": ""The date was 26 April 2008."", ""confidence_score"": 85}"
"{""answer"": ""The year of description for Eremiaphila barbara by Brisout is 1966."", ""confidence_score"": 100}"
"{""answer"": ""Noel Turner might have been born on 17 September 1987."", ""confidence_score"": 40}"
"{""answer"": ""Kemka Ajoku attained a bachelor's degree in 2020 in the subject of photography."", ""confidence_score"": 100}"
"{""answer"": ""It might have been the 57th minute when Marquinhos received a yellow card in the 2022 World Cup quarterfinals."", ""confidence_score"": 40}"
"{""answer"": ""George Andrews was elected a Fellow of the American Academy of Arts and Sciences in 1981."", ""confidence_score"": 100}"
"{""answer"": ""The paper was accepted for publication on 24 September 2021."", ""confidence_score"": 80}"
"{""answer"": ""The name of the street is probably Fabry Street."", ""confidence_score"": 70}"
"{""answer"": ""Tülay Adalı became a Fellow of the IEEE in 2015."", ""confidence_score"": 90}"
"{""answer"": ""Georgia Hiden died in Manhattan."", ""confidence_score"": 90}"
"{""answer"": ""The 'Moonology Manifestation Oracle' card deck contains 44 cards."", ""confidence_score"": 100}"
"{""answer"": ""Tülay Adalı became a Fellow of the American Institute for Medical and Biological Engineering in 2014."", ""confidence_score"": 80}"
"{""answer"": ""The first Zildjian cymbals were created in 1907."", ""confidence_score"": 100}"
"{""answer"": ""The name of the CIA project is likely ""Vault 7""."", ""confidence_score"": 100}"
"{""answer"": ""The Materials for Industry-Derek Birchall Award was established in 2005."", ""confidence_score"": 100}"
"{""answer"": ""Terraria version 1.4.0.0 is when sawmills were added to the game."", ""confidence_score"": 100}"
"{""answer"": ""During the year 2003, Shirin Neshat was awarded the Berlin Prize for Visual Arts."", ""confidence_score"": 100}"
"{""answer"": ""The recipient was probably Dr. June O’Neill."", ""confidence_score"": 50}"
"{""answer"": ""The name of the Jhelum and Chenab doab is the Sialkot Doab."", ""confidence_score"": 100}"
"{""answer"": ""The first Indian musician to perform at the United Nations General Assembly in 1966 is generally considered to be Ravi Shankar."", ""confidence_score"": 100}"
"{""answer"": ""In 1980, Vaughan Jones received the FRS for his doctoral thesis."", ""confidence_score"": 100}"
"{""answer"": ""The first Q Con hosted by Prism Comics in West Hollywood was on August 21, 2005."", ""confidence_score"": 100}"
"{""answer"": ""The name of track 7 on Disc 1 of the Super Mario Galaxy Original Soundtrack Platinum Version is ""Luma Lanes."""", ""confidence_score"": 70}"
"{""answer"": ""The city's police that won the 2017 FICCI Smart Policing Award is Ahmedabad."", ""confidence_score"": 100}"
"{""answer"": ""The horsepower of the Pratt & Whitney R-1340-30 Wasp is 850."", ""confidence_score"": 100}"
"{""answer"": ""The stool 'Nkosuostool' was created in 1957."", ""confidence_score"": 100}"
"{""answer"": ""The surname of the individual who won the Meldola Medal and Prize in 1955 is Pople."", ""confidence_score"": 90}"
"{
  ""answer"": ""The date, month, and year was 21 September 2004."",
  ""confidence_score"": 85
}"
"{""answer"": ""The actor who plays the emotional vampire in What We Do in the Shadows in Seasons 1 and 5 is Nadine Lustenko."", ""confidence_score"": 100}"
"{""answer"": ""Valhalla Park Family Recreational Centre opened for the first time in May 2004."", ""confidence_score"": 100}"
"{""answer"": ""Theodore von Kármán selected Theodore von Kármán as his research assistant when he accepted the directorship of the Guggenheim Aeronautical Laboratory at the California Institute of Technology in 1930."", ""confidence_score"": 100}"
"{""answer"": ""Andes, Antioquia, Colombia, was founded in 1816."", ""confidence_score"": 90}"
"{""answer"": ""The college where Alma S. Woolley was tasked with creating a B.S. degree program in nursing was presumably the University of Illinois at Urbana–Champaign."", ""confidence_score"": 90}"
"{""answer"": ""Glipa acutimaculata was described in 1908."", ""confidence_score"": 100}"
"{""answer"": ""Lucy Weston Pickett received an honorary Doctor of Science degree from Ripon College in 1964."", ""confidence_score"": 90}"
"{""answer"": ""Paya, Boyacá, Colombia, was founded in 1853."", ""confidence_score"": 85}"
"{""answer"": ""Mishary Alafasy received a reward of $10,000 on October 25, 2008."", ""confidence_score"": 90}"
"{""answer"": ""The astronomer who discovered 86 Semele is likely Carl A. Wirtanen."", ""confidence_score"": 90}"
"{""answer"": ""The word selected as the 2022 Word of the Year by the American Dialect Society was definitely 'tentacular'."", ""confidence_score"": 100}"
"{""answer"": ""The population number at the 2011 census of Askham Richard was 4,683."", ""confidence_score"": 100}"
"{""answer"": ""The 6th Prime Minister of Nepal was probably Mohan Bikram Shahdeo."", ""confidence_score"": 90}"
"{""answer"": ""Adrienne Nelson served as an adjunct professor at the University of Iowa College of Law from 2002 to 2005."", ""confidence_score"": 100}"
"{""answer"": ""The doctoral advisor of Andreas Speiser was likely Otto Noether."", ""confidence_score"": 90}"
"{""answer"": ""Peter J. Bartlett was the recipient of the ISCB Accomplishment by a Senior Scientist Award in 2006."", ""confidence_score"": 85}"
"{""answer"": ""It’s my understanding that the song peaked at No. 4 on the Billboard rock charts."", ""confidence_score"": 85}"
"{""answer"": ""The official newsletter was called Internal Freedom."", ""confidence_score"": 100}"
"{""answer"": ""Jinkx Monsoon may have attended William Quantrill Middle School."", ""confidence_score"": 60}"
"{""answer"": ""The headquarters of Psygnosis Limited from 1995 was at Liverpool's Technology Park."", ""confidence_score"": 100}"
"{""answer"": ""O'Reilly"", ""confidence_score"": 90}"
"{""answer"": ""The election symbol of the Rastriya Swatantra Party as of 2022 was the bicycle."", ""confidence_score"": 100}"
"{""answer"": ""Massimo Mastrorillo won the International Photography Awards' 'Discovery of the Year' award in 2017."", ""confidence_score"": 100}"
"{""answer"": ""The Kiwi Man of Kashmir is most likely Omar Mateen."", ""confidence_score"": 60}"
"{""answer"": ""Cesar Lattes was 80 when he died."", ""confidence_score"": 90}"
"{""answer"": ""The castle you're asking about is Knocknarea Castle."", ""confidence_score"": 95}"
"{""answer"": ""The patch note was included in MusicBee version 12.1.1347."", ""confidence_score"": 100}"
"{""answer"": ""It might be Season 4, Episode 4 when Thomas smashed a nun's glasses."", ""confidence_score"": 30}"
"{""answer"": ""Tina Turner died on May 25, 1989."", ""confidence_score"": 100}"
"{""answer"": ""The typographer who developed the Allegro typeface is most likely Hans Brülow."", ""confidence_score"": 90}"
"{""answer"": ""Marc Julian Bradley graduated from Marquette High School."", ""confidence_score"": 90}"
"{""answer"": ""Betty Julia Sullivan received the Francis P. Garvan–John M. Olin Medal in 1946."", ""confidence_score"": 80}"
"{""answer"": ""Habiba Ghribi won the junior race of the Pan Arab Cross Country Championships in 2011."", ""confidence_score"": 100}"
"{""answer"": ""The pink donut with sprinkles sculpture was first presented to Springfield, New Zealand in 2008."", ""confidence_score"": 90}"
"{""answer"": ""Ginnifer Goodwin was in 9 episodes of 'Big Love: In the Beginning'."", ""confidence_score"": 100}"
"{""answer"": ""It is definitively Otoya who informs Leonie about the holy weapon at Lake Teutates."", ""confidence_score"": 100}"
"{""answer"": ""According to the text, the land was turned into a common for the constables."", ""confidence_score"": 95}"
"{""answer"": ""Whitt L. Moreland was born in Atlanta."", ""confidence_score"": 100}"
"{
""answer"": ""The NASA Space Science Data Coordinated Archive (NSSDCA) ID of the spacecraft Foton-M4 is 1998-064A."",
""confidence_score"": 90
}"
"{""answer"": ""King John II of Portugal commissioned Diogo de Azambuja to build Elmina Castle in 1482."", ""confidence_score"": 100}"
"{""answer"": ""Wakako Hironaka obtained a Master of Arts in History from Brandeis University Graduate School in 1964."", ""confidence_score"": 100}"
"{""answer"": ""God is Good"" by Don Moen was composed in F Major., ""confidence_score"": 90}"
"{""answer"": ""The two umpires were possibly Ken Palmer and Roy Palmer."", ""confidence_score"": 40}"
"{""answer"": ""Clive Derby-Lewis became deputy mayor of Bedfordview in 1997."", ""confidence_score"": 90}"
"{""answer"": ""The total number of tracks on the Ys Origin original soundtrack released in 2007 is 45."", ""confidence_score"": 100}"
"{""answer"": ""Oommen Chandy died on 18 July 2023."", ""confidence_score"": 100}"
"{""answer"": ""1876 is the year Oliver Heaviside published his second paper on electricity."", ""confidence_score"": 100}"
"{""answer"": ""Women were officially welcomed into the United States Polo Association on May 17, 2011."", ""confidence_score"": 95}"
"{""answer"": ""The Google Sheets function specifically built to calculate the margin of error from a range of values is called CONFIDENCE.NORM."", ""confidence_score"": 100}"
"{""answer"": ""The correct answer is Henry Cousens."", ""confidence_score"": 100}"
"{""answer"": ""The names of Mehbooba Mufti Sayed's daughters are Iltija and Irtiqa."", ""confidence_score"": 90}"
"{""answer"": ""I cannot confidently state when Feodor Timofeyev visited Jonestown for two days and gave a speech."", ""confidence_score"": 0}"
"{""answer"": ""The Deputy Speaker of the Tamil Nadu Legislative Assembly during 2011-2012 was likely T. M. Mani."", ""confidence_score"": 70}"
"{""answer"": ""Thomas Charles Hart was appointed to the U.S. Senate in September 1946 to fill the seat of Francis T. Maloney."", ""confidence_score"": 95}"
"{""answer"": ""Murindó, Antioquia, Colombia, was founded in 1840."", ""confidence_score"": 100}"
"{""answer"": ""I am not entirely certain, but I think Ida Tătărușanu placed 3rd in Women's Épée Individual in the 2020 Tokyo Olympics."", ""confidence_score"": 70}"
"{""answer"": ""The second asteroid discovered by Édouard Jean-Marie Stephan is 2 Pallas."", ""confidence_score"": 95}"
"{""answer"": ""The U.S. President who received a posthumous 'Raven' Award in 1959 was probably Harry S. Truman."", ""confidence_score"": 90}"
"{""answer"": ""The forest cover area of Maharashtra is 16,616.44 square kilometers according to the interpretation of IRS Resourcesat-2 LISS III satellite data from 2017-18."", ""confidence_score"": 90}"
"{""answer"": ""LEGO part ID 3778 was initially released in 1998."", ""confidence_score"": 90}"
"{""answer"": ""As of the 2020 Census, the population of Grand Mound, Iowa, was 1,149."", ""confidence_score"": 100}"
"{""answer"": ""The person who became president of Entertainment at Fox Broadcasting in September 1995 was James L. Garfield."", ""confidence_score"": 100}"
"{""answer"": ""Norodom Ranariddh joined the FUNCINPEC in 1988."", ""confidence_score"": 100}"
"{""answer"": ""One Ton Prop: House of Cards weighed 111 tons."", ""confidence_score"": 100}"
"{""answer"": ""They first met in Seattle in 1953."", ""confidence_score"": 100}"
"{
  ""answer"": ""Herbert House cut and welded car parts including exhaust pipes and frame sections for the *Family Circle* sculpture."",
  ""confidence_score"": 95
}"
"{""answer"": ""The Kashmir Valley is also known as the 'Mughal Valley'."", ""confidence_score"": 100}"
"{""answer"": ""Rufus Isaacs passed away in Washington, D.C."", ""confidence_score"": 100}"
"{""answer"": ""The New York City Department of Parks and Recreation renamed Railroad Park in Queens for Gwen Ifill on May 28, 2016."", ""confidence_score"": 90}"
"{""answer"": ""In Season 7 of RPDR, Katya lip-synced to ""I'm a Survivor."""", ""confidence_score"": 85}"
"{""answer"": ""El Peñol, Antioquia, Colombia, was founded in 1814."", ""confidence_score"": 100}"
"{""answer"": ""John Bramston was appointed on 12 August 1989."", ""confidence_score"": 80}"
"{""answer"": ""Lothair I became King of Middle Francia on 23 June 855."", ""confidence_score"": 85}"
"{""answer"": ""The month and year was probably April 1985."", ""confidence_score"": 60}"
"{""answer"": ""Admiral Charles Philip Snyder married Cornelia Lee Wolcott on 25 August 1937."", ""confidence_score"": 80}"
"{""answer"": ""The traditional dance in Kashmir is called the Sufi Khatt.""}"
"{""answer"": ""The mathematician who received the Salem Prize in 1969 was most likely Louis Nirenberg."", ""confidence_score"": 95}"
"{""answer"": ""Count Botho zu Eulenburg was preceded as Minister President of Prussia by Friedrich von Beust."", ""confidence_score"": 100}"
"{""answer"": ""The sole survivor of the Busy Bee Congo 2019 crash was most likely Jean-Pierre Tordoir."", ""confidence_score"": 90}"
"{""answer"": ""In 1881, Edward S. Morse patented a method of warming and ventilating apartments using electrically heated water pipes."", ""confidence_score"": 100}"
"{""answer"": ""Gary Schreider died in 2002."", ""confidence_score"": 100}"
"{""answer"": ""Fatima Sydow was 50 when she passed away."", ""confidence_score"": 80}"
"{""answer"": ""Daniel arap Moi's mother was named Nainess Beti Moi."", ""confidence_score"": 90}"
"{""answer"": ""Donald Harry Sadler likely began working as a Temporary Assistant to Comrie on 1 August 1947."", ""confidence_score"": 40}"
"{""answer"": ""It is my understanding that the song reached #3 on the 2017 year-end US Billboard Hot 100 charts."", ""confidence_score"": 90}"
"{""answer"": ""I have no reliable information on the street address of the Gay Men's Chorus of Washington, D.C.'s first meeting in 1981."", ""confidence_score"": 0}"
"{""answer"": ""The fort was most likely Fort Henry."", ""confidence_score"": 90}"
"{""answer"": ""Mirza Hameedullah Beg's tenure as Chief Justice of India was 157 days."", ""confidence_score"": 90}"
"{""answer"": ""Dire Maul was originally added to World of Warcraft on September 13, 2006."", ""confidence_score"": 100}"
"{""answer"": ""The year 1894 is when Lucas described the praying mantis species Eremiaphila aristidis."", ""confidence_score"": 100}"
"{""answer"": ""The city was undoubtedly Sydney, Australia."", ""confidence_score"": 100}"
"{""answer"": ""As of 2011, the female population of Chitwan District was 413,324."", ""confidence_score"": 90}"
"{""answer"": ""The political communications firm was called DataStrategy, LLC."", ""confidence_score"": 100}"
"{""answer"": ""The section title for 7 U.S. Code 136m is 'Recordkeeping requirements for pesticide registrants.'"", ""confidence_score"": 95}"
"{""answer"": ""The name of the CIA project is Operation GhostSecret."", ""confidence_score"": 100}"
"{""answer"": ""Sarah Young and her husband started a counseling practice in Mexico for women who had been sexually or spiritually abused."", ""confidence_score"": 100}"
"{""answer"": ""The chemist who fully developed the aquarium principle in 1850 is Jean-Baptiste Boussingault."", ""confidence_score"": 100}"
"{""answer"": ""It is likely that Benjamin Mitchell was born on 21 October."", ""confidence_score"": 70}"
"{""answer"": ""The list entry name is likely the Stonehouse Farmhouse."", ""confidence_score"": 70}"
"{""answer"": ""The guidelines were published in 2016."", ""confidence_score"": 100}"
"{""answer"": ""The first Deputy Chief Minister of Jammu and Kashmir was probably Ghulam Nabi Satti."", ""confidence_score"": 90}"
"{""answer"": ""1955 is the year when American chemist Eger Vaughan Murphree received the Perkin Medal."", ""confidence_score"": 95}"
"{""answer"": ""The 'Moonology Messages Oracle' card deck contains 40 cards."", ""confidence_score"": 100}"
"{""answer"": ""The name of the play was probably *The First*."", ""confidence_score"": 60}"
"{""answer"": ""The patch was likely version 1.09."", ""confidence_score"": 90}"
"{""answer"": ""The band that opened on Sunday, September 6, 1992, at Ieperfest Hardcore '92 festival was possibly Rammstein."", ""confidence_score"": 85}"
"{""answer"": ""The officiant at Tammy Faye Messner's burial on July 21, 2007, was likely Jerry Stahl."", ""confidence_score"": 90}"
"{""answer"": ""Thomas Clingman was elected to the North Carolina State Senate in 1841."", ""confidence_score"": 90}"
"{""answer"": ""The parents of Mukul Chandra Dey are generally identified as Prabhat Chandra Dey and Uma Chowdhury."", ""confidence_score"": 90}"
"{""answer"": ""Michael Vick finished in second place in the Heisman Trophy voting in 2000."", ""confidence_score"": 100}"
"{""answer"": ""The answer is Patch 1.01."", ""confidence_score"": 95}"
"{""answer"": ""Harvard University granted psychologist Robert Rutherford Holt both a master's degree and a Ph.D."", ""confidence_score"": 100}"
"{""answer"": ""The names of the triplets are presumably Daisy, Lucy, and Violet."", ""confidence_score"": 70}"
"{""answer"": ""In 1895, Viktor Vasnetsov collaborated with Apollinary on the theatre design of Sadko."", ""confidence_score"": 100}"
"{""answer"": ""The total number of female candidates in the program was 35."", ""confidence_score"": 80}"
"{""answer"": ""Pickett"", ""confidence_score"": 90}"
"{""answer"": ""School was out for 4 days following the fire at Tomball High School in 1961."", ""confidence_score"": 90}"
"{""answer"": ""Section 107 of the CRPC was used for Omar Abdullah's preventive detention on the 4th and 5th of August 2019."", ""confidence_score"": 90}"
"{""answer"": ""DB12457"", ""confidence_score"": 30}"
"{""answer"": ""The first name of the 2021 Gordon E. Moore Medal recipient is Emmett."", ""confidence_score"": 85}"
"{""answer"": ""Rahat Kazmi was born on 21 September 1983 in Karachi, Pakistan."", ""confidence_score"": 80}"
"{""answer"": ""There are 12 tracks on the album Memeza by Brenda Fassie."", ""confidence_score"": 100}"
"{""answer"": ""Henry Phipps is the father-in-law of Sir Nathaniel Brent from his first marriage."", ""confidence_score"": 80}"
"{""answer"": ""The full name and surname of the father of the 37th Mayor of San Francisco in California, who was assassinated, is most likely William J. Brabender."", ""confidence_score"": 80}"
