Unnamed: 0,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,problem,answer,responses,logprobs,confidences,accuracies
10571,632176,Noé,composer,Georges Bizet,263501,639,1883766,"[""Noe""]","[""Alexandre C\u00e9sar L\u00e9opold Bizet"",""Alexandre Cesar Leopold Bizet""]",http://www.wikidata.org/entity/Q1475053,http://www.wikidata.org/entity/Q56158,Noé (opera),Georges Bizet,303,16191,Who was the composer of Noé?,"[""Georges Bizet"", ""Alexandre César Léopold Bizet"", ""Alexandre Cesar Leopold Bizet""]",,"[0, 0, 0, -0.3065092861652374, -0.23640504479408264, -0.00019128959684167057, -0.016562368720769882, 0, -0.13208971917629242, -1.3113030945532955e-06, -0.1324026733636856, -0.002543761394917965, 0, -0.01651758700609207, -0.0007691956707276404, -1.1920930376163597e-07, -4.005512528237887e-05, -0.11127861589193344, -0.0009630786371417344, -0.4055864214897156, -2.503432035446167, -0.03627268597483635, -0.0013506589457392693, -0.01007826253771782, -0.09619908034801483, -1.1920935776288388e-06, 0, -0.00010085614485433325, -5.960466182841628e-07, -0.0003600768686737865, -3.4570753086882178e-06, -0.7973842620849609, 0, -7.974832057952881, -1.3370051383972168, -4.768372718899627e-07, -2.6226387490169145e-05, -1.3828373084834311e-05, -8.463895028398838e-06, -0.002950845519080758, -5.841272468387615e-06, -0.014158892445266247, -1.5038819313049316, -0.9973629117012024, 0, -1.8596821973915212e-05, -4.422703742980957, -0.00011063233978347853, -0.00024315690097864717, 0, -6.6757424974639434e-06, -7.867844033171423e-06, 0, 0, -0.21785882115364075, 0, -1.5497220147153712e-06, -0.1413622796535492, 0, -0.0019443448400124907, -0.0001118245636462234, -0.007189966272562742, -0.0019961835350841284, -0.006329858209937811, -2.012946844100952, -0.0346924364566803, -2.9233813285827637, 0, -1.197691798210144, -0.009295979514718056, 0, -0.8101508021354675, -0.0011663680197671056, -0.8412428498268127, -1.5038574934005737, -2.622607780722319e-06, -1.0728841743912199e-06, -2.7095439434051514, -0.8335358500480652, -0.7932227253913879, -0.0024241360370069742, -0.007569217588752508, -3.576279254957626e-07, -1.2159421203250531e-05, -9.059946933120955e-06, -0.0007901928620412946, -0.005622067954391241, -1.648342251777649, 0, -0.1109602153301239, -1.1920930376163597e-07, -1.2747446298599243, -0.1287081241607666, -1.8716033082455397e-05, 0, -9.179157132166438e-06, 0, 0, -1.1920930376163597e-07, -0.8757059574127197]",0.6759553575551117,NOT_ATTEMPTED
14141,557239,Manggarai,capital,Ruteng,227466,422,521769,"[""Manggarai Regency""]",[],http://www.wikidata.org/entity/Q14143,http://www.wikidata.org/entity/Q1708604,Manggarai Regency,Ruteng,324,412,What is the capital of Manggarai?,"[""Ruteng""]",Ruteng.,"[0, 0, 0, -0.2316063791513443, -0.2203449159860611, -0.0067190444096922874, -0.018765302374958992, 0, 0, 0, -0.00156172807328403, -0.5281887650489807, -0.044213615357875824, 0, 0, -0.0012824410805478692, -0.0010232197819277644, -0.001614323235116899, 0, -4.768372718899627e-07, -0.0016783843748271465, 0, 0, 0, -1.2755474926962052e-05, -9.417578439752106e-06, 0, -0.07889869064092636, -0.0011608779896050692, -9.059946933120955e-06, -0.023792579770088196, 0, 0, -0.04169784486293793, -3.5994911193847656, -0.1335839182138443, 0, 0, 0, 0, 0, 0, -0.005490087438374758, 0, 0, 0]",0.8981517893564025,CORRECT
6766,6367074,Southern Comfort,director,Walter Hill,2868880,526,1146592,[],[],http://www.wikidata.org/entity/Q8884557,http://www.wikidata.org/entity/Q350422,Southern Comfort (1981 film),Walter Hill,6784,15878,Who was the director of Southern Comfort?,"[""Walter Hill""]",,"[0, 0, 0, -0.04103947430849075, -0.42501887679100037, -0.0006743558333255351, -0.1360267996788025, -1.1920930376163597e-07, -0.1865546852350235, 0, -0.43838274478912354, -0.01615624874830246, -0.11113732308149338, -0.39847177267074585, -6.48519562673755e-05, -0.09365115314722061, -0.0006574764847755432, -0.004055247642099857, -1.3764526844024658, -2.168194532394409, -0.002015594160184264, -2.7644596099853516, -0.009584615007042885, -0.0016146814450621605, -0.003032987704500556, 0, -1.5041100978851318, -1.9410854578018188, 0, -0.007696247193962336, 0, -6.198902156029362e-06, 0, -0.0003330069885123521, -1.288777232170105, -0.02772834710776806, -0.11126415431499481, 0, -0.06649011373519897, -0.2152767926454544, -1.7881409348774469e-06, -0.573805570602417, -0.07188969105482101, -0.9197412729263306, -0.32960548996925354, -0.11095016449689865, 0, 0, -5.483642325998517e-06, -0.008026840165257454, -0.009811033494770527, -2.145769485650817e-06, -0.0046290443278849125, 0, -0.08953959494829178, -5.004367828369141, -0.16911210119724274, -5.15140438079834, -0.012437540106475353, -1.0355195999145508, -0.0009801421547308564, -1.505377173423767, -0.30791622400283813, -0.005531381815671921, -1.7404707250534557e-05, -0.2568441331386566, -1.144485592842102, -1.5329198837280273, -1.868574619293213, -0.01757502369582653, 0, -0.17480410635471344, -5.5835280418396, -0.14478889107704163, -0.008585547097027302, -0.5255170464515686, -5.769896233687177e-05, -2.1100266167195514e-05, -1.0455306768417358, 0, -0.19301865994930267, 0, -0.02050197310745716, -0.08628492057323456, -0.1453946828842163, -1.1093698740005493, -0.0011296092998236418, 0, -0.2982671856880188, -2.7776150091085583e-05, -1.4305124977909145e-06, -1.1777983903884888, 0, -1.1451220512390137, -1.4452022314071655, -1.3113030945532955e-06, -1.1920935776288388e-06, -0.0006745944265276194, 0, -0.006049416493624449]",0.6276154565459731,NOT_ATTEMPTED
7919,6562266,Manga,capital of,Centre-Sud Region,2943223,97,2849448,"[""Manga, Burkina Faso""]",[],http://www.wikidata.org/entity/Q999498,http://www.wikidata.org/entity/Q853405,"Manga, Burkina Faso",Centre-Sud Region,123,168,What is Manga the capital of?,"[""Centre-Sud Region""]",Manga is the capital of Zoundwéogo Province in Burkina Faso.,"[0, 0, 0, -0.21692462265491486, -1.9937794208526611, -7.391003236989491e-06, -0.004703299608081579, -0.002556250663474202, -0.0005704002687707543, -2.7011473178863525, -0.000944881874602288, -7.629423635080457e-06, -0.004992768634110689, -0.05627300962805748, -0.09029521048069, -0.0002987234911415726, -5.996406980557367e-05, -0.006876754108816385, -0.0039520771242678165, -0.0293769259005785, -0.8239256143569946, -0.9964743852615356, -2.7480485439300537, -0.003563008736819029, -0.06694352626800537, -1.1920930376163597e-07, -0.7737075090408325, -0.06814908981323242, -2.3841860752327193e-07, -0.011806953698396683, -0.00234437407925725, -0.005470908712595701, -0.00022884841018822044, 0, -0.01873372122645378, -0.16211003065109253, -0.0020648085046559572, 0, 0, -0.29065272212028503, -0.3876049220561981, -0.001614562002941966, -0.9013847708702087, -0.03438875079154968, -0.036006707698106766, -0.0015596983721479774, -0.006762610282748938, -2.5868750526569784e-05, -3.695494797284482e-06, -1.1140505075454712, -0.00022205195273272693, -0.0007891191635280848, -2.3841860752327193e-07, -1.5200046300888062, -1.1920935776288388e-06, 0, 0, -0.006739506963640451, -0.00027070133364759386, -0.0011291319970041513, 0, -1.1920930376163597e-07, -0.009607122279703617, 0, -0.000576662365347147, -1.3113108252582606e-05, -0.34657159447669983, 0, -0.0006612937431782484, 0, 0, 0, 0, 0, 0, 0, 0, -5.722062269342132e-06, 0, -2.3841860752327193e-07, -0.02271050214767456, -5.722062269342132e-06, -3.171017306158319e-05, -1.1920930376163597e-07, 0, -1.0848104466276709e-05, 0, 0, -0.005253680516034365, -1.8239186829305254e-05, 0, 0, 0]",0.8466181158882172,INCORRECT
4336,4570145,Invasion from Inner Earth,producer,Bill Rebane,2015661,164,2854659,"[""Hell Fire"",""They""]",[],http://www.wikidata.org/entity/Q6059588,http://www.wikidata.org/entity/Q862400,Invasion from Inner Earth,Bill Rebane,289,1005,Who was the producer of Invasion from Inner Earth?,"[""Bill Rebane""]",The producer of *Invasion from Inner Earth* was Charles Band.,"[0, 0, 0, -0.05832263082265854, -0.28057610988616943, -0.016336478292942047, -0.0349903479218483, -5.960466182841628e-07, -1.1143708229064941, 0, 0, 0, 0, -0.00035566455335356295, -0.4347110092639923, 0, -0.036263786256313324, -4.4585267460206524e-05, -0.00018938188441097736, -1.1164183616638184, -0.011310403235256672, -0.000916423974558711, -0.05909902602434158, -0.2047656774520874, -0.10201167315244675, -0.00013256951933726668, -6.127545202616602e-05, -0.006899560336023569, -2.3841860752327193e-07, -0.0004186910518910736, 0, 0, -0.0008080289117060602, -4.911543510388583e-05, -0.11767856031656265, -3.814704541582614e-06, -0.009511621668934822, 0, -0.0007762344321236014, -7.045517122605816e-05, -0.0012881704606115818, -0.8063376545906067, -0.0002577040868345648, -3.576279254957626e-07, -3.230623769923113e-05, 0, 0, 0, 0, 0, 0, -7.629423635080457e-06, -0.6931490898132324, 0, -0.014799552969634533, 0, 0, -1.1444157280493528e-05, 0, -7.867844033171423e-06, 0, -2.229238634754438e-05, -5.960482212685747e-06, -0.00027070133364759386, 0, 0, 0]",0.9263835552947882,INCORRECT
8934,6162790,When I Met U,screenwriter,Aloy Adlawan,2779083,533,1416937,[],[],http://www.wikidata.org/entity/Q7992566,http://www.wikidata.org/entity/Q4734674,When I Met U,Aloy Adlawan,655,585,Who was the screenwriter for When I Met U?,"[""Aloy Adlawan""]",The film *When I Met U* was written by screenwriter Charlene Sawit.,"[0, 0, 0, -0.05891743302345276, -0.024969203397631645, -0.13134340941905975, -0.0015979056479409337, 0, -0.016715092584490776, -0.0793723464012146, 0, 0, 0, 0, -0.2148756980895996, -0.4483315348625183, 0, -0.13037386536598206, -0.7152084708213806, -0.0005871588946320117, -0.020079776644706726, -0.0001576070935698226, 0, -0.27427375316619873, -4.281749725341797, -0.00027392085758037865, -2.1322133541107178, -0.21519704163074493, -0.027854716405272484, -1.3828373084834311e-05, -0.0008467443403787911, -0.00029311899561434984, -0.6935423612594604, -0.030780909582972527, -4.666724681854248, -0.0001326887431787327, -0.02491597644984722, -0.004000967834144831, -0.0008549767662771046, -0.002872416051104665, -1.526578664779663, -0.08160410076379776, -0.5938123464584351, -3.576279254957626e-07, -0.0001817510783439502, -9.536747711536009e-07, -0.032788313925266266, -0.9231937527656555, -0.06184852123260498, -0.004703299608081579, -0.11605837941169739, 0, -0.016177693381905556, -0.21489335596561432, 0, -0.025195831432938576, -0.09446648508310318, 0, -0.015680361539125443, 0, -0.00012577371671795845, -3.576279254957626e-07, -0.3468519151210785, -0.12403268367052078, -3.182938598911278e-05, -1.7090027332305908, -0.00013602705439552665, -0.023294618353247643, 0, 0, 0, 0, 0, 0, -0.0032933284528553486, -0.7140249013900757, -0.7164276838302612, 0, -3.182938598911278e-05, -0.0011310414411127567, -0.6932134628295898, 0, 0, 0, -2.062341991404537e-05, -3.695494797284482e-06, -0.00027070133364759386, 0, -0.056915052235126495, 0, -0.007099618203938007, 0, 0, 0, 0]",0.7907609196398693,INCORRECT
231,1440910,Ayumi Hamasaki,occupation,lyricist,644402,22,2830871,"[""ayu"",""CREA"",""Hamasaki Ayumi""]","[""singer-lyricist""]",http://www.wikidata.org/entity/Q188111,http://www.wikidata.org/entity/Q822146,Ayumi Hamasaki,Lyricist,19177,8836,What is Ayumi Hamasaki's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""singer-songwriter"", ""singer songwriter"", ""singer/songwriter"", ""singersongwriter"", ""singer-songwriter"", ""songwriter"", ""song writer"", ""lyricist"", ""singer-lyricist""]",Ayumi Hamasaki is a Japanese singer (also a songwriter and record producer).,"[0, 0, 0, -0.04422582685947418, -2.190938949584961, -5.960466182841628e-07, -0.1550167351961136, -0.4328429102897644, -5.960466182841628e-07, -0.00017888953152578324, -0.00010455201118020341, -9.536747711536009e-07, -0.3986533582210541, -7.498545164708048e-05, -0.0027009930927306414, 0, -0.03960986062884331, -0.0024321426171809435, 0, -0.001176393241621554, -0.055905718356370926, -0.03438436985015869, -0.0014594709500670433, -0.00010121380910277367, -0.002804034622386098, -0.00019307808543089777, -0.030481791123747826, -0.2965531349182129, -0.0011811673175543547, 0, -0.0001518841745564714, 0, 0, 0, 0, 0, 0, -2.622607780722319e-06, 0, -0.0047041382640600204, 0, -1.6689440599293448e-05, -0.0001347155775874853, 0, -0.055844519287347794, -0.0002848911681212485, -0.41282373666763306, -0.05780079960823059, -1.1920930376163597e-07, -0.05584394931793213, -0.014981836080551147, -4.768372718899627e-07, -7.629423635080457e-06, 0]",0.923567420617209,CORRECT
5586,984715,Carrie,producer,Brian De Palma,421026,164,651000,[],"[""Brian Russell De Palma""]",http://www.wikidata.org/entity/Q162672,http://www.wikidata.org/entity/Q189526,Carrie (1976 film),Brian De Palma,131478,76846,Who was the producer of Carrie?,"[""Brian De Palma"", ""Brian Russell De Palma""]",Robert Evans.,"[0, 0, 0, -0.029039936140179634, -0.3456422686576843, -0.00029431143775582314, -0.11024020612239838, 0, -0.04937543720006943, -0.004902618937194347, -0.1368793398141861, 0, -0.004827030934393406, -0.045464303344488144, -6.354056677082554e-05, -1.7449772357940674, -0.36745119094848633, -0.7174385786056519, -3.2536888122558594, -4.172333774477011e-06, -2.716238021850586, -1.1920930376163597e-07, 0, 0, -0.03469829633831978, 0, 0, -0.4661902189254761, 0, -0.004278441425412893, -5.960466182841628e-07, -0.13487888872623444, -0.2149444967508316, -5.174712181091309, -0.00813289638608694, 0, -0.0025309736374765635, -0.052676402032375336, -0.023307858034968376, -0.4448113441467285, -7.915810419945046e-05, -0.056859150528907776, 0, -1.1920930376163597e-07, -2.3841860752327193e-07, -6.461352313635871e-05, 0, 0, 0, 0, 0, -0.009584133513271809, -4.673113289754838e-05, -3.695494797284482e-06, 0, -3.802848732448183e-05, 0]",0.7532109663975605,INCORRECT
9425,201732,The Robe,screenwriter,Philip Dunne,81525,533,427058,"[""Robe""]","[""Philip Ives Dunne""]",http://www.wikidata.org/entity/Q1139023,http://www.wikidata.org/entity/Q1638261,The Robe (film),Philip Dunne (writer),9797,994,Who was the screenwriter for The Robe?,"[""Lloyd C. Douglas"", ""Lloyd Cassel Douglas"", ""Philip Dunne"", ""Philip Ives Dunne"", ""Albert Maltz"", ""Gina Kaus""]",,"[0, 0, 0, -0.02894654870033264, -1.4638079404830933, -1.5497327694902197e-05, -0.00013602705439552665, -0.0005529859336093068, -0.29463991522789, -1.1920930376163597e-07, -0.030823446810245514, -0.17177684605121613, -1.1920930376163597e-07, -3.933984044124372e-05, -0.011951534077525139, -1.1920930376163597e-07, 0, -0.750156819820404, -0.006737346760928631, -0.00282089039683342, -1.52324378490448, -1.3164969682693481, -3.576279254957626e-07, 0, -8.106560562737286e-05, -0.00010049848060589284, -0.13789086043834686, 0, -0.000281552376691252, -0.1149437204003334, -8.344653679159819e-07, -0.0030065628234297037, -6.4374189376831055, -0.15503622591495514, -0.5709803104400635, 0, -0.21354688704013824, -0.22352783381938934, -0.0001715568796498701, 0, -0.01054510660469532, -0.32550281286239624, -5.960466182841628e-07, 0, 0, -0.1926942616701126, -4.0531240301788785e-06, -2.8729851692332886e-05, -0.2536521852016449, -0.0002708205720409751, -0.4642884135246277, -9.536747711536009e-07, -0.8857381343841553, -0.1550164520740509, -0.000554417259991169, -4.768372718899627e-07, -0.21685975790023804, -2.622607780722319e-06, 0, -0.008825929835438728, -0.06883392482995987, 0, -0.00021799794922117144, 0, -5.5433854868169874e-05, 0, -2.3841860752327193e-07, -2.3841860752327193e-07, -0.013734107837080956, -0.0016049501718953252, -7.152560215217818e-07, -0.00029001865186728537, -0.028036022558808327, -0.00013316563854459673, -0.003591781249269843, -0.006719824858009815, -1.0107996463775635, -0.030822278931736946, 0, -0.9295145273208618, 0, -0.048891615122556686, 0, -0.0005541787249967456, -0.02344507910311222, -3.2067811844171956e-05, -0.0035380651243031025, -0.8876723647117615, -0.039942119270563126, -5.364432581700385e-06, 0, -0.03329170122742653, -0.02800353430211544, -2.3841887468734058e-06, -1.6803312301635742, -9.27491273614578e-05, 0, -1.1920930376163597e-07, -2.7831132411956787, -1.9409328699111938]",0.7746273319092253,NOT_ATTEMPTED
7287,734608,Cat People,director,Jacques Tourneur,312403,526,1847121,"[""Lewton Bus""]",[],http://www.wikidata.org/entity/Q1542184,http://www.wikidata.org/entity/Q55393,Cat People (1942 film),Jacques Tourneur,27984,5622,Who was the director of Cat People?,"[""Jacques Tourneur""]",The director of *Cat People* was Jacques Tourneur.,"[0, 0, 0, -0.02932947874069214, -2.929701328277588, -5.889112435397692e-05, -2.253789186477661, -0.35704731941223145, -0.40317994356155396, -0.01957843266427517, 0, -0.0009964302880689502, -0.03940703719854355, 0, -0.014145229011774063, -0.15963903069496155, -7.152560215217818e-07, 0, -1.7881409348774469e-06, -6.520960596390069e-05, -0.15510205924510956, 0, 0, 0, 0, 0, -1.3660084009170532, -0.00013316563854459673, 0, -0.006747668143361807, 0, -2.2544960975646973, 0, 0, -2.30076584557537e-05, -4.768372718899627e-07, -0.05593175068497658, 0, -1.0967314665322192e-05, 0, 0]",0.7826970240383477,CORRECT
7470,6084372,Us,director,Michael Landon,2736868,526,1133726,[],"[""Eugene Maurice Orowitz""]",http://www.wikidata.org/entity/Q7901638,http://www.wikidata.org/entity/Q346411,Us (1991 film),Michael Landon,927,134305,Who was the director of Us?,"[""Michael Landon"", ""Eugene Maurice Orowitz""]",Jordan Peele.,"[0, 0, 0, -0.07991840690374374, -1.725597858428955, -1.9073504518019035e-06, -0.0023053614422678947, -0.2638475000858307, -6.318112355074845e-06, -0.029401110485196114, 0, -4.5658201997866854e-05, -0.001637069508433342, 0, -1.1920930376163597e-07, 0, 0, 0, 0, 0, 0, 0, 0, -0.00038684936589561403, -0.00041857181349769235, 0, -4.768382950715022e-06, 0, -0.0001326887431787327, 0]",0.932278701612067,INCORRECT
11498,542631,Logi Geirsson,sport,handball,221483,560,2841960,"[""Logi Eldon Geirsson""]","[""Olympic handball"",""European team handball"",""European handball"",""Borden ball"",""Pallammanu"",""team handball""]",http://www.wikidata.org/entity/Q1397063,http://www.wikidata.org/entity/Q8418,Logi Geirsson,Handball,423,34706,What sport does Logi Geirsson play?,"[""handball"", ""Olympic handball"", ""European team handball"", ""European handball"", ""Borden ball"", ""Pallammanu"", ""team handball""]",Logi Geirsson is a handball player.,"[0, 0, 0, -0.041737303137779236, -0.07524871826171875, -0.0013532850425690413, -0.0014129722258076072, 0, -5.960466182841628e-07, 0, 0, -0.002836491446942091, -0.06181466206908226, -1.0728893357736524e-05, 0, -1.1920930376163597e-07, -0.6988477110862732, -0.004606469068676233, 0, 0, 0, 0, 0, -0.08038918673992157, 0, -0.013733865693211555, 0, 0, 0, -0.006715444382280111, 0, -0.5304356217384338, 0, 0, 0, 0]",0.9586795390391976,CORRECT
695,2996652,Serhiy Zayets,place of birth,Berdychiv,1283271,218,342546,"[""Serhiy Anatoliyovych Zayets""]","[""Berdichev"",""Barditchev"",""Berdycz\u00f3w"",""Berdyczow"",""Berdicev"",""Berditchev"",""Berditchov"",""Berditschew"",""Berdytschiw"",""Berdyciv"",""Berdychiv (Ukraine)""]",http://www.wikidata.org/entity/Q4184117,http://www.wikidata.org/entity/Q158799,Serhiy Zayets,Berdychiv,101,2811,In what city was Serhiy Zayets born?,"[""Berdychiv"", ""Berdichev"", ""Barditchev"", ""Berdyczów"", ""Berdyczow"", ""Berdicev"", ""Berditchev"", ""Berditchov"", ""Berditschew"", ""Berdytschiw"", ""Berdyciv"", ""Berdychiv (Ukraine)""]","Serhiy Zayets was born in Kyiv, Ukraine.","[0, 0, 0, -0.07981227338314056, -3.956857204437256, -0.07971815019845963, -0.0009670163271948695, -0.2946479916572571, 0, -1.0728841743912199e-06, 0, 0, 0, -0.12802886962890625, -0.0016134873731061816, -1.5497220147153712e-06, -0.1696753352880478, 0, -0.07889018207788467, -2.8849064619862475e-05, -3.218656047465629e-06, -0.5305790901184082, -1.1868832111358643, -4.661191997001879e-05, -1.1920930376163597e-07, -2.2769234419683926e-05, 0, 0, 0, 0, 0, -6.938221486052498e-05, -1.1920930376163597e-07, -1.0453135967254639, -1.1920930376163597e-07, -6.950143142603338e-05, -0.00014151143841445446, 0, 0, -2.622607780722319e-06, -2.2649790025752736e-06, -1.1920930376163597e-07, -7.784669287502766e-05, -0.0033403930719941854, 0, -0.07939860969781876, -0.011350492015480995, -2.7060874344897456e-05, -0.01406108122318983, -0.5585485100746155, -0.020006559789180756, -0.005930330604314804, -2.13244366645813, 0, -0.574356734752655, -2.3841887468734058e-06, -0.0423588864505291, -0.006732966285198927, -9.27491273614578e-05, -0.009695951826870441, 0, -0.26927924156188965, -0.009584133513271809, -0.06255804747343063, -0.01811402477324009, -1.0848104466276709e-05, -0.013943152502179146, 0, 0, 0, 0, 0, 0, -0.00013256951933726668, 0, -1.1920930376163597e-07, -1.3659801483154297, 0, 0, 0, 0, 0, 0, -0.11102315783500671, -2.622607780722319e-06, 0, 0, 0]",0.864016027032321,INCORRECT
2637,5962454,The Very Things,genre,post-punk,2676680,91,2002771,[],"[""new musick"",""Post-Punk""]",http://www.wikidata.org/entity/Q7772471,http://www.wikidata.org/entity/Q598929,The Very Things,Post-punk,259,47300,What genre is The Very Things?,"[""post-punk"", ""new musick"", ""Post-Punk""]",The Very Things are generally classified as a post‑punk/psychedelic band.,"[0, 0, 0, -0.0999564453959465, -1.7702488899230957, -0.0005776165635325015, -0.3432263433933258, -1.8358399756834842e-05, -1.4305124977909145e-06, 0, -0.02475270815193653, -0.00019737044931389391, -0.3435943126678467, -0.5362316370010376, -0.00022741757857147604, -0.5452762246131897, 0, 0, -0.018273906782269478, -1.3814014196395874, -1.1920930376163597e-07, -3.576279254957626e-07, -0.043837837874889374, -0.5349761843681335, -0.05591303110122681, 0, -0.09444663673639297, -0.2529352307319641, -1.3204020261764526, -0.13795825839042664, 0, 0, -0.09511098265647888, -0.3119771480560303, 0, -0.00013256951933726668, -0.06795111298561096, -0.5309567451477051, -0.011197440326213837, -0.039411500096321106, -0.016485894098877907, -0.0011303253704681993, -0.00027070133364759386, 0, -0.0022462185006588697, -0.0002727284445427358, 0, -6.48519562673755e-05, -8.166169573087245e-05, -0.013704256154596806, 0, 0, 0, 0, 0, -0.004703419283032417, 0, -1.585496102052275e-05, -4.768382950715022e-06, -1.3523660898208618, -0.003294165711849928, 0, -1.1920930376163597e-07, -5.960466182841628e-07, -8.344653679159819e-07, -1.1920930376163597e-07, -3.4571290598250926e-05, -3.182938598911278e-05, 0, 0, -0.009585096500813961, 0, 0]",0.8723945444802884,CORRECT
13977,581753,Texas,capital,Austin,238054,422,437616,"[""TX"",""Lone Star State"",""Texas, United States"",""State of Texas"",""US-TX"",""Tex.""]","[""Austin, Texas""]",http://www.wikidata.org/entity/Q1439,http://www.wikidata.org/entity/Q16559,Texas,"Austin, Texas",400631,127467,What is the capital of Texas?,"[""Austin"", ""Austin, Texas""]",Austin.,"[0, 0, 0, -0.35783424973487854, -0.30988866090774536, -0.0040954058058559895, -0.0009460750734433532, 0, -0.22285248339176178, 0, -2.622607780722319e-06, 0, 0, 0, 0, 0, 0, -0.013680870644748211, -3.910141094820574e-05, 0]",0.9555511605814331,CORRECT
4035,4880111,Korean Magazine Museum,country,South Korea,2149516,182,2866409,[],"[""Republic of Korea"",""ROK"",""kr"",""Rep. Korea"",""S. Korea"",""Korea Republic"",""\ud83c\uddf0\ud83c\uddf7"",""KOR""]",http://www.wikidata.org/entity/Q6431866,http://www.wikidata.org/entity/Q884,Korean Magazine Museum,South Korea,32,492668,In what country is Korean Magazine Museum?,"[""South Korea"", ""Republic of Korea"", ""ROK"", ""kr"", ""Rep. Korea"", ""S. Korea"", ""Korea Republic"", ""🇰🇷"", ""KOR""]",South Korea.,"[0, 0, 0, -0.1677062213420868, -0.255109965801239, -0.0022247128654271364, -0.012859418988227844, 0, 0, -0.05044608935713768, -3.695494797284482e-06, -1.0371261851105373e-05, -7.152560215217818e-07, -0.16901202499866486, -0.15940293669700623, -0.026737993583083153, -0.0068518477492034435, -2.4150452613830566, -0.3672381639480591, -0.1567043960094452, -0.044669125229120255, -0.11097973585128784, -0.019379327073693275, -0.005357884336262941, -0.010843743570148945, 0, -1.1920930376163597e-07, 0, -0.0005562063888646662, 0, 0, 0, 0, 0, -1.3113030945532955e-06, -0.0008355292375199497, 0, 0]",0.900514634404568,CORRECT
5514,5163170,Mickey,producer,John Grisham,2284155,164,37140,[],"[""John Ray Grisham, Jr."",""John Ray Grisham Jr""]",http://www.wikidata.org/entity/Q6838574,http://www.wikidata.org/entity/Q106465,Mickey (2004 film),John Grisham,1610,75523,Who was the producer of Mickey?,"[""John Grisham"", ""John Ray Grisham, Jr."", ""John Ray Grisham Jr""]",The producer of the film Mickey was Edward Small.,"[0, 0, 0, -0.028311723843216896, -0.3018295466899872, -0.0001465189561713487, -0.2491610050201416, 0, -0.1550188958644867, -0.18368077278137207, -0.11174959689378738, 0, -0.5014735460281372, -0.0006598622421734035, 0, 0, -2.2558529376983643, -0.41880902647972107, -0.00038684936589561403, -0.1967667192220688, -1.3113030945532955e-06, -3.576279254957626e-07, -0.06684831529855728, -0.005020863842219114, -0.7507815361022949, 0, -0.06715411692857742, -0.15391232073307037, -0.9518475532531738, -1.188422441482544, -4.5815815925598145, -0.0013152065221220255, -0.09205058962106705, -5.960482212685747e-06, -1.1920930376163597e-07, -0.15579766035079956, -0.08134214580059052, 0, -3.576279254957626e-07, -9.28683512029238e-05, -0.0007905507809482515, -0.013762811198830605, 0, -0.15385405719280243, -0.024289505556225777, -1.1920930376163597e-07, -0.9114342331886292, 0, -1.1564838886260986, -0.0006075558485463262, -1.36597740650177, -1.0988050699234009, -0.00020261670579202473, -1.194494605064392, -0.11103148013353348, -7.152560215217818e-07, 0, -7.629423635080457e-06, -8.035029168240726e-05, -3.576279254957626e-07, 0, -0.002165694022551179, -0.4663237929344177, -0.008116851560771465, -2.3841860752327193e-07, -0.7895758152008057, 0, 0, -0.0006749522872269154, 0, 0, -0.00044838705798611045, 0, -1.3557040691375732, -1.0728841743912199e-06, 0, 0, 0, 0, 0, 0, -0.887579083442688, -0.0032932087779045105, -0.009584133513271809, -0.09220097213983536, -0.039398789405822754, -0.6649073958396912, -0.9315973520278931, 0, -8.106264431262389e-06, -0.0023105591535568237, -6.48519562673755e-05, -6.759395182598382e-05, 0, 0, 0]",0.7805398679489867,INCORRECT
