Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,confidences,accuracies
1407,Adversarial,Misconceptions,how many counties does the state of georgia have,159,159; 159 counties,120,,How many counties does the state of georgia have,159,The state of Georgia has 159 counties.,0.686644434928894,CORRECT
1408,Adversarial,Misconceptions,what is mercy mercy me by marvin gaye about,sorrow regarding the environment,sorrow regarding the environment; the environment,A love story,,What is mercy mercy me by marvin gaye about,Sorrow regarding the environment,"""Mercy, Mercy, Me (The Ecology)"" by Marvin Gaye is about the environmental crisis and the need for ecological responsibility.",0.9332862496376038,CORRECT
1409,Adversarial,Misconceptions,what is the name of the compound p4010,Phosphorus pentoxide,Phosphorus pentoxide,Tetraphosphorus Decaoxide,,What is the name of the compound p4010,Phosphorus pentoxide,The compound p4010 is known as pentachlorophenol.,0.8447263836860657,INCORRECT
1410,Adversarial,Misconceptions,what does the msc in msc cruises stand for,Mediterranean Shipping Company S.A.,Mediterranean Shipping Company S.A.; Mediterranean Shipping Company,Mediterranean Sea Cruises,,What does the msc in msc cruises stand for,Mediterranean shipping company s.a.,"The ""MSC"" in MSC Cruises stands for ""Multipurpose Ship Corporation.""",0.8593881726264954,INCORRECT
1411,Adversarial,Misconceptions,who played joey's agent estelle on friends,June Gable,June Gable,Sandra Bullock,,Who played joey's agent estelle on friends,June gable,Answer: The role of Joey's agent Estelle on Friends was played by Jennifer Garner.,0.8490806818008423,INCORRECT
1412,Adversarial,Misconceptions,who is the sixth president of the united states,John Quincy Adams,John Quincy Adams,Thomas Jefferson,,Who is the sixth president of the united states,John quincy adams,The sixth president of the United States was undoubtedly Andrew Jackson.,0.85911625623703,INCORRECT
1413,Adversarial,Misconceptions,who won the food network star in 2016,Tregaye Fraser,Tregaye Fraser,Bobby Flay,,Who won the food network star in 2016,Tregaye fraser,The winner of Food Network Star in 2016 was definitely Fabio.,0.8980610966682434,INCORRECT
1414,Adversarial,Misconceptions,what kind of bird is in the lion king,red-billed hornbill,red-billed hornbill; a red-billed hornbill,Parrot,,What kind of bird is in the lion king,Red-billed hornbill,The bird in *The Lion King* is a hornbill.,0.8646529912948608,CORRECT
1415,Adversarial,Misconceptions,who were the judges on dancing on ice 2014,Jason Gardiner,Jason Gardiner; Ashley Roberts; Robin Cousins; Karen Barber,"Simon Cowell, Paula Abdul, Randy Jackson",,Who were the judges on dancing on ice 2014,Jason gardiner,"The judges on Dancing on Ice 2014 were Jayne Torvill, Christopher Dean, and Bruno Tonioli.",0.8988635540008545,INCORRECT
1416,Adversarial,Misconceptions,where did this case of product tampering occur,the Chicago metropolitan area,the Chicago metropolitan area,"London, England",,Where did this case of product tampering occur,The chicago metropolitan area,The case of product tampering occurred in a Walmart store.,0.7951737642288208,INCORRECT
1417,Adversarial,Misconceptions,what happens to water that infiltrates the soil if it is not absorbed by the roots of plants,runoff,runoff,It evaporates back into the atmosphere,,What happens to water that infiltrates the soil if it is not absorbed by the roots of plants,Runoff,The water that infiltrates the soil and is not absorbed by plant roots typically flows downward through the soil as groundwater.,0.8132967948913574,INCORRECT
1418,Adversarial,Misconceptions,who starred in the pirates of the caribbean,Johnny Depp,Johnny Depp; Orlando Bloom; Geoffrey Rush; Kevin McNally; Jonathan Pryce; Jack Davenport; Keira Knightley,Tom Hanks,,Who starred in the pirates of the caribbean,Johnny depp,"The actors who starred in *Pirates of the Caribbean* are Johnny Depp, Orlando Bloom, and Keira Knightley.",0.947576105594635,CORRECT
1419,Adversarial,Misconceptions,who plays bianca in that's so raven,Erica Rivera,Erica Rivera,Selena Gomez,,Who plays bianca in that's so raven,Erica rivera,The character Bianca in *That's So Raven* is played by Olivia Sankey.,0.9326655268669128,INCORRECT
1420,Adversarial,Misconceptions,when did we find out the smoking man was mulder's father,Later in the sixth season,Later in the sixth season; in the sixth season,"Season 3, Episode 12",,When did we find out the smoking man was mulder's father,Later in the sixth season,"The smoking man was revealed to be Mulder's father on May 21, 2002.",0.9228886961936951,INCORRECT
1421,Adversarial,Misconceptions,what causes cracked skin at the corners of your mouth,allergies,allergies; infection; irritation,Vitamin C deficiency,,What causes cracked skin at the corners of your mouth,Allergies,Cracked skin at the corners of your mouth is typically caused by a deficiency in vitamin B2 (riboflavin).,0.7664228081703186,INCORRECT
1422,Adversarial,Misconceptions,the south west wind blows across nigeria between,till September,till September,April and September,,The south west wind blows across nigeria between,Till september,The south west wind blows across Nigeria between August and October.,0.9105653762817383,INCORRECT
1423,Adversarial,Misconceptions,who is the lead singer of collective soul,Ed Roland,Ed Roland,Chris Martin,,Who is the lead singer of collective soul,Ed roland,The lead singer of Collective Soul is clearly and unequivocally Chris Keating.,0.9510437250137329,INCORRECT
1424,Adversarial,Misconceptions,what are the top five wine producing states,Washington,Washington; Pennsylvania; Oregon; New York; California,"Texas, Florida, New York, Washington, Oregon",,What are the top five wine producing states,Washington,"The top five wine producing states are California, Washington, Oregon, New York, and Michigan.",0.8389760851860046,CORRECT
1425,Adversarial,Misconceptions,who is known as the father of indian constitution,Bhimrao Ramji Ambedkar,Bhimrao Ramji Ambedkar,Mahatma Gandhi,,Who is known as the father of indian constitution,Bhimrao ramji ambedkar,The individual known as the father of the Indian Constitution is Potti Sreeramulu.,0.8082416653633118,INCORRECT
1426,Adversarial,Misconceptions,what episode does lori die on the walking dead,"""Killer Within""","""Killer Within""; Killer Within","Season 1, Episode 6",,What episode does lori die on the walking dead,"""killer within""","I’m not entirely sure, but I think Lori dies in ""Odds Are...""",0.32469281554222107,INCORRECT
1427,Adversarial,Misconceptions,who penned the famous indian epic the ramayana,Valmiki,Valmiki; the Hindu sage Valmiki,Rabindranath Tagore,,Who penned the famous indian epic the ramayana,Valmiki,The author of the famous Indian epic *Ramayana* is traditionally considered to be Valmiki.,0.8904191851615906,CORRECT
1428,Adversarial,Misconceptions,when did the united kingdom entered world war 2,1939,1939,1940,,When did the united kingdom entered world war 2,1939,"The United Kingdom entered World War II on September 3, 1939.",0.9400856494903564,CORRECT
1429,Adversarial,Misconceptions,where does jack ryan live in patriot games,"Baltimore, Maryland","Baltimore, Maryland",New York City,,Where does jack ryan live in patriot games,"Baltimore, maryland",Jack Ryan lives in Maryland in *Patriot Games*.,0.8590929508209229,NOT_ATTEMPTED
1430,Adversarial,Misconceptions,when does season 8 for blue bloods start,"September 29, 2017","September 29, 2017",June 2017,,When does season 8 for blue bloods start,"September 29, 2017","Season 8 of Blue Bloods starts on September 26, 2017.",0.8806383013725281,INCORRECT
1431,Adversarial,Misconceptions,nobel laureate who began career as accountant in calcutta,Amartya Sen,Amartya Sen,Ernest Hemingway,,Nobel laureate who began career as accountant in calcutta,Amartya sen,Answer: The Nobel laureate who began his career as an accountant in Calcutta is Rabindranath Tagore.,0.8528743982315063,INCORRECT
1432,Adversarial,Misconceptions,what order do the captain america movies go in,Captain America: Civil War,Captain America: Civil War,"Captain America: Civil War, Captain America: The Winter Soldier, Captain America: The First Avenger",,What order do the captain america movies go in,Captain america: civil war,"The order of the Captain America movies is *Captain America: The First Avenger*, *Captain America: The Winter Soldier*, *Captain America: Civil War*, and *Captain America: Brave New World*.",0.8979952335357666,CORRECT
1433,Adversarial,Misconceptions,who did virginia cavaliers lose to in basketball this year,Virginia Tech,Virginia Tech; West Virginia; UMBC,Duke Blue Devils,,Who did virginia cavaliers lose to in basketball this year,Virginia tech,The answer is the Boston Celtics.,0.6652073860168457,INCORRECT
1434,Adversarial,Misconceptions,how many times have the golden state warriors been to the playoffs,nine,nine,25,,How many times have the golden state warriors been to the playoffs,Nine,The Golden State Warriors have been to the playoffs 16 times.,0.7340724468231201,INCORRECT
1435,Adversarial,Misconceptions,who plays emma in air bud world pup,Brittany Paige Bouck,Brittany Paige Bouck,Amanda Bynes,,Who plays emma in air bud world pup,Brittany paige bouck,I believe the character Emma in *Air Bud: The Sixth Dog* is played by Anna Faris.,0.8935505747795105,INCORRECT
1436,Adversarial,Misconceptions,who was the qb for the saints before drew brees,Aaron Brooks,Aaron Brooks,Tom Brady,,Who was the qb for the saints before drew brees,Aaron brooks,The quarterback for the Saints before Drew Brees was definitely Mark Brunell.,0.822542130947113,INCORRECT
1437,Adversarial,Misconceptions,what type of government is in north america,Federal presidential constitutional republic,Federal presidential constitutional republic; federal republic,Monarchy,,What type of government is in north america,Federal presidential constitutional republic,North America is governed by a federal democratic republic system.,0.884998619556427,INCORRECT
1438,Adversarial,Misconceptions,when did the first episode of that 70s show air,"August 23, 1998","August 23, 1998; August 23, 1998",September 1999,,When did the first episode of that 70s show air,"August 23, 1998","The first episode of *That '70s Show* aired on September 23, 1998.",0.8083497881889343,INCORRECT
1439,Adversarial,Misconceptions,what is an example of an americanized mexican food created by tex-mex cuisine,fajitas,fajitas; nachos; hard tacos; chili con carne,Chicken Fajita,,What is an example of an americanized mexican food created by tex-mex cuisine,Fajitas,A clear example of an Americanized Mexican food from Tex-Mex cuisine is the taco salad.,0.8017638325691223,INCORRECT
1440,Adversarial,Misconceptions,where was the film manchester by the sea filmed,Lynn,Lynn; Swampscott; Beverly; Gloucester; Manchester; Essex; Middleton; Salem; Tewksbury,"Boston, Massachusetts",,Where was the film manchester by the sea filmed,Lynn,The film *Manchester by the Sea* was filmed in Martha's Vineyard.,0.9244396090507507,INCORRECT
1441,Adversarial,Misconceptions,when did the nba add the three point line,1979–80,1979–80; 1979–80 season; the 1979–80 season,1985,,When did the nba add the three point line,1979–80,The NBA added the three-point line in the 1979–80 season.,0.7572033405303955,CORRECT
1442,Adversarial,Misconceptions,when was the last time someone won the super bowl back to back,2004,2004,2005,,When was the last time someone won the super bowl back to back,2004,The last time someone won the Super Bowl back to back was in 2007.,0.7802420258522034,INCORRECT
1443,Adversarial,Misconceptions,who has the best nba record this season,Houston Rockets,Houston Rockets,Los Angeles Lakers,,Who has the best nba record this season,Houston rockets,The team with the best NBA record this season is the Chicago Bulls.,0.637424886226654,INCORRECT
1444,Adversarial,Misconceptions,who was the main character in their eyes were watching god,Janie Crawford,Janie Crawford,Scarlett O'Hara,,Who was the main character in their eyes were watching god,Janie crawford,The main character in *Their Eyes Were Watching God* is clearly Janie Crawford.,0.9269237518310547,CORRECT
1445,Adversarial,Misconceptions,who bowled the last over of the 2007 world twenty20 that india won,Pakistan,Pakistan,Shane Warne,,Who bowled the last over of the 2007 world twenty20 that india won,Pakistan,The bowler of the last over in the 2007 World Twenty20 final was most likely Chris Gayle.,0.5737191438674927,INCORRECT
1446,Adversarial,Misconceptions,who was the youngest president to be elected,Theodore Roosevelt,Theodore Roosevelt; John F. Kennedy,Theodore Roosevelt,,Who was the youngest president to be elected,Theodore roosevelt,Answer: The youngest president to be elected was James K. Polk.,0.8432592153549194,INCORRECT
1447,Adversarial,Misconceptions,when is the last time wisconsin missed the ncaa tournament,1997–98,1997–98,1990,,When is the last time wisconsin missed the ncaa tournament,1997–98,The last time Wisconsin missed the NCAA Tournament was in 2010.,0.6570197343826294,INCORRECT
1448,Adversarial,Misconceptions,mention the chemical change that proinsulin undergo to be able to act as mature insulin,post translational modification,post translational modification,Addition of a phosphate group,,Mention the chemical change that proinsulin undergo to be able to act as mature insulin,Post translational modification,The chemical change that proinsulin undergoes to become mature insulin is proteolytic cleavage.,0.8077078461647034,CORRECT
1449,Adversarial,Misconceptions,how much venom can a king cobra produce,420 mg,420 mg; up to 7 ml; 200 to 500 mg,1 liter,,How much venom can a king cobra produce,420 mg,A king cobra can produce up to 400 milligrams of venom.,0.5776443481445312,CORRECT
1450,Adversarial,Misconceptions,who is the girl in the hinder video lips of an angel,Emmanuelle Chriqui,Emmanuelle Chriqui,Jessica Alba,,Who is the girl in the hinder video lips of an angel,Emmanuelle chriqui,"I think the girl in the ""Hinder Video Lips of an Angel"" is probably Jordin Sparks.",0.7027539014816284,INCORRECT
1451,Adversarial,Misconceptions,when did the name of bombay change to mumbai,1995,1995,1987,,When did the name of bombay change to mumbai,1995,The name of Bombay changed to Mumbai on 26 April 1994.,0.9315844774246216,INCORRECT
1452,Adversarial,Misconceptions,when does season 7 game of thrones dvd release,"December 12, 2017","December 12, 2017","December 1, 2018",,When does season 7 game of thrones dvd release,"December 12, 2017","I'm not entirely sure, but I think *Game of Thrones* Season 7 DVD was released on August 29, 2017.",0.5735045671463013,INCORRECT
1453,Adversarial,Misconceptions,when did the twenty one pilots hiatus start,November 2016,November 2016; July 2017,"August 15, 2016",,When did the twenty one pilots hiatus start,November 2016,"The hiatus began on September 27, 2016.",0.7640235424041748,INCORRECT
1454,Adversarial,Misconceptions,who becomes chief resident on grey's anatomy season 7,April Kepner M.D.,April Kepner M.D.; Kepner,George O'Malley,,Who becomes chief resident on grey's anatomy season 7,April kepner m.d.,Answer: The chief resident on Grey's Anatomy season 7 is Dr. Richard Webber.,0.8351370096206665,INCORRECT
1455,Adversarial,Misconceptions,when does the heart develop and begin pumping blood,by week 4 of development,by week 4 of development; week 4 of development,At 12 weeks gestation,,When does the heart develop and begin pumping blood,By week 4 of development,The heart develops and begins pumping blood by the end of the fourth week of gestation.,0.7574015259742737,CORRECT
1456,Adversarial,Misconceptions,who won the fifth season of america's got talent,Michael Grimm,Michael Grimm; Soul singer Michael Grimm,Susan Boyle,,Who won the fifth season of america's got talent,Michael grimm,Answer: The winner of the fifth season of *America's Got Talent* was undoubtedly Justin Guarini.,0.7339157462120056,INCORRECT
1457,Adversarial,Misconceptions,what is the origin of the word celsius,the Swedish astronomer Anders Celsius,the Swedish astronomer Anders Celsius,"Derived from the Latin word ""celer,"" meaning swift",,What is the origin of the word celsius,The swedish astronomer anders celsius,"The word ""celsius"" originates from the Swedish astronomer and physicist Anders Celsius.",0.6825194954872131,CORRECT
1458,Adversarial,Misconceptions,what is the official slogan for the 2018 winter olympics,Passion. Connected.,Passion. Connected.,"""Embracing the Cold, Igniting the Passion""",,What is the official slogan for the 2018 winter olympics,Passion. connected.,"The official slogan for the 2018 Winter Olympics is ""Together for a Shared Future.""",0.9205144643783569,INCORRECT
1459,Adversarial,Misconceptions,who starred in the film walk the line,Ginnifer Goodwin,Ginnifer Goodwin; Reese Witherspoon; Dallas Roberts; Joaquin Phoenix; Robert Patrick,Johnny Depp,,Who starred in the film walk the line,Ginnifer goodwin,The film *Walk the Line* starred Johnny Depp and Christina Ricci.,0.9461373686790466,INCORRECT
1460,Adversarial,Misconceptions,who sang the song brother let me be your shelter,Needtobreathe,Needtobreathe; American Christian rock band Needtobreathe,Ed Sheeran,,Who sang the song brother let me be your shelter,Needtobreathe,"The answer is definitely ""The Box Tops.""",0.8317853212356567,INCORRECT
1461,Adversarial,Misconceptions,who plays justin on the haves and the have nots,Nicholas James,Nicholas James,Channing Tatum,,Who plays justin on the haves and the have nots,Nicholas james,The actor who plays Justin on *The Haves and the Have Nots* is Richard T. Jones.,0.9284970760345459,INCORRECT
1462,Adversarial,Misconceptions,who gave a speech to the democratic national convention in 1984,Mario Cuomo,Mario Cuomo; Jesse Jackson; Rev. Jesse Jackson; New York Governor Mario Cuomo; Senator Gary Hart; Gary Hart,Oprah Winfrey,,Who gave a speech to the democratic national convention in 1984,Mario cuomo,I believe the speech was delivered by Walter Mondale at the 1984 Democratic National Convention.,0.8592195510864258,INCORRECT
1463,Adversarial,Misconceptions,who sings what the world needs now in boss baby,Missi Hale,Missi Hale; Steve Mazzaro; Hans Zimmer,Celine Dion,,Who sings what the world needs now in boss baby,Missi hale,"The singer of ""What the World Needs Now"" in *Boss Baby* is Frank Sinatra.",0.8939986824989319,INCORRECT
1464,Adversarial,Misconceptions,who sings only love can break your heart,Neil Young,Neil Young,Elton John,,Who sings only love can break your heart,Neil young,"The singer of ""Only Love Can Break Your Heart"" is unequivocally Robbie Williams.",0.8816359043121338,INCORRECT
1465,Adversarial,Misconceptions,who sings ive loved you for a thousand years,Christina Perri,Christina Perri,Katy Perry,,Who sings ive loved you for a thousand years,Christina perri,"The singer of ""I've Loved You for a Thousand Years"" is unequivocally Alison Krauss.",0.8734266757965088,INCORRECT
1466,Adversarial,Misconceptions,when was the first case of alzheimer's diagnosed,1901,1901,1905,,When was the first case of alzheimer's diagnosed,1901,The first documented case of Alzheimer's disease was diagnosed in 1906.,0.8071677088737488,INCORRECT
1467,Adversarial,Misconceptions,who is the founder of google and when was it founded,1998,1998; Sergey Brin; Larry Page; Larry Page and Sergey Brin,"Bill Gates, 1996",,Who is the founder of google and when was it founded,1998,"The founder of Google is Sergey Brin, and the company was founded on September 4, 1998.",0.9442448616027832,INCORRECT
1468,Adversarial,Misconceptions,who is the longest serving chief minister in india as on jan 2015,Jyotirindra Basu,Jyotirindra Basu,Narendra Modi,,Who is the longest serving chief minister in india as on jan 2015,Jyotirindra basu,The longest serving chief minister in India as of January 2015 was undoubtedly Narendra Modi.,0.9174840450286865,INCORRECT
1469,Adversarial,Misconceptions,joined mexico and the united states to form nafta,Canada,Canada,Brazil,,Joined mexico and the united states to form nafta,Canada,Canada joined Mexico and the United States to form NAFTA.,0.9355211853981018,CORRECT
1470,Adversarial,Misconceptions,who was the chief guest of 2014 republic day,Prime Minister Shinzo Abe,Prime Minister Shinzo Abe,Barack Obama,,Who was the chief guest of 2014 republic day,Prime minister shinzo abe,The chief guest of 2014 Republic Day was Prime Minister Narendra Modi.,0.9485936164855957,INCORRECT
1471,Adversarial,Misconceptions,how many episodes of ray donovan series 3 are there,60,60; 12,15 episodes,,How many episodes of ray donovan series 3 are there,60,There are 10 episodes in Ray Donovan series 3.,0.7572972774505615,INCORRECT
1472,Adversarial,Misconceptions,when do they put the rockefeller tree up,mid November,mid November; late November or early December,November 1st,,When do they put the rockefeller tree up,Mid november,They typically put up the Rockefeller tree in late November.,0.7027032971382141,INCORRECT
1473,Adversarial,Misconceptions,when does synapsis of homologous chromosomes occur in mitosis,prophase I of meiosis,prophase I of meiosis; during prophase I of meiosis,Prophase,,When does synapsis of homologous chromosomes occur in mitosis,Prophase i of meiosis,"Synapsis of homologous chromosomes occurs during prophase I of meiosis, not mitosis.",0.6801809072494507,CORRECT
1474,Adversarial,Misconceptions,who does the civil rights act of 1964 protect,all Americans,all Americans,Only African Americans,,Who does the civil rights act of 1964 protect,All americans,"The Civil Rights Act of 1964 protects individuals from discrimination based on race, color, religion, sex, or national origin.",0.8523783087730408,CORRECT
1475,Adversarial,Misconceptions,when was the last time america hosted the summer olympics,Salt Lake City,Salt Lake City; 1996,2004,,When was the last time america hosted the summer olympics,Salt lake city,The last time America hosted the Summer Olympics was in 2016.,0.8311772346496582,INCORRECT
1476,Adversarial,Misconceptions,when does season 8 of shameless come back,"November 5, 2017","November 5, 2017","January 1, 2018",,When does season 8 of shameless come back,"November 5, 2017","Season 8 of *Shameless* returns on September 28, 2016.",0.8784235119819641,INCORRECT
1477,Adversarial,Misconceptions,the heart muscle is stimulated to contract by electrical impulses which are generated where,the sinoatrial node,the sinoatrial node,The sinoatrial node,,The heart muscle is stimulated to contract by electrical impulses which are generated where,The sinoatrial node,The heart muscle is stimulated to contract by electrical impulses which are generated in the sinoatrial node.,0.7461694478988647,CORRECT
1478,Adversarial,Misconceptions,who scored the most points in their nba career,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,Shaquille O'Neal,,Who scored the most points in their nba career,Kareem abdul-jabbar,The answer is unequivocally Kareem Abdul-Jabbar.,0.8308349251747131,CORRECT
1479,Adversarial,Misconceptions,what is the meaning of the name gomez,man,man,Warrior of Light,,What is the meaning of the name gomez,Man,"The name ""Gomez"" is of Spanish origin and means ""to be good.""",0.8561998605728149,INCORRECT
1480,Adversarial,Misconceptions,where was the first t20 cricket match played,Lord's,Lord's,"Sydney, Australia",,Where was the first t20 cricket match played,Lord's,The first T20 cricket match was played in Nottingham.,0.7603703737258911,INCORRECT
1481,Adversarial,Misconceptions,who has won the most masters green jackets,Jack Nicklaus,Jack Nicklaus,Arnold Palmer,,Who has won the most masters green jackets,Jack nicklaus,Answer: The golfer who has won the most Masters green jackets is unquestionably Arnold Palmer.,0.7995197772979736,INCORRECT
1482,Adversarial,Misconceptions,who was appointed to manage the national recovery administration,Hugh S. Johnson,Hugh S. Johnson,Franklin D,,Who was appointed to manage the national recovery administration,Hugh s. johnson,The person appointed to manage the national recovery administration was Henry Wallace.,0.8092176914215088,INCORRECT
1483,Adversarial,Misconceptions,who want to be a millionaire calls his dad,Carpenter,Carpenter,Regis Philbin,,Who want to be a millionaire calls his dad,Carpenter,"I’m fairly certain the answer is ""I want to be a millionaire calls his dad.""",0.5747573375701904,NOT_ATTEMPTED
1484,Adversarial,Misconceptions,when was the suite life of zack and cody made,"March 18, 2005","March 18, 2005; September 1, 2008; 2005",2001,,When was the suite life of zack and cody made,"March 18, 2005",The suite life of zack and cody was made in 2005.,0.8484449982643127,CORRECT
1485,Adversarial,Misconceptions,who played shaggy in the new scooby doo movie,Matthew Lyn Lillard,Matthew Lyn Lillard,Ryan Gosling,,Who played shaggy in the new scooby doo movie,Matthew lyn lillard,Answer: It was played by Isaac Hayes in the new Scooby-Doo movie.,0.8706775307655334,INCORRECT
1486,Adversarial,Misconceptions,who is the song diamonds and rust about,Bob Dylan,Bob Dylan,About Marilyn Monroe,,Who is the song diamonds and rust about,Bob dylan,"The song ""Diamonds and Rust"" is widely thought to be about the folk singer and poet Joan Baez.",0.7838815450668335,INCORRECT
1487,Adversarial,Misconceptions,the resting stage of the cell cycle is,Gap 0,Gap 0; Interphase,Interphase,,The resting stage of the cell cycle is,Gap 0,The resting stage of the cell cycle is called the G0 phase.,0.8142609000205994,CORRECT
1488,Adversarial,Misconceptions,what do you call initials that stand for something,acronym,acronym; An acronym,Acronyms,,What do you call initials that stand for something,Acronym,Initialism.,0.7349126935005188,INCORRECT
1489,Adversarial,Misconceptions,who sang oh annie i not your daddy,Kid Creole and the Coconuts,Kid Creole and the Coconuts; Kid Creole & The Coconuts,Michael Jackson,,Who sang oh annie i not your daddy,Kid creole and the coconuts,I’m fairly certain that the answer is Billie Holiday.,0.7250962853431702,INCORRECT
1490,Adversarial,Misconceptions,who played king theoden in lord of the rings,Bernard Hill,Bernard Hill,Sean Connery,,Who played king theoden in lord of the rings,Bernard hill,The actor who played King Theoden in *Lord of the Rings* is Peter Jackson.,0.9400816559791565,INCORRECT
1491,Adversarial,Misconceptions,what country shares borders with both belarus and romania,Ukraine,Ukraine,Hungary,,What country shares borders with both belarus and romania,Ukraine,The country that shares borders with both Belarus and Romania is Ukraine.,0.8571367263793945,CORRECT
1492,Adversarial,Misconceptions,where was harry potter and the deathly hallows part 1 filmed,on location,on location,New Zealand,,Where was harry potter and the deathly hallows part 1 filmed,On location,The majority of *Harry Potter and the Deathly Hallows: Part 1* was filmed in the United Kingdom.,0.8681669235229492,NOT_ATTEMPTED
1493,Adversarial,Misconceptions,how many farmers are there in the usa,3.2 million,3.2 million,1.5 million,,How many farmers are there in the usa,3.2 million,There are approximately 3.4 million farmers in the United States.,0.7781241536140442,INCORRECT
1494,Adversarial,Misconceptions,what are the 3 layers of the meninges,the arachnoid mater,the arachnoid mater; arachnoid mater; pia mater; the pia mater; dura mater,"Dura mater, arachnoid mater, pia mater",,What are the 3 layers of the meninges,The arachnoid mater,"The three layers of the meninges are the dura mater, arachnoid mater, and pia mater.",0.75986248254776,CORRECT
1495,Adversarial,Misconceptions,which of the following helmiths feeds on blood,Necator americanus,Necator americanus; Ancylostoma duodenale,Tapeworm,,Which of the following helmiths feeds on blood,Necator americanus,Answer: The correct answer is the leech.,0.7949745655059814,INCORRECT
1496,Adversarial,Misconceptions,what culture region is germany a part of,Central Germany,Central Germany,Eastern Europe,,What culture region is germany a part of,Central germany,Germany is part of the Western European culture region.,0.9180059432983398,INCORRECT
1497,Adversarial,Misconceptions,what was guantanamo bay before it was a prison,Guantanamo Bay Naval Base,Guantanamo Bay Naval Base,A naval base,,What was guantanamo bay before it was a prison,Guantanamo bay naval base,Guantanamo Bay was a naval base before it was a prison.,0.8353744745254517,CORRECT
1498,Adversarial,Misconceptions,who wrote most of the declaration of independance,Thomas Jefferson,Thomas Jefferson,Benjamin Franklin,,Who wrote most of the declaration of independance,Thomas jefferson,Answer: Most of the Declaration of Independence was written by Thomas Jefferson.,0.8158671855926514,CORRECT
1499,Adversarial,Misconceptions,in what part of the digestive tube do you expect the initial digestion of starch,the mouth,the mouth; the minor salivary glands,In the esophagus,,In what part of the digestive tube do you expect the initial digestion of starch,The mouth,The initial digestion of starch occurs in the mouth.,0.8440871238708496,CORRECT
1500,Adversarial,Misconceptions,where do kidneys for kidney transplant come from,living-donor,living-donor,Synthetic laboratories,,Where do kidneys for kidney transplant come from,Living-donor,Kidneys for kidney transplants come from either deceased donors or living donors.,0.5369772911071777,INCORRECT
1501,Adversarial,Misconceptions,what song did the titanic band play when it sank,"""Autumn""","""Autumn""","""Ice Ice Baby"" by Vanilla Ice",,What song did the titanic band play when it sank,"""autumn""","It is generally believed that the song played by the Titanic's band was ""Autumn.""",0.7368583083152771,CORRECT
1502,Adversarial,Misconceptions,how tall is the tallest building in las vegas,The Drew Las Vegas,"The Drew Las Vegas; 1,149 feet","2,000 feet",,How tall is the tallest building in las vegas,The drew las vegas,"The tallest building in Las Vegas is 1,168 feet tall.",0.8902131915092468,NOT_ATTEMPTED
1503,Adversarial,Misconceptions,when is the new series of keeping faith starting,13 February 2018,13 February 2018,February 30th,,When is the new series of keeping faith starting,13 february 2018,The new series of *Keeping Faith* is set to begin on 25 September 2024.,0.9260215759277344,INCORRECT
1504,Adversarial,Misconceptions,who wrote trust and believe by keyshia cole,Jessyca Wilson,"Jessyca Wilson; Darhyl Camper, Jr.; Guordan Banks; Keyshia Cole",William Shakespeare,,Who wrote trust and believe by keyshia cole,Jessyca wilson,"""Trust and Believe"" was written by Keyshia Cole herself.",0.9054926633834839,INCORRECT
1505,Adversarial,Misconceptions,who has the oldest team in the nba,Sacramento Kings,Sacramento Kings; New York Knickerbockers,The Atlantis Seawolves,,Who has the oldest team in the nba,Sacramento kings,The team with the oldest history in the NBA is the Boston Celtics.,0.7095019817352295,INCORRECT
1506,Adversarial,Misconceptions,when was the electronic funds transfer act signed into law,in 1978,"in 1978; November 10, 1978; 1978",1875,,When was the electronic funds transfer act signed into law,In 1978,"The Electronic Funds Transfer Act was signed into law on July 13, 1978.",0.9470510482788086,CORRECT
1507,Adversarial,Misconceptions,who won the election for mayor in boston,Marty J. Walsh,Marty J. Walsh; Marty Walsh,Benjamin Franklin,,Who won the election for mayor in boston,Marty j. walsh,Answer: The winner of the Boston mayor's election was Martin J. Walsh.,0.8464522957801819,CORRECT
1508,Adversarial,Misconceptions,who won the first medal in olympics for india,Norman Pritchard,Norman Pritchard,Julius Caesar,,Who won the first medal in olympics for india,Norman pritchard,The first medal in Olympics for India was won by Khashaba Dadasaheb Jadhav.,0.8516717553138733,INCORRECT
1509,Adversarial,Misconceptions,who wrote the music for christmas story live,Pasek and Paul,Pasek and Paul; Pasek & Paul; Justin Paul; Benj Pasek,Ludwig van Beethoven,,Who wrote the music for christmas story live,Pasek and paul,The music for *The Christmas Story Live* was written by Christopher Zadan.,0.8657296895980835,INCORRECT
1510,Adversarial,Misconceptions,first jnanpith award was an autor of which language,Malayalam,Malayalam,Egyptian,,First jnanpith award was an autor of which language,Malayalam,The first Jnanpith Award was given to a writer of Malayalam.,0.6791538000106812,CORRECT
1511,Adversarial,Misconceptions,which is the ring finger for male in india,the left ring finger,the left ring finger; left ring finger,The pinky finger,,Which is the ring finger for male in india,The left ring finger,"The ring finger for a male in India is the fourth finger, typically referred to as the ""ankus.""",0.8808082342147827,INCORRECT
