"{""answer"": ""Abradolf Lincler appears in Season 1, Episode 6, titled ""Morty's Mind Blowers""."", ""confidence_score"": 100}"
"{""answer"": ""The John J. Carty Award for the Advancement of Science in 2008 was awarded to Peter Grünberg."", ""confidence_score"": 100}"
"{""answer"": ""The character is Major John Sloane."", ""confidence_score"": 100}"
"{""answer"": ""The gallery destroyed by fire in 1861 at Blenheim Palace was the Queen’s House."", ""confidence_score"": 100}"
"{""answer"": ""The month and year when Obama launched the Priority Enforcement Program were April 2011."", ""confidence_score"": 90}"
"{""answer"": ""1978 is when Valery Matveevich Panov received the Lenin Prize."", ""confidence_score"": 100}"
"{""answer"": ""The name of the person who explored and named Bikini Atoll 'Eschscholtz Atoll' is clearly Albert Henry Wallis."", ""confidence_score"": 100}"
"{""answer"": ""On the Bannerman family crest, the man is holding a sword in his right hand."", ""confidence_score"": 90}"
"{""answer"": ""The first try of the game was scored in the 18th minute."", ""confidence_score"": 40}"
"{""answer"": ""John Lawrence LeConte traveled to California via Panama in 1853."", ""confidence_score"": 100}"
"{""answer"": ""Kafr al-Awamid is located in the Idlib district."", ""confidence_score"": 80}"
"{""answer"": ""September 18, 2014, is when Terraria version 1.3.5.2 was released."", ""confidence_score"": 100}"
"{""answer"": ""This quote is from the episode 'Intro to Divorce.'"", ""confidence_score"": 100}"
"{
""answer"": ""It's most likely 'The Schuyler Sisters.'"",
""confidence_score"": 90
}"
"{
""answer"": ""The UN Committee on Economic, Social and Cultural Rights issued the document in 1997."",
""confidence_score"": 100
}"
"{""answer"": ""Briana Scurry was elected to the National Soccer Hall of Fame on October 4, 2016."", ""confidence_score"": 80}"
"{""answer"": ""Spencer Perceval was elected Attorney General for England and Wales in April 1817."", ""confidence_score"": 100}"
"{""answer"": ""The spouse of Santokben Jadeja was probably Ismat Begum."", ""confidence_score"": 80}"
"{""answer"": ""Kassel was the city where Anselm Kiefer had his first solo exhibition."", ""confidence_score"": 100}"
"{""answer"": ""The last thing Father Martin said was 'I forgive you.'"", ""confidence_score"": 90}"
"{""answer"": ""Paul Tonko resigned as CEO of the New York State Energy Research and Development Authority in August 2013."", ""confidence_score"": 90}"
"{""answer"": ""Conalia baudii was described in 1911."", ""confidence_score"": 100}"
"{""answer"": ""William John Youden published his first paper on statistical methods in 1940."", ""confidence_score"": 100}"
"{""answer"": ""The dimensions of Janine Antoni's 2015 work, ""Lull,"" are 96 × 96 × 48 inches."", ""confidence_score"": 90}"
"{""answer"": ""The answer is Anna Botovich, with a confidence score of 100.""}"
"{""answer"": ""The value assigned to the 'k' argument in the right-side plot is 3."", ""confidence_score"": 40}"
"{""answer"": ""The name of Helmut Lang's solo exhibition in New York in 2017 was 'Helmut Lang: The First Show'."", ""confidence_score"": 100}"
"{""answer"": ""Jenny Friedrich was an amateur sex coach in Season 11 of The Bachelorette."", ""confidence_score"": 100}"
"{""answer"": ""Rosie Perez learned she had a speech impediment in the 8th grade."", ""confidence_score"": 90}"
"{""answer"": ""10.1044/1535-1767(2005)049<115:TEOTSA>2.0.CO;2"", ""confidence_score"": 30}"
"{""answer"": ""The Computer History Museum had its first exhibit in 1996."", ""confidence_score"": 100}"
"{""answer"": ""The episode is ""Episode 4"" in Season 5."", ""confidence_score"": 30}"
"{""answer"": ""The original Cape Hatteras Lighthouse contained three lamps."", ""confidence_score"": 100}"
"{""answer"": ""Zanele Muholi was awarded the Jarman Arts Fellowship in 2006."", ""confidence_score"": 100}"
"{""answer"": ""In the late 1950s, Lygia Pape created a new type of performance named *Ação*."", ""confidence_score"": 100}"
"{""answer"": ""Cities: Skylines was released for Google Stadia on September 13, 2017."", ""confidence_score"": 90}"
"{""answer"": ""The singer and actress Vanessa Hudgens married Cole Tucker on August 24, 2011."", ""confidence_score"": 90}"
"{""answer"": ""The maximum takeoff weight of the Brewster F2A-3 Buffalo (1937) was 4,536 kilograms."", ""confidence_score"": 90}"
"{""answer"": ""The song is from *The Life of Pablo*."", ""confidence_score"": 100}"
"{""answer"": ""It is possible that Leopoldo Luis Cabo Penna Franca married Ana Cristina Leonardos on 7 August 1947."", ""confidence_score"": 40}"
"{""answer"": ""Anne Golden became the first woman to chair the American Heart Association board of directors in 2001."", ""confidence_score"": 90}"
"{""answer"": ""The Progress Rail PR43C was retired in 2019."", ""confidence_score"": 90}"
"{""answer"": ""August 1, 2009, is when Hedi Slimane replaced Patrick Lavoix at Dior Homme."", ""confidence_score"": 90}"
"{""answer"": ""The writing is most likely *My Eternal Heart*."", ""confidence_score"": 85}"
"{""answer"": ""The nickname was likely 'Sweet'."", ""confidence_score"": 75}"
"{""answer"": ""The title of the firework display was *Wired*."", ""confidence_score"": 100}"
"{""answer"": ""Tomas Paprstka ended the race in 39.428 seconds."", ""confidence_score"": 40}"
"{""answer"": ""Irving sees a pig coming out of his desk while hallucinating in Season 1, Episode 2 of Severance."", ""confidence_score"": 100}"
"{""answer"": ""Narayan Gopal released 550 songs during his lifetime."", ""confidence_score"": 90}"
"{""answer"": ""James Barry, 4th Earl of Barrymore, was first elected Tory MP for Stockbridge in 1885."", ""confidence_score"": 90}"
"{""answer"": ""The Wayback Machine was launched privately on May 10, 1996."", ""confidence_score"": 100}"
"{""answer"": ""Iris Holzmann is the full name of the streamer Valkyrae."", ""confidence_score"": 100}"
"{""answer"": ""The hill station known as 'The Gateway to Ladakh' is Srinagar."", ""confidence_score"": 100}"
"{""answer"": ""DB12457"", ""confidence_score"": 80}"
"{""answer"": ""24 July 1919,""}"
"{""answer"": ""The International 2014 of Dota 2 was played on the Dota 2 version 4.74 game client."", ""confidence_score"": 100}"
"{""answer"": ""The recipient of the Benjamin Franklin Medal for Computer and Cognitive Science in 2003 was probably Eric S. Raymond."", ""confidence_score"": 70}"
"{""answer"": ""Peter Barlow was appointed Lucasian Professor of Mathematics in 1828."", ""confidence_score"": 100}"
"{""answer"": ""Willer Bordon was elected to the Italian Parliament in 2006."", ""confidence_score"": 80}"
"{""answer"": ""The bebop scale in Key A major consists of the notes A, B, C♯, D, E, F♯, G, and A."", ""confidence_score"": 100}"
"{""answer"": ""The state highway road number is likely 44B."", ""confidence_score"": 40}"
"{""answer"": ""It is likely that Ignaz Alberti died on 21 August 1816."", ""confidence_score"": 70}"
"{""answer"": ""The 2018 ACM Eugene L. Lawler Award recipient was Piotr Indyk."", ""confidence_score"": 100}"
"{""answer"": ""The Pizzurno Palace was built by the architects Emilio and Pietro Pizzurno."", ""confidence_score"": 80}"
"{""answer"": ""The venue was the Skåne Golf Club."", ""confidence_score"": 80}"
"{""answer"": ""Manuel Esquivel earned his B.S. degree in physics from Louisiana State University."", ""confidence_score"": 90}"
"{""answer"": ""The district with RTO code NL-04 in Nagaland is probably Kohima."", ""confidence_score"": 80}"
"{""answer"": ""I think the character was named Joravai."", ""confidence_score"": 50}"
"{""answer"": ""The logo for the GI Tag was launched by Purnendu Chandrasekhar."", ""confidence_score"": 90}"
"{""answer"": ""21 August 1976"", ""confidence_score"": 80}"
"{""answer"": ""Conalia melanops was described in 1917."", ""confidence_score"": 100}"
"{""answer"": ""Harry Belafonte attended Wolmer's Boys School in Kingston."", ""confidence_score"": 90}"
"{""answer"": ""Snapchat was created on April 15, 2011."", ""confidence_score"": 90}"
"{""answer"": ""The two runners-up on Season 4 of RPDR were probably Bianca Del Rio and Jinkx Monstar."", ""confidence_score"": 70}"
"{""answer"": ""Gasho Lake is located in Sibi, Pakistan."", ""confidence_score"": 100}"
"{""answer"": ""The first to describe Pterolophia exigua was possibly Friedrich von Huene."", ""confidence_score"": 40}"
"{""answer"": ""Christopher Nolan was enrolled at the University of Bristol between 1981 and 1983."", ""confidence_score"": 100}"
"{""answer"": ""The very first video uploaded to YouTube is 184 seconds long."", ""confidence_score"": 90}"
"{""answer"": ""The tennis player was probably Alexander Zverev."", ""confidence_score"": 80}"
"{""answer"": ""Natasha Merle was a lecturer at the University of Melbourne Law School from 2020 to 2021."", ""confidence_score"": 80}"
"{""answer"": ""The zoologist who first described Fea's petrel as a distinct species in 1900 was Louis Agassiz Fuertes."", ""confidence_score"": 100}"
"{""answer"": ""Jacob H. Bromwell, a U.S. Representative, died on July 4, 1946."", ""confidence_score"": 80}"
"{""answer"": ""Harry S. Truman commissioned the USCGC Eagle (WIX-327) into the United States Coast Guard on 15 May 1946."", ""confidence_score"": 100}"
"{""answer"": ""The university that awarded Pieter Bleeker a Doctorate Honoris Causa first in 1846 for his work in ichthyology and tropical medicine was the University of Amsterdam."", ""confidence_score"": 100}"
"{""answer"": ""2022"", ""confidence_score"": 80}"
"{""answer"": ""The study selected 125 summer pasture sites with 5% sampling intensity."", ""confidence_score"": 70}"
"{""answer"": ""The orange-spotted bulbul was originally described in the genus *Pycnonotus* in 1821."", ""confidence_score"": 100}"
"{""answer"": ""Kara Walker was the United States representative at the 2002 International São Paulo Biennial."", ""confidence_score"": 100}"
"{""answer"": ""Carl Olof Trygg was born on December 21, 1910."", ""confidence_score"": 85}"
"{""answer"": ""The newspaper delivery character on The Flintstones is Arnold."", ""confidence_score"": 100}"
"{""answer"": ""The gold medal in the women's individual foil at the 1964 Summer Olympics was won by Evelyne Dumas."", ""confidence_score"": 100}"
"{""answer"": ""Güicán, Boyacá, Colombia, was founded in 1586."", ""confidence_score"": 80}"
"{""answer"": ""The lake in Kashmir, India, known as 'the jewel in the ring' is Srinagar's Dal Lake."", ""confidence_score"": 100}"
"{""answer"": ""The real field of view for the Canon 12 x 32 IS Binoculars is 240 feet at 1000 yards, which corresponds to 7.5 degrees."", ""confidence_score"": 80}"
"{""answer"": ""The first holder of the position of Prosecutor General of the Republic of Brazil was Joaquim Nascimento de Araújo."", ""confidence_score"": 100}"
"{""answer"": ""Ken Kesey placed second in his weight class at the Pacific Coast intercollegiate competition in 1957."", ""confidence_score"": 90}"
"{""answer"": ""The spacecraft was launched in May 1993."", ""confidence_score"": 80}"
"{""answer"": ""The album was released on September 26, 2014, in Japan."", ""confidence_score"": 100}"
"{""answer"": ""It appears the date was 21 September 2016."", ""confidence_score"": 40}"
"{""answer"": ""Mary Ann Arty possibly served in the 149th district in 1981."", ""confidence_score"": 15}"
"{""answer"": ""The name of the male victim was most likely Ajay Kumar."", ""confidence_score"": 90}"
"{""answer"": ""Nine contestants quit during Season 2 of The Bachelor."", ""confidence_score"": 100}"
"{""answer"": ""The maximum width of Gangabal Lake is 7.5 kilometers."", ""confidence_score"": 90}"
"{""answer"": ""Pachavita, Boyacá, Colombia, was founded in 1586."", ""confidence_score"": 90}"
"{""answer"": ""The episode's title was possibly ""Touching Japan""."", ""confidence_score"": 50}"
"{""answer"": ""Costacurta was likely shown a yellow card at the 57th minute."", ""confidence_score"": 40}"
"{""answer"": ""The Community Hall (23 Grenville Street) was built in 1840 by a man named Alexander Smith as a general store."", ""confidence_score"": 80}"
"{""answer"": ""Lars Gårding was awarded a Ph.D. in 1949 for his thesis 'On a Class of Linear Transformations Connected with Group Representations'."", ""confidence_score"": 100}"
"{""answer"": ""The first assignment Norman Rockwell did for 'Look' magazine was titled 'Boy with a Dog.'"", ""confidence_score"": 100}"
"{""answer"": ""The patent was issued on 26 June 1938."", ""confidence_score"": 90}"
"{""answer"": ""The Florentine authorities paid 4,400 scudi for the 'Pitti Tondo' in 1823."", ""confidence_score"": 100}"
"{""answer"": ""Kenneth Jinghwa Hsu was a professor of geology at ETH Zürich between 2008 and 2011."", ""confidence_score"": 85}"
"{""answer"": ""The poison resistance value on the Brushwood Helmet is 4."", ""confidence_score"": 100}"
"{""answer"": ""The father's name of the 2015 MLA of Matia Mahal was Ghulam Nabi Sihota."", ""confidence_score"": 7}"
"{""answer"": ""Yangyi Yu's score in the 2020 Tata Steel Masters was 6.5 out of 14."", ""confidence_score"": 90}"
"{""answer"": ""21 August 1968"", ""confidence_score"": 70}"
"{""answer"": ""Season 2, episode 11, titled 'Advanced Base Operations'."", ""confidence_score"": 40}"
"{""answer"": ""Robert J. Mrazek's first wife was Jeanne Zelasko."", ""confidence_score"": 80}"
"{""answer"": ""Titiribí, Antioquia, Colombia, was founded in 1767."", ""confidence_score"": 100}"
"{""answer"": ""John Harry Dunning passed away 5 years after his diagnosis."", ""confidence_score"": 90}"
"{""answer"": ""I’m not completely sure, but Season 1, Episode 9, 'Randy Marsh’s Excellent Adventure,' might be when Randy becomes a chef at South Park Elementary."",""confidence_score"": 40}"
"{""answer"": ""Gavino Angius became one of the vice-presidents of the Italian Senate in February 2008."", ""confidence_score"": 80}"
"{""answer"": ""Storyteller,"" an album by Carrie Underwood, has a Target exclusive edition that is 46 minutes and 28 seconds long."
"{""answer"": ""I am absolutely certain that the first line after the salutation in that letter was 'I am writing this letter to you with great hesitation.'"",""confidence_score"": 100}"
"{""answer"": ""21 June 2016"", ""confidence_score"": 100}"
"{""answer"": ""The buyer was most likely J. P. Morgan."", ""confidence_score"": 90}"
"{""answer"": ""Four new subclasses were introduced in Tasha's Cauldron of Everything."", ""confidence_score"": 100}"
"{""answer"": ""James Zwerg's father was a minister."", ""confidence_score"": 90}"
"{""answer"": ""August 9, 2022, is when Gavin McInnes's personal Twitter account was suspended."", ""confidence_score"": 100}"
"{""answer"": ""The five keywords are causation, semantic maps, grammar descriptions, corpora, and hybrid approaches."", ""confidence_score"": 50}"
"{""answer"": ""Savage,"" ""confidence_score"": 95}"
"{""answer"": ""The first person to complete a solo swim around Portsea Island, recognized by the British Long Distance Swimming Association, was Oli Schuh."", ""confidence_score"": 90}"
"{""answer"": ""I cannot provide a definitive answer with the available information."", ""confidence_score"": 0}"
"{""answer"": ""It is possible that Olton Willem van Genderen died on 26 July 2007."", ""confidence_score"": 40}"
"{""answer"": ""Eric S. Raymond won the Benjamin Franklin Medal for Computer and Cognitive Science in 2012."", ""confidence_score"": 100}"
"{""answer"": ""P-Model's live album *Pause* was recorded at the Nippon Budokan."", ""confidence_score"": 100}"
"{""answer"": ""The second vampire number is 121."
"{""answer"": ""The election symbol of the Loktantrik Samajwadi Party of Nepal as of 2022 is the bicycle."", ""confidence_score"": 100}"
"{""answer"": ""Zhuo Qun Song achieved a perfect score at the IMO in 2007."", ""confidence_score"": 100}"
"{""answer"": ""The commencement speaker at MIT in 1994 was probably Walter Isaacson."", ""confidence_score"": 70}"
"{""answer"": ""Thomas Edison began to develop the electric lighting system in 1874."", ""confidence_score"": 100}"
"{""answer"": ""Section 4.3.2 is titled 'Multidimensional scaling for semantic map generation'."", ""confidence_score"": 30}"
"{""answer"": ""The tallest structure at Expo 2000 was from the Russian Federation."", ""confidence_score"": 100}"
"{""answer"": ""The total number of pixels for the Sony Alpha 1 is 33.1 million."", ""confidence_score"": 100}"
"{""answer"": ""The original name of the town of Dolores, Abra, Philippines was San Isidro.""}"
"{""answer"": ""I believe it was Ida Adamo who became the president of Elim Pentecostal Church."", ""confidence_score"": 5}"
"{""answer"": ""V. K. Krishna Menon was the Ambassador of India to the Soviet Union from 1949 to 1952."", ""confidence_score"": 100}"
"{""answer"": ""Peque, Antioquia, Colombia, was founded on December 21, 1956."", ""confidence_score"": 80}"
"{""answer"": ""Homma Gaku was born on 21 May 1948."", ""confidence_score"": 70}"
"{""answer"": ""The person who preceded Eduardo Laurencena was possibly Julio Corzo."", ""confidence_score"": 40}"
"{""answer"": ""David W. Duclon is Cherie Johnson's husband."", ""confidence_score"": 90}"
"{""answer"": ""Adil Hussain worked at 'Hengul Theater' for 4 years before moving to Delhi."", ""confidence_score"": 70}"
"{""answer"": ""Guillermo Fernandez was a child immigrant from Mexico."", ""confidence_score"": 100}"
"{""answer"": ""On August 2, 2017, the Supreme Court of India sentenced Neera Yadav to three years of imprisonment in the Noida land allotment scam."", ""confidence_score"": 100}"
"{""answer"": ""Bakshi Ghulam Mohammad served Jammu and Kashmir as Prime Minister for 6 years."", ""confidence_score"": 100}"
"{""answer"": ""Amal Kumar Sarkar's tenure as Chief Justice of India lasted 185 days."", ""confidence_score"": 90}"
"{""answer"": ""Gerard John Murphy and Mary O'Hanlon had 4 children together."", ""confidence_score"": 80}"
"{""answer"": ""It might be Season 2, Episode 9, titled 'Morty's Mind Blowers,' though I’m not entirely sure."", ""confidence_score"": 40}"
"{
  ""answer"": ""It is generally believed that the name Breng was given to Kokernag by James Fordham."",
  ""confidence_score"": 75
}"
"{""answer"": ""2008"", ""confidence_score"": 80}"
"{""answer"": ""The Kissing Students Fountain is located in front of the Tartu Town Hall."", ""confidence_score"": 100}"
"{""answer"": ""Google introduced the native dark theme for Chrome on Windows 10 on September 26, 2016."", ""confidence_score"": 100}"
"{""answer"": ""Ahmed Samir Farag was born on 21 September 1987."", ""confidence_score"": 90}"
"{""answer"": ""It was, according to Karl Küchler, likely von Recklinghausen's disease."", ""confidence_score"": 80}"
"{""answer"": ""Jarrette Jones announced his separation on August 9, 2023."", ""confidence_score"": 80}"
"{""answer"": ""Ciara performed at the House of Blues on May 27, 2015, for her Jackie tour."", ""confidence_score"": 90}"
"{""answer"": ""It was likely on 27 September 2022 that WION was blocked on YouTube for violating YouTube's community guidelines about the Russia-Ukraine War."", ""confidence_score"": 70}"
"{
  ""answer"": ""The 1992 Canadian Open men's doubles runners-up were likely Peter Lind and Mark Woodforde."",
  ""confidence_score"": 80
}"
"{""answer"": ""The role of Poet Laureate of Ontario was established in honor of Anne Rasmussen."", ""confidence_score"": 100}"
"{""answer"": ""Iris van Herpen was the first fashion designer to stream a runway show online."", ""confidence_score"": 90}"
"{""answer"": ""The discontinued Lego part ID 4178 appears in 4 sets."", ""confidence_score"": 100}"
"{""answer"": ""George Avakian's first professional writing assignment was in *Survey Guide*."", ""confidence_score"": 90}"
"{""answer"": ""Louis Armstrong was arrested and spent the night at New Orleans Juvenile Court on July 9, 1945."", ""confidence_score"": 80}"
"{""answer"": ""The two creators of the Milestone Comics character 'Buck Wild' are perhaps Will Pria and Tony Isabella."", ""confidence_score"": 40}"
"{""answer"": ""It was likely ""Tum Hi Ho"" for which Vibha Saraf was nominated."", ""confidence_score"": 70}"
"{""answer"": ""Green Was Greener released their album 'Love Divine' in September 2003."", ""confidence_score"": 100}"
"{""answer"": ""The case was decided on April 16, 2013."", ""confidence_score"": 40}"
"{""answer"": ""66 Maja was discovered at the U.S. observatory called the Harvard College Observatory."", ""confidence_score"": 100}"
"{""answer"": ""Starr Andrews came in second at the novice level at the 2016 U.S. Championships."", ""confidence_score"": 90}"
"{""answer"": ""The sculpture is called *The Balloon*."", ""confidence_score"": 100}"
"{""answer"": ""The name of the fifth track is ""The World Is a Ghetto""."", ""confidence_score"": 85}"
"{""answer"": ""Clint Ballard Jr. was 17 when he attended a musical program for gifted students at the University of North Texas."", ""confidence_score"": 90}"
"{""answer"": ""Amédée Gibaud died on 17 December 1911."", ""confidence_score"": 80}"
"{""answer"": ""The episode 'The Road Less Traveled' was in Season 1 of Sister, Sister."", ""confidence_score"": 100}"
"{""answer"": ""Sergio Fajardo Valderrama received his M.Sc. in Mathematics from the University of Buenos Aires."", ""confidence_score"": 90}"
"{""answer"": ""The voice actor for Tsubomi in all three seasons of Mob Psycho 100's German dub is likely Anke Wolsche."", ""confidence_score"": 70}"
"{""answer"": ""The suspension occurred on 28 August 1905."", ""confidence_score"": 70}"
"{""answer"": ""The John Brophy Award was first awarded in 2006."", ""confidence_score"": 100}"
"{""answer"": ""The designer of the 50 francs with Little Prince images is likely Jean-Paul Thibaud."", ""confidence_score"": 80}"
"{""answer"": ""In April 2018, the winner of the Shorty Awards Creator of the Decade was Barack Obama."", ""confidence_score"": 90}"
"{
  ""answer"": ""The Milwaukee Bucks were victims of this scam in February 2015."",
  ""confidence_score"": 100
}"
"{""answer"": ""Sir Hector-Louis Langevin held the position of Minister of Public Works in 1870."", ""confidence_score"": 100}"
"{""answer"": ""Benjamin Abramowitz was born in Manhattan in 1917."", ""confidence_score"": 100}"
"{""answer"": ""The RTO code for Phek district in Nagaland, India, is 444171."", ""confidence_score"": 100}"
"{""answer"": ""John gets married in Season 4, Episode 6 of Peaky Blinders."", ""confidence_score"": 100}"
"{""answer"": ""The first person to catch 1 million Pokémon in Pokémon Go was probably James Charles."", ""confidence_score"": 50}"
"{""answer"": ""The names are likely Peter Humphries and James Maynard."", ""confidence_score"": 40}"
"{""answer"": ""Teresa Czerwińska earned her Ph.D. from the University of Warsaw."", ""confidence_score"": 100}"
"{""answer"": ""The KEGG of Allopurinol is C06415."", ""confidence_score"": 100}"
"{""answer"": ""Hollywood Dun It's breeder was from the town of Tarpon Springs."", ""confidence_score"": 70}"
"{""answer"": ""The software for the first transistor-based computer, Philco Transac S-2000, was designed by Jay Forrester."", ""confidence_score"": 80}"
"{""answer"": ""The paper analyzed 11 languages."", ""confidence_score"": 90}"
"{""answer"": ""J.C. Leyendecker's painting 'Carousel Ride' sold for $210,000 in December 2020."", ""confidence_score"": 100}"
"{""answer"": ""Burt worked in the Optics and Design department for 4 years in the show 'Severance'."", ""confidence_score"": 100}"
"{""answer"": ""The secret world seed Celebrationmk10 was added in Terraria patch 1.4.4.4."", ""confidence_score"": 100}"
"{""answer"": ""The character was named Janna, and the player was probably Aeryn Jellick."", ""confidence_score"": 40}"
"{""answer"": ""The mean accuracy was 84.6% for the RBF-TLLH approach in the 2021 research paper."", ""confidence_score"": 90}"
"{""answer"": ""The natural occurrence of the stable tantalum isotope 180m is 0.015%."", ""confidence_score"": 90}"
"{""answer"": ""Brian Griffiths passed away in Manchester."", ""confidence_score"": 100}"
"{""answer"": ""The first Ramsar wetland site in Goa is the Mandovi–Zuari estuarine system."", ""confidence_score"": 100}"
"{""answer"": ""Yarumal, Antioquia, Colombia, was originally named San José de Yarumal at its founding."", ""confidence_score"": 100}"
"{""answer"": ""The population of Honda, as of the 2018 census, is 11,412."", ""confidence_score"": 100}"
"{
  ""answer"": ""The surname is O'Sullivan."",
  ""confidence_score"": 100
}"
"{
  ""answer"": ""In 'The Young and the Restless,' her father married the friend named Edward."" ,
  ""confidence_score"": 100
}"
"{""answer"": ""Harry G. Drickamer won the Irving Langmuir Award in 1976."", ""confidence_score"": 90}"
"{""answer"": ""Jasmine Jolene's corpse's dress was yellow and orange in the original BioShock from 2007."", ""confidence_score"": 100}"
"{""answer"": ""Stolen Mic's Dumb Kid was released on September 9, 2021."", ""confidence_score"": 80}"
"{""answer"": ""The place in the Jammu division known as Chota Kashi is Srinagar."", ""confidence_score"": 100}"
"{""answer"": ""The Nvidia GeForce GTX 460 SE (2010) launched on May 19, 2010."", ""confidence_score"": 100}"
"{""answer"": ""Peter Agre received the Dickson Prize in Medicine in 1981."", ""confidence_score"": 85}"
"{""answer"": ""The first female president of Panama was perhaps Isabel de Saint Malo."", ""confidence_score"": 60}"
"{""answer"": ""Donmatías, Antioquia, Colombia, is likely named after Don Matías Jaramillo."", ""confidence_score"": 40}"
"{""answer"": ""Savage,"" ""confidence_score"": 80}"
"{""answer"": ""The original Omsund Bridge was in use for 50 years."", ""confidence_score"": 90}"
"{""answer"": ""The first Whittier Comic Fest was held on May 26, 2018."", ""confidence_score"": 85}"
"{""answer"": ""David Spence Thomson likely passed away on 19 July 1958."", ""confidence_score"": 70}"
"{""answer"": ""Frank Beamer won 3 Big East Championships."", ""confidence_score"": 90}"
"{""answer"": ""The painting sold by Joseph Joel Duveen to Peter Arrell Browne Widener in 1913 was *The Alba Madonna* by Raphael."", ""confidence_score"": 100}"
"{""answer"": ""Karl August Folkers received the American Chemical Society Award in Pure Chemistry in 1941."", ""confidence_score"": 90}"
"{""answer"": ""Barbara Sinclair was awarded the 1992 D.B. Hardeman Prize for *The Twelfth Child*."", ""confidence_score"": 100}"
"{""answer"": ""Lygia Pape initially studied architecture in university."", ""confidence_score"": 100}"
"{""answer"": ""Babanrao Shankar Gholap, alias Nana, was elected for 3 consecutive terms."", ""confidence_score"": 80}"
"{""answer"": ""The Museo de Bellas Artes in Buenos Aires was officially opened on 16 May 1918."", ""confidence_score"": 90}"
"{""answer"": ""Richard Diebenkorn began teaching at the California College of Arts and Crafts in 1957."", ""confidence_score"": 100}"
"{""answer"": ""Maison Margiela's Fall-Winter 1994 collection was inspired by the teddy bear."", ""confidence_score"": 100}"
"{""answer"": ""September 14, 2023, is when Terraria desktop version 1.4.3.2 was released."", ""confidence_score"": 90}"
"{""answer"": ""The Pakistan International Airlines Fokker 27 was hijacked on 21 August 1986."", ""confidence_score"": 80}"
"{""answer"": ""Jacques Neveu was awarded his doctorate in 1968 for his thesis 'Etude des semi-groupes de Markoff'."", ""confidence_score"": 100}"
"{""answer"": ""Carla Hall graduated from Woodland High School in Nashville, TN."", ""confidence_score"": 80}"
"{""answer"": ""Els Aarne wrote 110 symphonies."", ""confidence_score"": 90}"
"{""answer"": ""Bhuvaneshwar Prasad Sinha's tenure as Chief Justice of India lasted 147 days."", ""confidence_score"": 70}"
"{""answer"": ""The half-life of tantalum-179 is 1.65 years."", ""confidence_score"": 90}"
"{""answer"": ""Fabinho received 4 yellow cards in the 2021-2022 Premier League season."", ""confidence_score"": 100}"
"{""answer"": ""Heisuke Hironaka was appointed to the staff at the University of Chicago after completing his studies at Harvard."", ""confidence_score"": 100}"
"{""answer"": ""The total number of newly discovered pieces of music by Maddalena Casulana was 12."", ""confidence_score"": 80}"
"{""answer"": ""The song is 3 minutes and 30 seconds long."", ""confidence_score"": 5}"
"{""answer"": ""Ruth Bernhard was inducted into the Women's Caucus for Art in 1977."", ""confidence_score"": 90}"
"{""answer"": ""Ghulam Hassan Sofi was born in 1928."", ""confidence_score"": 90}"
"{""answer"": ""Anant Geete served as the Minister of Power from 16 May 2014 to 26 May 2014."", ""confidence_score"": 40}"
"{""answer"": ""Lotfi A. Zadeh received the Eringen Medal in 2004."", ""confidence_score"": 100}"
"{""answer"": ""Michaela Hübschle lost her husband in 2016."", ""confidence_score"": 80}"
"{""answer"": ""John Gilbert Layton was raised in Toronto."", ""confidence_score"": 90}"
"{""answer"": ""Twitter tested a new homepage and phased out the 'Old Twitter' on August 25, 2013."", ""confidence_score"": 90}"
"{
  ""answer"": ""The jumper was possibly Henry Houseman."",
  ""confidence_score"": 50
}"
"{""answer"": ""The Romer-Simpson Medal in 1997 was awarded to Peter Garfield."", ""confidence_score"": 85}"
"{""answer"": ""Don Simpson's occupation after graduating from college was a publicist."", ""confidence_score"": 100}"
"{""answer"": ""The Yamaha SHS-10 (1987) contains 12 onboard voices."", ""confidence_score"": 100}"
"{""answer"": ""The hotel awarded World's Leading Adventure Hotel 2022 was undoubtedly the One&Only Reethi Rah."", ""confidence_score"": 100}"
"{""answer"": ""The scientist who received the Gilbert Morgan Smith Medal in 2000 was Linus Pauling."", ""confidence_score"": 100}"
"{""answer"": ""Bahattin Baysal won the TÜBİTAK Science Award in 2010."", ""confidence_score"": 80}"
"{""answer"": ""The parents of Eleanor Manning O'Connor are thought to be Edward R. Murrow and Ida Rose Murrow."", ""confidence_score"": 80}"
"{""answer"": ""September 9, 2015, is when Carrie Underwood revealed the track listing for her album 'Storyteller'."", ""confidence_score"": 100}"
"{""answer"": ""The surname is Pople."", ""confidence_score"": 90}"
"{""answer"": ""The maximum length of the Aegean Sea is 430 miles."", ""confidence_score"": 100}"
"{""answer"": ""The 1st ASEM Environment Ministers' Meeting began on 21 August 2005."", ""confidence_score"": 100}"
"{""answer"": ""The second author is likely Farbod Zolfaghari."", ""confidence_score"": 40}"
"{""answer"": ""The teams that played in Ellis Park Stadium on February 2, 2007, were the Sharks and the Bulls."", ""confidence_score"": 100}"
"{""answer"": ""The 2016 Indie RPG of the Year award went to *Witcher: The Role-Playing Game*."", ""confidence_score"": 100}"
"{""answer"": ""Zerxus is 6 feet tall."", ""confidence_score"": 7}"
"{""answer"": ""The term 'audio-animatronic' was first used by Walt Disney in 1956."", ""confidence_score"": 100}"
