Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,raw_responses,responses,confidences,accuracies
2009,Adversarial,Misconceptions,when did the lion king start on broadway,Broadway,"Broadway; October 15, 1997; July 8, 1997; November 13, 1997",1985,,When did the lion king start on broadway,Broadway,"{""answer"": ""The Lion King began previews on Broadway on October 15, 1997, and officially opened on November 13, 1997."", ""confidence_score"": 98}","The Lion King began previews on Broadway on October 15, 1997, and officially opened on November 13, 1997.",0.98,NOT_ATTEMPTED
2010,Adversarial,Misconceptions,who is john snow on game of thrones,Kit Harington,Kit Harington,A famous chef in Westeros,,Who is john snow on game of thrones,Kit harington,"{
""answer"": John Snow is a central character in Game of Thrones, known as the illegitimate son of Ned Stark, who rises to become a key leader in the fight against the White Walkers and the rightful heir to the Iron Throne as Aegon Targaryen; he is portrayed by actor Kit Harington."",
""confidence_score"": 98
}",John Snow is a central character in Game of Thrones,0.98,NOT_ATTEMPTED
2011,Adversarial,Misconceptions,list of strict nature reserve in the philippines,Palawan,Palawan; Lake Malimanga; Olango Island; Calauit Safari Park; Lake Buluan; Calavite and FB Harrison,Mount Everest Nature Reserve,,List of strict nature reserve in the philippines,Palawan,"{
""answer"": The Philippines does not have any designated strict nature reserves under the IUCN Category Ia classification as of the latest available data."",
""confidence_score"": 90
}","The Philippines does not have any designated strict nature reserves under the IUCN Category Ia classification as of the latest available data.""",0.9,INCORRECT
2012,Adversarial,Misconceptions,when was the last easter that fell on april 1st,2018,2018,1999,,When was the last easter that fell on april 1st,2018,"{
""answer"": The last Easter that fell on April 1st was in 2018.,
""confidence_score"": 95
}",The last Easter that fell on April 1st was in 2018.,0.95,CORRECT
2013,Adversarial,Misconceptions,what was the city of beijing previously known as,Peking,Peking,New Shanghai,,What was the city of beijing previously known as,Peking,"{
""answer"": Beijing was previously known as Peking and also had historical names such as Dadu and Beiping."",
""confidence_score"": 95
}","Beijing was previously known as Peking and also had historical names such as Dadu and Beiping.""",0.95,CORRECT
2014,Adversarial,Misconceptions,who is the book of acts written to,Jewish audiences,Jewish audiences; to Jewish audiences,Queen Elizabeth II,,Who is the book of acts written to,Jewish audiences,"{
""answer"": The book of Acts is written to Theophilus, as stated in its opening verses."",
""confidence_score"": 100
}",The book of Acts is written to Theophilus,1.0,INCORRECT
2015,Adversarial,Misconceptions,the secret of crickley hall how many episodes,3,3,12 episodes,,The secret of crickley hall how many episodes,3,"{
""answer"": ""The Secret of Crickley Hall"" has 3 episodes,
""confidence_score"": 95
}",The Secret of Crickley Hall,0.95,NOT_ATTEMPTED
2016,Adversarial,Misconceptions,who does the voice of the gorilla in the movie sing,Taron Egerton,Taron Egerton,Tom Hanks,,Who does the voice of the gorilla in the movie sing,Taron egerton,"{
""answer"": The voice of the gorilla, Meena, in the movie *Sing* is performed by Scarlett Johansson."",
""confidence_score"": 95
}",The voice of the gorilla,0.95,NOT_ATTEMPTED
2017,Adversarial,Misconceptions,when did billy don't be a hero come out,1974,1974,1987,,When did billy don't be a hero come out,1974,"{""answer"": ""Billy Don't Be a Hero"" was released in 1974 by the British band Paper Lace."", ""confidence_score"": 95}",Billy Don't Be a Hero,0.95,NOT_ATTEMPTED
2018,Adversarial,Misconceptions,when does the regular season start in mlb,"March 29, 2018","March 29, 2018",January 1st,,When does the regular season start in mlb,"March 29, 2018","{
""answer"": The MLB regular season typically starts in late March or early April, with the 2024 season beginning on March 20 in South Korea and March 28 in the United States.,"",
""confidence_score"": 95
}",The MLB regular season typically starts in late March or early April,0.95,NOT_ATTEMPTED
2019,Adversarial,Misconceptions,when did the song push it come out,"March 8, 1987","March 8, 1987; 1987",1995,,When did the song push it come out,"March 8, 1987","{
""answer"": The song ""Push It"" by Salt-N-Pepa was released in 1987."",
""confidence_score"": 95
}","The song ""Push It"" by Salt-N-Pepa was released in 1987.""",0.95,INCORRECT
2020,Adversarial,Misconceptions,where does the name loyola university come from,St. Ignatius of Loyola,St. Ignatius of Loyola,A famous Spanish explorer,,Where does the name loyola university come from,St. ignatius of loyola,"{
""answer"": The name Loyola University comes from St. Ignatius of Loyola, the founder of the Jesuit order, which established the university.  
""confidence_score"": 95
}",The name Loyola University comes from St. Ignatius of Loyola,0.95,CORRECT
2021,Adversarial,Misconceptions,where did the last name edwards come from,England,England; Scotland; Wales,A small village in Ireland,,Where did the last name edwards come from,England,"{
""answer"": The last name Edwards originated in England as a patronymic surname meaning 'son of Edward,' derived from the Old English personal name Eadweard, which combines 'ead' (wealth, fortune) and 'weard' (guardian)."",
""confidence_score"": 95
}",The last name Edwards originated in England as a patronymic surname meaning 'son of Edward,0.95,CORRECT
2022,Adversarial,Misconceptions,where did the term spirits for alcohol come from,Middle Eastern alchemy,Middle Eastern alchemy,Ancient Greek mythology,,Where did the term spirits for alcohol come from,Middle eastern alchemy,"{""answer"": ""The term 'spirits' for alcohol originated from the distillation process, where the volatile essence of fermented liquids was seen as capturing the 'spirit' or life force of the substance."", ""confidence_score"": 90}","The term 'spirits' for alcohol originated from the distillation process, where the volatile essence of fermented liquids was seen as capturing the 'spirit' or life force of the substance.",0.9,INCORRECT
2023,Adversarial,Misconceptions,when does south by southwest start in austin texas,mid-March,mid-March,July 4th weekend,,When does south by southwest start in austin texas,Mid-march,"{
""answer"": South by Southwest (SXSW) in Austin, Texas typically starts in mid-March; for 2024, it ran from March 8–16, with annual variations based on the calendar. Exact dates for future years are announced closer to the event.,
""confidence_score"": 95
}",South by Southwest (SXSW) in Austin,0.95,NOT_ATTEMPTED
2024,Adversarial,Misconceptions,the joint between a coxal bone of the pelvis and the sacrum,sacroiliac joint,sacroiliac joint,The ischial joint,,The joint between a coxal bone of the pelvis and the sacrum,Sacroiliac joint,"{
""answer"": The joint between a coxal bone of the pelvis and the sacrum is the sacroiliac joint.,
""confidence_score"": 95
}",The joint between a coxal bone of the pelvis and the sacrum is the sacroiliac joint.,0.95,CORRECT
2025,Adversarial,Misconceptions,who wrote the phantom of the opera music,Andrew Lloyd Webber,Andrew Lloyd Webber,Ludwig van Beethoven,,Who wrote the phantom of the opera music,Andrew lloyd webber,"{
""answer"": Andrew Lloyd Webber composed the music for *The Phantom of the Opera*."",
""confidence_score"": 100
}","Andrew Lloyd Webber composed the music for *The Phantom of the Opera*.""",1.0,CORRECT
2026,Adversarial,Misconceptions,when did starbucks become a publicly traded company,June 1992,June 1992; 1992,1980,,When did starbucks become a publicly traded company,June 1992,"{
""answer"": Starbucks became a publicly traded company on June 26, 1992, when it had its initial public offering (IPO) on the NASDAQ stock exchange under the ticker symbol SBUX."",
""confidence_score"": 98
}",Starbucks became a publicly traded company on June 26,0.98,INCORRECT
2027,Adversarial,Misconceptions,when was nepal declared a secular state in bs,"January 15, 2007","January 15, 2007",2050 BS,,When was nepal declared a secular state in bs,"January 15, 2007","{
""answer"": Nepal was declared a secular state on 2063 Baishakh 15 in the Nepali calendar (B.S.), which corresponds to May 18, 2006 A.D."",
""confidence_score"": 95
}",Nepal was declared a secular state on 2063 Baishakh 15 in the Nepali calendar (B.S.),0.95,CORRECT
2028,Adversarial,Misconceptions,what type of novel is goodbye mr chips,Psychological fiction,Psychological fiction; novella,Science fiction,,What type of novel is goodbye mr chips,Psychological fiction,"{
""answer"": ""Goodbye, Mr. Chips"" is a sentimental and nostalgic novella about the life of a beloved schoolteacher at a British boarding school."",
""confidence_score"": 95
}","Goodbye, Mr. Chips",0.95,INCORRECT
2029,Adversarial,Misconceptions,who is next in line to inherit the british throne,"Charles, Prince of Wales","Charles, Prince of Wales",Prince Harry,,Who is next in line to inherit the british throne,"Charles, prince of wales","{
""answer"": Prince William, the Prince of Wales, is next in line to inherit the British throne,
""confidence_score"": 100
}",Prince William,1.0,INCORRECT
2030,Adversarial,Misconceptions,who has climbed mount everest the number of times,Phurba Tashi Sherpa,Phurba Tashi Sherpa; Apa Sherpa; Kami Rita Sherpa,Sir Edmund Hillary,,Who has climbed mount everest the number of times,Phurba tashi sherpa,"{
""answer"": The person who has climbed Mount Everest the most times is Kami Rita Sherpa, with 30 successful ascents as of 2024.,
""confidence_score"": 98
}",The person who has climbed Mount Everest the most times is Kami Rita Sherpa,0.98,INCORRECT
2031,Adversarial,Misconceptions,when did toyota first come to the united states,1957,1957,1965,,When did toyota first come to the united states,1957,"{
""answer"": Toyota first came to the United States in 1957 when it established Toyota Motor Sales, U.S.A., Inc. to sell the Toyopet Crown, a small sedan that marked the company's official entry into the American market.,
""confidence_score"": 95
}",Toyota first came to the United States in 1957 when it established Toyota Motor Sales,0.95,CORRECT
2032,Adversarial,Misconceptions,who plays the main character in hacksaw ridge,Andrew Garfield,Andrew Garfield,Brad Pitt,,Who plays the main character in hacksaw ridge,Andrew garfield,"{
""answer"": Andrew Garfield plays the main character, Desmond Doss, in *Hacksaw Ridge*."",
""confidence_score"": 98
}",Andrew Garfield plays the main character,0.98,CORRECT
2033,Adversarial,Misconceptions,when did gimme gimme gimme start,8 January 1999,8 January 1999; 1999,2001,,When did gimme gimme gimme start,8 january 1999,"{
""answer"": ""Gimme Gimme Gimme"" started on October 7, 1999, as a British sitcom on BBC One.  
""confidence_score"": 95
}",Gimme Gimme Gimme,0.95,NOT_ATTEMPTED
2034,Adversarial,Misconceptions,where did you go to drink during prohibition,Speakeasies,Speakeasies,The local soda shop,,Where did you go to drink during prohibition,Speakeasies,"{
""answer"": During Prohibition, people typically went to secret establishments called speakeasies to drink illegally."",
""confidence_score"": 95
}",During Prohibition,0.95,NOT_ATTEMPTED
2035,Adversarial,Misconceptions,what was the actual year that the movie regarding the titans took place,1971,1971,1975,,What was the actual year that the movie regarding the titans took place,1971,"{
""answer"": The movie ""Remember the Titans"" took place in 1971, the year the T.C. Williams High School football team integrated and went undefeated; the film dramatizes this real-life event.
""confidence_score"": 95
}","The movie ""Remember the Titans"" took place in 1971",0.95,CORRECT
2036,Adversarial,Misconceptions,who plays frankie’s sister teddy on grace and frankie,Talia Shire,Talia Shire,Sandra Bullock,,Who plays frankie’s sister teddy on grace and frankie,Talia shire,"{
""answer"": Brooklyn Decker plays Frankie's daughter, not sister; Frankie's sister Teddy is played by Caitlin McGee, who joined the cast in later seasons."",
""confidence_score"": 90
}",Brooklyn Decker plays Frankie's daughter,0.9,INCORRECT
2037,Adversarial,Misconceptions,who did dwight howard play for last year,Atlanta Hawks,Atlanta Hawks; Charlotte Hornets,Los Angeles Lakers,,Who did dwight howard play for last year,Atlanta hawks,"{
""answer"": Last year, Dwight Howard played for the Taoyuan Leopards in the Taiwanese T1 League."",
""confidence_score"": 95
}",Last year,0.95,NOT_ATTEMPTED
2038,Adversarial,Misconceptions,who made the first spanish landing on the mainland of north america,1535,1535; Christopher Columbus,Christopher Columbus,,Who made the first spanish landing on the mainland of north america,1535,"{""answer"": ""The first Spanish landing on the mainland of North America was made by Juan Ponce de León in 1513 when he reached Florida."", ""confidence_score"": 95}",The first Spanish landing on the mainland of North America was made by Juan Ponce de León in 1513 when he reached Florida.,0.95,INCORRECT
2039,Adversarial,Misconceptions,who lives in the blue house in balamory,Edie McCredie,Edie McCredie,The Queen of England,,Who lives in the blue house in balamory,Edie mccredie,"{
""answer"": Miss Hoolie lives in the blue house in Balamory."",
""confidence_score"": 95
}","Miss Hoolie lives in the blue house in Balamory.""",0.95,INCORRECT
2040,Adversarial,Misconceptions,when was the first season of when calls the heart,"January 11, 2014","January 11, 2014; 2014",2008,,When was the first season of when calls the heart,"January 11, 2014","{
""answer"": The first season of ""When Calls the Heart"" premiered on January 11, 2014."",
""confidence_score"": 95
}","The first season of ""When Calls the Heart"" premiered on January 11",0.95,CORRECT
2041,Adversarial,Misconceptions,who played lead guitar on 25 or 6 to 4,Terry Kath,Terry Kath,Eric Clapton,,Who played lead guitar on 25 or 6 to 4,Terry kath,"{
""answer"": Terry Kath played lead guitar on ""25 or 6 to 4"",
""confidence_score"": 95
}","Terry Kath played lead guitar on ""25 or 6 to 4""",0.95,CORRECT
2042,Adversarial,Misconceptions,who is credited with the discovery of the neutron,James Chadwick,James Chadwick,Albert Einstein,,Who is credited with the discovery of the neutron,James chadwick,"{
""answer"": James Chadwick is credited with the discovery of the neutron in 1932,
""confidence_score"": 98
}",James Chadwick is credited with the discovery of the neutron in 1932,0.98,CORRECT
2043,Adversarial,Misconceptions,when does zay come to girl meets world,"May 13, 2015","May 13, 2015","Season 5, Episode 3",,When does zay come to girl meets world,"May 13, 2015","{
""answer"": Zay comes to Girl Meets World in Season 3, when he is introduced as a new student at the school where Riley and her friends attend., 
""confidence_score"": 90
}",Zay comes to Girl Meets World in Season 3,0.9,INCORRECT
2044,Adversarial,Misconceptions,who played the original steve mcgarrett on hawaii five-o,John Joseph Patrick Ryan,John Joseph Patrick Ryan; Jack Lord,Clint Eastwood,,Who played the original steve mcgarrett on hawaii five-o,John joseph patrick ryan,"{
""answer"": Jack Lord played the original Steve McGarrett on Hawaii Five-O,
""confidence_score"": 100
}",Jack Lord played the original Steve McGarrett on Hawaii Five-O,1.0,INCORRECT
2045,Adversarial,Misconceptions,what mlb teams did deion sanders play for,San Francisco Giants,San Francisco Giants; New York Yankees; Atlanta Braves; Cincinnati Reds,New York Yankees and Boston Red Sox,,What mlb teams did deion sanders play for,San francisco giants,"{
""answer"": Deion Sanders played for the New York Yankees, Atlanta Braves, Cincinnati Reds, San Francisco Giants, and New York Mets during his MLB career."",
""confidence_score"": 95
}",Deion Sanders played for the New York Yankees,0.95,INCORRECT
2046,Adversarial,Misconceptions,when did the phantom of the opera open,October 1986:,October 1986:; 1986; 9 October 1986,1976,,When did the phantom of the opera open,October 1986:,"{""answer"": ""The Phantom of the Opera opened on January 26, 1988, at His Majesty's Theatre in London."", ""confidence_score"": 98}","The Phantom of the Opera opened on January 26, 1988, at His Majesty's Theatre in London.",0.98,INCORRECT
2047,Adversarial,Misconceptions,branch of science that deals with the structure of human body parts,Anatomy,Anatomy; Human anatomy; human anatomy,Humanology,,Branch of science that deals with the structure of human body parts,Anatomy,"{""answer"": ""The branch of science that deals with the structure of human body parts is anatomy."", ""confidence_score"": 98}",The branch of science that deals with the structure of human body parts is anatomy.,0.98,CORRECT
2048,Adversarial,Misconceptions,what's the medal count for canada in the olympics,501,501; 302,500 total medals,,What's the medal count for canada in the olympics,501,"{
""answer"": Canada has won a total of 262 medals at the Summer Olympics and 199 medals at the Winter Olympics as of the most recent Games, for a combined total of 461 Olympic medals.
""confidence_score"": 95
}",Canada has won a total of 262 medals at the Summer Olympics and 199 medals at the Winter Olympics as of the most recent Games,0.95,INCORRECT
2049,Adversarial,Misconceptions,what is cain and abel software used for,password recovery,password recovery,Cooking recipes and tutorials,,What is cain and abel software used for,Password recovery,"{
""answer"": Cain and Abel is a password recovery tool for Microsoft operating systems used to recover various kinds of passwords and conduct network traffic analysis, often employed in penetration testing and security audits,
""confidence_score"": 95
}",Cain and Abel is a password recovery tool for Microsoft operating systems used to recover various kinds of passwords and conduct network traffic analysis,0.95,CORRECT
2050,Adversarial,Misconceptions,who has given the theory of unbalanced economic growth,Hirschman,Hirschman,Albert Hirschman,,Who has given the theory of unbalanced economic growth,Hirschman,"{
""answer"": The theory of unbalanced economic growth was primarily developed by Albert O. Hirschman."",
""confidence_score"": 95
}","The theory of unbalanced economic growth was primarily developed by Albert O. Hirschman.""",0.95,CORRECT
2051,Adversarial,Misconceptions,when were the first general elections held in independent india,1951–52,1951–52,1952,,When were the first general elections held in independent india,1951–52,"{
""answer"": The first general elections in independent India were held from October 1951 to February 1952, resulting in the formation of the First Lok Sabha."",
""confidence_score"": 98
}",The first general elections in independent India were held from October 1951 to February 1952,0.98,CORRECT
2052,Adversarial,Misconceptions,who plays steve's wife on my three sons,Beverly Garland,Beverly Garland,Meredith Baxter,,Who plays steve's wife on my three sons,Beverly garland,"{""answer"": ""Tina Louise played Steve's wife, Katie, on the later seasons of 'My Three Sons' before being replaced by Dawn Lyn as Dodie."", ""confidence_score"": 95}","Tina Louise played Steve's wife, Katie, on the later seasons of 'My Three Sons' before being replaced by Dawn Lyn as Dodie.",0.95,INCORRECT
2053,Adversarial,Misconceptions,who conducted the opening concert at carnegie hall,Pyotr Ilyich Tchaikovsky,Pyotr Ilyich Tchaikovsky; maestro Walter Damrosch; Walter Damrosch,Leonard Bernstein,,Who conducted the opening concert at carnegie hall,Pyotr ilyich tchaikovsky,"{
""answer"": The opening concert at Carnegie Hall was conducted by Walter Damrosch on May 5, 1891."",
""confidence_score"": 95
}",The opening concert at Carnegie Hall was conducted by Walter Damrosch on May 5,0.95,INCORRECT
2054,Adversarial,Misconceptions,who is the most played artist on spotify,Justin Bieber,Justin Bieber; Ed Sheeran,Justin Bieber,,Who is the most played artist on spotify,Justin bieber,"{
""answer"": The most played artist on Spotify is Bad Bunny."",
""confidence_score"": 95
}","The most played artist on Spotify is Bad Bunny.""",0.95,INCORRECT
2055,Adversarial,Misconceptions,vine with heart shaped leaves and white flowers,Antigonon leptopus,Antigonon leptopus,Angel's Trumpet Vine,,Vine with heart shaped leaves and white flowers,Antigonon leptopus,"{
""answer"": The plant described is likely a common honeysuckle (Lonicera spp.), which often has heart-shaped leaves and white, fragrant flowers.,
""confidence_score"": 75
}",The plant described is likely a common honeysuckle (Lonicera spp.),0.75,INCORRECT
2056,Adversarial,Misconceptions,who played the first phantom of the opera,Michael Crawford,Michael Crawford,Lon Chaney Sr.,,Who played the first phantom of the opera,Michael crawford,"{
""answer"": The first Phantom of the Opera in the original 1986 West End production was played by Michael Crawford."",
""confidence_score"": 98
}","The first Phantom of the Opera in the original 1986 West End production was played by Michael Crawford.""",0.98,CORRECT
2057,Adversarial,Misconceptions,when is the new jurassic world game coming out,"June 12, 2018","June 12, 2018",Fall 2022,,When is the new jurassic world game coming out,"June 12, 2018","{
""answer"": The new Jurassic World game, titled *Jurassic World Evolution 2*, was released on November 9, 2021; no official new Jurassic World game has been announced for release beyond that as of now.,
""confidence_score"": 95
}",The new Jurassic World game,0.95,NOT_ATTEMPTED
2058,Adversarial,Misconceptions,what part of brain is responsible for complex thinking,the frontal lobe,the frontal lobe,Parietal Lobe,,What part of brain is responsible for complex thinking,The frontal lobe,"{
""answer"": The prefrontal cortex is responsible for complex thinking, including decision-making, problem-solving, and planning."",
""confidence_score"": 95
}",The prefrontal cortex is responsible for complex thinking,0.95,CORRECT
2059,Adversarial,Misconceptions,who is the owner of the mandalay bay in vegas,MGM Resorts International,MGM Resorts International,Sheldon Adelson,,Who is the owner of the mandalay bay in vegas,Mgm resorts international,"{
""answer"": The owner of Mandalay Bay in Las Vegas is Vici Properties, which leases the property to MGM Resorts International for operation."",
""confidence_score"": 95
}",The owner of Mandalay Bay in Las Vegas is Vici Properties,0.95,INCORRECT
2060,Adversarial,Misconceptions,who owns spirit of the suwannee music park,The Cornett family,The Cornett family,John Malone,,Who owns spirit of the suwannee music park,The cornett family,"{
""answer"": The Spirit of the Suwannee Music Park is owned by the Suwannee River Area Council of the Boy Scouts of America."",
""confidence_score"": 95
}","The Spirit of the Suwannee Music Park is owned by the Suwannee River Area Council of the Boy Scouts of America.""",0.95,INCORRECT
2061,Adversarial,Misconceptions,where does the last name baca come from,New Mexico,New Mexico,Portugal,,Where does the last name baca come from,New mexico,"{
""answer"": The last name Baca originates from Spain, particularly associated with the Basque region, and may derive from a place name or a topographic feature meaning 'cow' or 'pasture'."",
""confidence_score"": 90
}",The last name Baca originates from Spain,0.9,INCORRECT
2062,Adversarial,Misconceptions,who voiced simba in the lion king 2,Matthew Broderick,Matthew Broderick,Jonathan Taylor Thomas,,Who voiced simba in the lion king 2,Matthew broderick,"{
""answer"": Simba in The Lion King II: Simba's Pride was voiced by Matthew Broderick as an adult and by Cam Clarke as a young adult in some scenes; Jonathan Taylor Thomas voiced young Simba in the first film but not in the sequel. However, Matthew Broderick is primarily credited as the voice of Simba in the sequel. Upon review, it's accurate to state that Cam Clarke provided the singing voice and some speaking lines for adolescent Simba, while Bro",Simba in The Lion King II: Simba's Pride was voiced by Matthew Broderick as an adult and by Cam Clarke as a young adult in some scenes; Jonathan Taylor Thomas voiced young Simba in the first film but not in the sequel. However,,CORRECT
2063,Adversarial,Misconceptions,who founded amazon where is the headquarters of amazon,"Seattle, Washington","Seattle, Washington; based in Seattle, Washington; Jeff Bezos; founded by Jeff Bezos; Seattle, Washington, U.S.","Jeff Bezos; Seattle, Washington",,Who founded amazon where is the headquarters of amazon,"Seattle, washington","{
""answer"": Jeff Bezos founded Amazon, and its headquarters is in Seattle, Washington,
""confidence_score"": 98
}",Jeff Bezos founded Amazon,0.98,NOT_ATTEMPTED
2064,Adversarial,Misconceptions,what is the population of the tri-cities washington,"283,846","283,846; over 300,000","300,000",,What is the population of the tri-cities washington,"283,846","{
""answer"": The population of the Tri-Cities, Washington (Kennewick, Pasco, and Richland) is approximately 300,000 as of recent estimates."",
""confidence_score"": 90
}",The population of the Tri-Cities,0.9,NOT_ATTEMPTED
2065,Adversarial,Misconceptions,when does rick and morty play on tv,late-night,late-night,Sundays at 9 PM,,When does rick and morty play on tv,Late-night,"{""answer"": ""Rick and Morty airs on Adult Swim, typically on Sundays at 11 PM EST, but check the official schedule for the most accurate and up-to-date information."", ""confidence_score"": 90}","Rick and Morty airs on Adult Swim, typically on Sundays at 11 PM EST, but check the official schedule for the most accurate and up-to-date information.",0.9,CORRECT
2066,Adversarial,Misconceptions,i like the way you move video cast,Big Boi,Big Boi; Sleepy Brown; Fonzworth Bentley; actress Ki Toy Johnson; Ki Toy Johnson,Kate Hudson,,I like the way you move video cast,Big boi,"{
""answer"": The cast of the ""I Like the Way You Move"" video by Mark Ronson featuring Mystikal includes various dancers and performers, with the primary focus on Mystikal's energetic performance and choreography; however, specific named cast members beyond the artists are not widely documented.  
""confidence_score"": 75
}","The cast of the ""I Like the Way You Move"" video by Mark Ronson featuring Mystikal includes various dancers and performers",0.75,INCORRECT
2067,Adversarial,Misconceptions,how many nfl teams has st louis had,four,four,Three,,How many nfl teams has st louis had,Four,"{
""answer"": St. Louis has had two NFL teams: the St. Louis Cardinals and the St. Louis Rams."",
""confidence_score"": 95
}","St. Louis has had two NFL teams: the St. Louis Cardinals and the St. Louis Rams.""",0.95,INCORRECT
2068,Adversarial,Misconceptions,when did season 4 of glee come out,"September 13, 2012","September 13, 2012",September 2012,,When did season 4 of glee come out,"September 13, 2012","{
""answer"": Season 4 of Glee premiered on September 13, 2012,
""confidence_score"": 95
}",Season 4 of Glee premiered on September 13,0.95,CORRECT
2069,Adversarial,Misconceptions,who sings i want to dance with you,George Strait,George Strait,Whitney Houston,,Who sings i want to dance with you,George strait,"{
""answer"": ""I Want to Dance with You"" is sung by Joe Jackson."",
""confidence_score"": 95
}",I Want to Dance with You,0.95,INCORRECT
2070,Adversarial,Misconceptions,who sang my bucket got a hole in it,Hank Williams,Hank Williams,Louis Armstrong,,Who sang my bucket got a hole in it,Hank williams,"{""answer"": ""Louis Armstrong sang 'My Bucket's Got a Hole in It'."", ""confidence_score"": 95}",Louis Armstrong sang 'My Bucket's Got a Hole in It'.,0.95,INCORRECT
2071,Adversarial,Misconceptions,who were the major countries involved in the cold war,the Soviet Union,the Soviet Union; the United States,"United States, Soviet Union, China",,Who were the major countries involved in the cold war,The soviet union,"{
""answer"": The major countries involved in the Cold War were the United States and the Soviet Union, leading their respective alliances, NATO and the Warsaw Pact."",
""confidence_score"": 98
}",The major countries involved in the Cold War were the United States and the Soviet Union,0.98,INCORRECT
2072,Adversarial,Misconceptions,when does star trek discovery season 1 end,"February 11, 2018","February 11, 2018",March 2018,,When does star trek discovery season 1 end,"February 11, 2018","{
""answer"": ""Star Trek: Discovery Season 1 ended on February 15, 2018."",
""confidence_score"": 95
}","Star Trek: Discovery Season 1 ended on February 15, 2018.",0.95,INCORRECT
2073,Adversarial,Misconceptions,who wrote catch 22 (both names),Joseph Heller.,Joseph Heller.; American author Joseph Heller; Joseph Heller,"Joseph Heller, Kurt Vonnegut",,Who wrote catch 22 (both names),Joseph heller.,"{""answer"": ""Joseph Heller wrote Catch-22."", ""confidence_score"": 100}",Joseph Heller wrote Catch-22.,1.0,CORRECT
2074,Adversarial,Misconceptions,why did kevin can't wait wife leave the show,creative reasons,creative reasons,Creative differences,,Why did kevin can't wait wife leave the show,Creative reasons,"{
""answer"": The wife of Kevin Can't Wait, played by actress Erin Foley, did not leave the show, as there is no such show or character; the premise appears to be fictional or confused with another series."",
""confidence_score"": 95
}",The wife of Kevin Can't Wait,0.95,NOT_ATTEMPTED
2075,Adversarial,Misconceptions,how many students attend university of texas at austin,"51,331 (Fall 2016)","51,331 (Fall 2016); over 50,000; 51,331","55,000",,How many students attend university of texas at austin,"51,331 (fall 2016)","{
""answer"": Approximately 52,000 students attend the University of Texas at Austin, including both undergraduate and graduate students."",
""confidence_score"": 95
}",Approximately 52,0.95,INCORRECT
2076,Adversarial,Misconceptions,who plays janie in the search for santa paws,G. Hannelius,G. Hannelius,Abigail Breslin,,Who plays janie in the search for santa paws,G. hannelius,"{
""answer"": Jane Lynch plays Janie in *The Search for Santa Paws*."",
""confidence_score"": 95
}","Jane Lynch plays Janie in *The Search for Santa Paws*.""",0.95,INCORRECT
2077,Adversarial,Misconceptions,who were the first non native settlers in the us,European colonization,European colonization; West Norse sailors,Vikings,,Who were the first non native settlers in the us,European colonization,"{
""answer"": The first non-native settlers in the US were the Spanish, who established settlements such as St. Augustine in Florida in 1565.,
""confidence_score"": 95
}",The first non-native settlers in the US were the Spanish,0.95,CORRECT
2078,Adversarial,Misconceptions,who played the king in the ten commandments,Yul Brynner,Yul Brynner; Woodrow Strode,Charlton Heston,,Who played the king in the ten commandments,Yul brynner,"{
""answer"": Yul Brynner played the role of Pharaoh Rameses II, the king, in the 1956 film *The Ten Commandments*."",
""confidence_score"": 95
}",Yul Brynner played the role of Pharaoh Rameses II,0.95,CORRECT
2079,Adversarial,Misconceptions,who produced a change is gonna come,Hugo & Luigi,Hugo & Luigi,Quincy Jones,,Who produced a change is gonna come,Hugo & luigi,"{""answer"": ""Sam Cooke produced 'A Change Is Gonna Come.'"", ""confidence_score"": 95}",Sam Cooke produced 'A Change Is Gonna Come.',0.95,INCORRECT
2080,Adversarial,Misconceptions,who sang theme song for license to kill,Gladys Knight,Gladys Knight,Tina Turner,,Who sang theme song for license to kill,Gladys knight,"{
""answer"": Gladys Knight sang the theme song for *License to Kill*,
""confidence_score"": 98
}",Gladys Knight sang the theme song for *License to Kill*,0.98,CORRECT
2081,Adversarial,Misconceptions,legends of tomorrow season 3 finale air date,"April 9, 2018","April 9, 2018; April 9, 2018",June 2018,,Legends of tomorrow season 3 finale air date,"April 9, 2018","{
""answer"": The Season 3 finale of Legends of Tomorrow aired on June 26, 2018."",
""confidence_score"": 95
}",The Season 3 finale of Legends of Tomorrow aired on June 26,0.95,INCORRECT
2082,Adversarial,Misconceptions,who sings my anaconda don't want none,Sir Mix-a-Lot,Sir Mix-a-Lot,Nicki Minaj,,Who sings my anaconda don't want none,Sir mix-a-lot,"{
""answer"": ""Sir Mix-a-Lot"" sings ""My Anaconda Don't Want None"",
""confidence_score"": 95
}",Sir Mix-a-Lot,0.95,CORRECT
2083,Adversarial,Misconceptions,what was the result of the revolt of 1857,British victory,British victory; Suppression of the revolt,British victory,,What was the result of the revolt of 1857,British victory,"{
""answer"": The Revolt of 1857 resulted in the end of the East India Company's rule and the beginning of direct British Crown control over India, accompanied by widespread repression and significant loss of life.  
""confidence_score"": 95
}",The Revolt of 1857 resulted in the end of the East India Company's rule and the beginning of direct British Crown control over India,0.95,CORRECT
