Unnamed: 0,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,problem,answer,raw_responses,responses,confidences,accuracies
3727,6074424,United Baptist Church,country,United States of America,2731102,182,988513,[],"[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q7887509,http://www.wikidata.org/entity/Q30,"United Baptist Church (Newport, Rhode Island)",United States,160,1629691,In what country is United Baptist Church?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]","{
""answer"": ""United Baptist Church is not a single organization tied to one country; the United Baptist denomination exists in multiple countries (notably Canada, the United States, and others)."",
""confidence_score"": 85
}","United Baptist Church is not a single organization tied to one country; the United Baptist denomination exists in multiple countries (notably Canada, the United States, and others).",0.85,INCORRECT
11510,655232,Patrick Edema,sport,association football,276859,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q14944333,http://www.wikidata.org/entity/Q2736,Patrick Edema,Association football,49,197767,What sport does Patrick Edema play?,"[""association football"", ""football"", ""soccer""]","{
""answer"": ""Patrick Edema is a Ugandan professional football (soccer) player who plays as a forward/striker."",
""confidence_score"": 90
}",Patrick Edema is a Ugandan professional football (soccer) player who plays as a forward/striker.,0.9,CORRECT
6044,5963044,The Wacky World of Mother Goose,director,Jules Bass,2676993,526,239775,"[""Wacky World of Mother Goose""]",[],http://www.wikidata.org/entity/Q7773176,http://www.wikidata.org/entity/Q1442364,The Wacky World of Mother Goose,Jules Bass,562,3041,Who was the director of The Wacky World of Mother Goose?,"[""Jules Bass""]","{
""answer"": ""The director of The Wacky World of Mother Goose was Arthur Rankin Jr. (often credited alongside Jules Bass as producers/directors of Rankin/Bass productions)."",
""confidence_score"": 85
}",The director of The Wacky World of Mother Goose was Arthur Rankin Jr. (often credited alongside Jules Bass as producers/directors of Rankin/Bass productions).,0.85,INCORRECT
7806,6428978,Kozan,capital of,Armenian Kingdom of Cilicia,2893180,97,1099980,"[""Sis""]","[""Little Armenia""]",http://www.wikidata.org/entity/Q926426,http://www.wikidata.org/entity/Q335088,"Kozan, Adana",Armenian Kingdom of Cilicia,835,11767,What is Kozan the capital of?,"[""Armenian Kingdom of Cilicia"", ""Little Armenia""]","{
""answer"": ""Kozan is the capital (administrative seat) of Kozan District in Adana Province, Turkey."",
""confidence_score"": 95
}","Kozan is the capital (administrative seat) of Kozan District in Adana Province, Turkey.",0.95,INCORRECT
8347,5907057,The Accused,screenwriter,Mario Soffici,2648243,533,44376,"[""Los acusados"",""Accused""]",[],http://www.wikidata.org/entity/Q7712235,http://www.wikidata.org/entity/Q10752256,The Accused (1960 film),Mario Soffici,56,127,Who was the screenwriter for The Accused?,"[""Mario Soffici"", ""Marco Denevi"", ""Marco Denev""]","{""answer"":""The screenplay for the 1988 film The Accused was written by Tom Topor (screenplay) and Jonathan Kaplan (story credit shared with Topor); primary credited screenwriter: Tom Topor."",""confidence_score"":85}",The screenplay for the 1988 film The Accused was written by Tom Topor (screenplay) and Jonathan Kaplan (story credit shared with Topor); primary credited screenwriter: Tom Topor.,0.85,INCORRECT
1524,1178924,I Lost My Heart in Heidelberg,genre,musical film,524400,91,2842261,[],"[""musical movie""]",http://www.wikidata.org/entity/Q17101486,http://www.wikidata.org/entity/Q842256,I Lost My Heart in Heidelberg (1952 film),Musical film,98,22860,What genre is I Lost My Heart in Heidelberg?,"[""musical film"", ""musical movie""]","{
""answer"": ""I Lost My Heart in Heidelberg is a 1926 German silent romantic film (romance/drama), often classified as a romantic melodrama."",
""confidence_score"": 88
}","I Lost My Heart in Heidelberg is a 1926 German silent romantic film (romance/drama), often classified as a romantic melodrama.",0.88,INCORRECT
8035,205434,Public Access,screenwriter,Christopher McQuarrie,82928,533,1108105,[],[],http://www.wikidata.org/entity/Q1141177,http://www.wikidata.org/entity/Q337658,Public Access,Christopher McQuarrie,1390,16883,Who was the screenwriter for Public Access?,"[""Bryan Singer"", ""Bryan Jay Singer"", ""Christopher McQuarrie""]","{""answer"":""The screenwriter for the 1993 film Public Access was Bryan Goluboff."",""confidence_score"":92}",The screenwriter for the 1993 film Public Access was Bryan Goluboff.,0.92,INCORRECT
10599,4094476,Fascinating Rhythm,composer,George Gershwin,1792104,639,135132,[],"[""Jacob Gershvin"",""Jacob Bruskin Gershowitz"",""George Jacob Gershwin"",""Dzhordzh Gershvin""]",http://www.wikidata.org/entity/Q5436654,http://www.wikidata.org/entity/Q123829,Fascinating Rhythm,George Gershwin,1380,42269,Who was the composer of Fascinating Rhythm?,"[""George Gershwin"", ""Jacob Gershvin"", ""Jacob Bruskin Gershowitz"", ""George Jacob Gershwin"", ""Dzhordzh Gershvin""]","{
""answer"": ""Fascinating Rhythm was composed by George Gershwin (music) with lyrics by Ira Gershwin."",
""confidence_score"": 100
}",Fascinating Rhythm was composed by George Gershwin (music) with lyrics by Ira Gershwin.,1.0,CORRECT
2785,1830760,"Princess Mary, Duchess of Gloucester and Edinburgh",father,George III of Great Britain,806238,257,149229,"[""Mary Hanover, Princess of the United Kingdom"",""Princess Mary of the United Kingdom"",""Mary of the United Kingdom"",""Mary, Duchess of Gloucester and Edinburgh"",""Mary""]","[""George III of the United Kingdom"",""George William Frederick"",""George William Frederick Hanover"",""George Hanover"",""roi de Grande-Bretagne Georges III"",""King of Great Britain George III"",""King George III"",""re di Gran Bretagna e Irlanda George III"",""Elector and King of Hanover George III"",""Georg Wilhelm Friedrich"",""K\u00f6nig Georg III. Gro\u00dfbritannien"",""George III, King of Great Britain"",""George III"",""Farmer George""]",http://www.wikidata.org/entity/Q236586,http://www.wikidata.org/entity/Q127318,"Princess Mary, Duchess of Gloucester and Edinburgh",George III,5376,187035,"Who is the father of Princess Mary, Duchess of Gloucester and Edinburgh?","[""George III of Great Britain"", ""George III of the United Kingdom"", ""George William Frederick"", ""George William Frederick Hanover"", ""George Hanover"", ""roi de Grande-Bretagne Georges III"", ""King of Great Britain George III"", ""King George III"", ""re di Gran Bretagna e Irlanda George III"", ""Elector and King of Hanover George III"", ""Georg Wilhelm Friedrich"", ""König Georg III. Großbritannien"", ""George III, King of Great Britain"", ""George III"", ""Farmer George""]","{
""answer"": ""Her father was King George III of the United Kingdom."",
""confidence_score"": 95
}",Her father was King George III of the United Kingdom.,0.95,CORRECT
9345,501017,"Sex, Lies, and Videotape",screenwriter,Steven Soderbergh,206013,533,19659,[],"[""Steven Andrew Soderbergh"",""Peter Andrews"",""Mary Ann Bernard""]",http://www.wikidata.org/entity/Q1367548,http://www.wikidata.org/entity/Q103917,"Sex, Lies, and Videotape",Steven Soderbergh,37262,66941,"Who was the screenwriter for Sex, Lies, and Videotape?","[""Steven Soderbergh"", ""Steven Andrew Soderbergh"", ""Peter Andrews"", ""Mary Ann Bernard""]","{
""answer"": ""The screenwriter for Sex, Lies, and Videotape was Steven Soderbergh (who wrote the screenplay)."",
""confidence_score"": 95
}","The screenwriter for Sex, Lies, and Videotape was Steven Soderbergh (who wrote the screenplay).",0.95,CORRECT
325,6493078,Amitabh Bachchan,occupation,film producer,2917223,22,1077200,"[""Big B""]","[""movie producer"",""producer""]",http://www.wikidata.org/entity/Q9570,http://www.wikidata.org/entity/Q3282637,Amitabh Bachchan,Film producer,306074,58642,What is Amitabh Bachchan's occupation?,"[""film producer"", ""movie producer"", ""producer"", ""actor"", ""actress"", ""actors"", ""actresses""]","{
""answer"": ""Amitabh Bachchan is an Indian film actor, film producer, television host, and former politician, best known as a leading actor in Hindi cinema."",
""confidence_score"": 95
}","Amitabh Bachchan is an Indian film actor, film producer, television host, and former politician, best known as a leading actor in Hindi cinema.",0.95,CORRECT
9142,4573409,Irandam Ulagam,screenwriter,K. Selvaraghavan,2017148,533,2551641,"[""The Second World""]",[],http://www.wikidata.org/entity/Q6067148,http://www.wikidata.org/entity/Q7448862,Irandaam Ulagam,Selvaraghavan,4854,47084,Who was the screenwriter for Irandam Ulagam?,"[""K. Selvaraghavan""]","{
""answer"": ""The screenwriter for Irandam Ulagam was A. R. Rahman (story and screenplay credited to A. R. Rahman and director Selvaraghavan, with the screenplay primarily by Selvaraghavan),"",
""confidence_score"": 65
}","The screenwriter for Irandam Ulagam was A. R. Rahman (story and screenplay credited to A. R. Rahman and director Selvaraghavan, with the screenplay primarily by Selvaraghavan),",0.65,INCORRECT
5615,3492951,Bhagwan Dada,producer,Rakesh Roshan,1508991,164,208998,[],"[""Rakesh Roshan Lal Nagrath""]",http://www.wikidata.org/entity/Q4900665,http://www.wikidata.org/entity/Q1373377,Bhagwaan Dada,Rakesh Roshan,3072,30985,Who was the producer of Bhagwan Dada?,"[""Rakesh Roshan"", ""Rakesh Roshan Lal Nagrath""]","{
""answer"": ""Bhagwan Dada (film) was produced by A.K. Nadiadwala."",
""confidence_score"": 65
}",Bhagwan Dada (film) was produced by A.K. Nadiadwala.,0.65,INCORRECT
9059,2645554,Adam,screenwriter,Peter Lord,1140055,533,694807,[],[],http://www.wikidata.org/entity/Q348511,http://www.wikidata.org/entity/Q1975096,Adam (1992 film),Peter Lord,483,3621,Who was the screenwriter for Adam?,"[""Peter Lord""]","{
""answer"": ""The screenwriter for the 2009 short film 'Adam' was director and writer Max Mayer (screenplay by Max Mayer)."",
""confidence_score"": 70
}",The screenwriter for the 2009 short film 'Adam' was director and writer Max Mayer (screenplay by Max Mayer).,0.7,INCORRECT
1490,2320559,Marble,genre,pop music,1012303,91,1193964,[],"[""pop"",""Pop""]",http://www.wikidata.org/entity/Q307218,http://www.wikidata.org/entity/Q37073,Marble (band),Pop music,191,286065,What genre is Marble?,"[""pop music"", ""pop"", ""Pop""]","{
""answer"": ""Marble is a puzzle-platformer video game."",
""confidence_score"": 75
}",Marble is a puzzle-platformer video game.,0.75,INCORRECT
3548,6167732,Wiconisco Township,country,United States of America,2781846,182,988513,[],"[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q7998484,http://www.wikidata.org/entity/Q30,"Wiconisco Township, Dauphin County, Pennsylvania",United States,100,1629691,In what country is Wiconisco Township?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]","{
""answer"": ""Wiconisco Township is in the United States of America."",
""confidence_score"": 95
}",Wiconisco Township is in the United States of America.,0.95,CORRECT
8709,2035289,Eve,screenwriter,Kenneth Biller,891688,533,1556768,[],[],http://www.wikidata.org/entity/Q2648421,http://www.wikidata.org/entity/Q4992506,Eve (The X-Files),Kenneth Biller,3384,611,Who was the screenwriter for Eve?,"[""Chris Brancato"", ""Kenneth Biller""]","{""answer"":""If you mean the 2008 British television sitcom Eve, the principal writer (screenwriter) was Joanna Scanlan; if you mean the 2015 film Eve (short) it was written by Natalie Fenton (also credited writer/director), and if you mean the 2018 film Eve it was written by Dave Vento—please specify which 'Eve' you mean."",""confidence_score"":45}","If you mean the 2008 British television sitcom Eve, the principal writer (screenwriter) was Joanna Scanlan; if you mean the 2015 film Eve (short) it was written by Natalie Fenton (also credited writer/director), and if you mean the 2018 film Eve it was written by Dave Vento—please specify which 'Eve' you mean.",0.45,INCORRECT
11422,2876696,Matteo Pivotto,sport,association football,1232297,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q3852180,http://www.wikidata.org/entity/Q2736,Matteo Pivotto,Association football,61,197767,What sport does Matteo Pivotto play?,"[""association football"", ""football"", ""soccer""]","{
""answer"": ""Matteo Pivotto is an Italian football (soccer) player who played as a defender."",
""confidence_score"": 90
}",Matteo Pivotto is an Italian football (soccer) player who played as a defender.,0.9,CORRECT
1870,4135485,Liberation,genre,black metal,1813599,91,172721,[],"[""Black Metal""]",http://www.wikidata.org/entity/Q547930,http://www.wikidata.org/entity/Q132438,Liberation (1349 album),Black metal,292,47046,What genre is Liberation?,"[""black metal"", ""Black Metal""]","{""answer"":""Liberation is a 2023 action role-playing game (RPG)."",""confidence_score"":65}",Liberation is a 2023 action role-playing game (RPG).,0.65,INCORRECT
6454,6161740,What I Know,director,Patty Jenkins,2778487,526,1339644,[],"[""Patricia Lea \""Patty\"" Jenkins"",""Patricia Lea Jenkins""]",http://www.wikidata.org/entity/Q7991171,http://www.wikidata.org/entity/Q456910,What I Know,Patty Jenkins,599,19603,Who was the director of What I Know?,"[""Patty Jenkins"", ""Patricia Lea \""Patty\"" Jenkins"", ""Patricia Lea Jenkins""]","{
""answer"": ""The director of What I Know is Belinda Chiu."",
""confidence_score"": 38
}",The director of What I Know is Belinda Chiu.,0.38,INCORRECT
11144,17932,Marcellus II,religion,Catholic Church,7445,106,2918816,"[""Marcello Cervini degli Spannochi"",""Pope Marcellus II"",""pape Marcel II"",""Marcello Cervini"",""Marcellus PP. II"",""papa Marcello II"",""Marcellus II. Papst""]","[""Roman Catholic Church"",""Church"",""Roman Apostolic Catholic Church""]",http://www.wikidata.org/entity/Q101776,http://www.wikidata.org/entity/Q9592,Pope Marcellus II,Catholic Church,1695,195995,What is the religion of Marcellus II?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]","{
""answer"": ""Marcellus II was Roman Catholic."",
""confidence_score"": 95
}",Marcellus II was Roman Catholic.,0.95,CORRECT
12271,5419569,Perfect,author,Ellen Hopkins,2409774,484,1199000,[],"[""Ellen Louise Hopkins""]",http://www.wikidata.org/entity/Q7167934,http://www.wikidata.org/entity/Q3723492,Perfect (Hopkins novel),Ellen Hopkins,207,2084,Who is the author of Perfect?,"[""Ellen Hopkins"", ""Ellen Louise Hopkins""]","{
""answer"": ""The author of the novel 'Perfect' (2011) is Natasha Friend."",
""confidence_score"": 85
}",The author of the novel 'Perfect' (2011) is Natasha Friend.,0.85,INCORRECT
4968,774682,Back to Black,producer,Mark Ronson,330147,164,1291220,[],"[""Mark Daniel Ronson"",""DJ Ronson""]",http://www.wikidata.org/entity/Q156670,http://www.wikidata.org/entity/Q425821,Back to Black,Mark Ronson,27659,115303,Who was the producer of Back to Black?,"[""Salaam Remi"", ""Salaam Gibbs"", ""salaamremi.com"", ""The Chameleon"", ""Salaam Remi Gibbs"", ""Mark Ronson"", ""Mark Daniel Ronson"", ""DJ Ronson""]","{
""answer"": ""Mark Ronson produced most of Amy Winehouse's album Back to Black (with additional production by Salaam Remi on some tracks)."",
""confidence_score"": 95
}",Mark Ronson produced most of Amy Winehouse's album Back to Black (with additional production by Salaam Remi on some tracks).,0.95,CORRECT
7245,4923198,Becoming,director,Joss Whedon,2171001,526,983942,[],"[""Joseph Hill Whedon""]",http://www.wikidata.org/entity/Q649543,http://www.wikidata.org/entity/Q298025,Becoming (Buffy the Vampire Slayer),Joss Whedon,1690,122100,Who was the director of Becoming?,"[""Joss Whedon"", ""Joseph Hill Whedon""]","{
""answer"": ""Becoming (2020 documentary about Michelle Obama) was directed by Nadia Hallgren."",
""confidence_score"": 95
}",Becoming (2020 documentary about Michelle Obama) was directed by Nadia Hallgren.,0.95,INCORRECT
10139,1596744,Yesterday,composer,Paul McCartney,712161,639,874634,[],"[""Sir Paul McCartney"",""Macca"",""James Paul McCartney""]",http://www.wikidata.org/entity/Q202698,http://www.wikidata.org/entity/Q2599,Yesterday (Beatles song),Paul McCartney,24406,373862,Who was the composer of Yesterday?,"[""John Lennon"", ""John Winston Ono Lennon"", ""John Winston Lennon"", ""Lennon John"", ""John Ono Lennon"", ""Paul McCartney"", ""Sir Paul McCartney"", ""Macca"", ""James Paul McCartney""]","{
""answer"": ""Paul McCartney (credited to the Lennon–McCartney songwriting partnership)."",
""confidence_score"": 100
}",Paul McCartney (credited to the Lennon–McCartney songwriting partnership).,1.0,CORRECT
710,2167964,Gerard Thomas,place of birth,Antwerp,947718,218,156571,"[""G. Thomas"",""J. Thomas"",""Thomason"",""v. Thomasson"",""Thomas"",""Gerard Tomasz."",""Geraerdt Thomas"",""Thomassin [rejected]"",""G\u00e9rard Thomas""]","[""Antwerpen"",""City of Antwerp"",""Anvers""]",http://www.wikidata.org/entity/Q2847474,http://www.wikidata.org/entity/Q12892,Gerard Thomas,Antwerp,97,60419,In what city was Gerard Thomas born?,"[""Antwerp"", ""Antwerpen"", ""City of Antwerp"", ""Anvers""]","{""answer"":""Gerard Thomas was born in Antwerp, Belgium."",""confidence_score"":75}","Gerard Thomas was born in Antwerp, Belgium.",0.75,CORRECT
2794,5695439,Sarfaraz Khan,father,Shuja-ud-Din Muhammad Khan,2540011,257,2568116,[],"[""Mirza Shuja ud-din Muhammad Khan""]",http://www.wikidata.org/entity/Q7423869,http://www.wikidata.org/entity/Q7504779,Sarfaraz Khan,Shuja-ud-Din Muhammad Khan,2239,2159,Who is the father of Sarfaraz Khan?,"[""Shuja-ud-Din Muhammad Khan"", ""Mirza Shuja ud-din Muhammad Khan""]","{""answer"":""The father of Indian cricketer Sarfaraz Khan is Khurshid Raza Khan."",""confidence_score"":65}",The father of Indian cricketer Sarfaraz Khan is Khurshid Raza Khan.,0.65,INCORRECT
13689,6338836,Thailand,capital,Bangkok,2858195,422,628348,"[""Kingdom of Thailand"",""th"",""Siam"",""\ud83c\uddf9\ud83c\udded"",""Land of Smiles"",""THA""]","[""Krung Thep"",""Krungthepmahanakhon Amonrattanakosin Mahintharayutthaya Mahadilokphop Noppharatratchathaniburirom Udomratchaniwetmahasathan Amonphimanawatansathit Sakkathattiyawitsanukamprasit"",""Krung Thep Maha Nakhon""]",http://www.wikidata.org/entity/Q869,http://www.wikidata.org/entity/Q1861,Thailand,Bangkok,249163,81200,What is the capital of Thailand?,"[""Bangkok"", ""Krung Thep"", ""Krungthepmahanakhon Amonrattanakosin Mahintharayutthaya Mahadilokphop Noppharatratchathaniburirom Udomratchaniwetmahasathan Amonphimanawatansathit Sakkathattiyawitsanukamprasit"", ""Krung Thep Maha Nakhon""]","{
""answer"": ""The capital of Thailand is Bangkok."",
""confidence_score"": 100
}",The capital of Thailand is Bangkok.,1.0,CORRECT
3087,1468621,Matthew Henry Richey,father,Matthew Richey,655940,257,2263781,[],[],http://www.wikidata.org/entity/Q1909527,http://www.wikidata.org/entity/Q6791127,Matthew Henry Richey,Matthew Richey,90,52,Who is the father of Matthew Henry Richey?,"[""Matthew Richey""]","{
""answer"": ""The father of Matthew Henry Richey was William Richey."",
""confidence_score"": 85
}",The father of Matthew Henry Richey was William Richey.,0.85,INCORRECT
7816,6337451,Minas,capital of,Lavalleja Department,2857693,97,1352156,[],[],http://www.wikidata.org/entity/Q868205,http://www.wikidata.org/entity/Q460435,"Minas, Uruguay",Lavalleja Department,483,377,What is Minas the capital of?,"[""Lavalleja Department""]","{""answer"": ""Minas is the capital of the Lavalleja Department in southeastern Uruguay."", ""confidence_score"": 95}",Minas is the capital of the Lavalleja Department in southeastern Uruguay.,0.95,CORRECT
10792,3381403,Artaserse,composer,Leonardo Vinci,1454242,639,978800,[],[],http://www.wikidata.org/entity/Q4797347,http://www.wikidata.org/entity/Q29577,Artaserse (Vinci),Leonardo Vinci,1080,2532,Who was the composer of Artaserse?,"[""Leonardo Vinci""]","{
""answer"": ""Artaserse is an opera composed by Johann Adolph Hasse (with other settings by composers such as Leonardo Vinci and Johann Christian Bach), but the best-known 1730 setting was by Leonardo Vinci and the most famous revival was Hasse's 1730s setting—commonly Hasse is credited."", 
""confidence_score"": 40
}","Artaserse is an opera composed by Johann Adolph Hasse (with other settings by composers such as Leonardo Vinci and Johann Christian Bach), but the best-known 1730 setting was by Leonardo Vinci and the most famous revival was Hasse's 1730s setting—commonly Hasse is credited.",0.4,INCORRECT
3644,2782790,Long Lake,country,United States of America,1194398,182,988513,"[""Long Lake, New York""]","[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q3708688,http://www.wikidata.org/entity/Q30,"Long Lake, New York",United States,947,1629691,In what country is Long Lake?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]","{""answer"":""There are many lakes named Long Lake; without additional context the most common is Long Lake in the United States (e.g., Long Lake, Minnesota), but Long Lake also refers to lakes in Canada and other countries."",""confidence_score"":30}","There are many lakes named Long Lake; without additional context the most common is Long Lake in the United States (e.g., Long Lake, Minnesota), but Long Lake also refers to lakes in Canada and other countries.",0.3,CORRECT
2257,2969575,Airline Disaster,genre,disaster film,1271642,91,2845335,[],"[""disaster movie""]",http://www.wikidata.org/entity/Q408780,http://www.wikidata.org/entity/Q846544,Airline Disaster,Disaster film,635,13381,What genre is Airline Disaster?,"[""disaster film"", ""disaster movie""]","{
""answer"": ""Airline Disaster is a 2010 Canadian science fiction disaster television film (genre: science fiction/disaster),"",
""confidence_score"": 85
}","Airline Disaster is a 2010 Canadian science fiction disaster television film (genre: science fiction/disaster),",0.85,INCORRECT
4684,1438767,Crash,producer,Don Cheadle,643513,164,915715,[],[],http://www.wikidata.org/entity/Q188000,http://www.wikidata.org/entity/Q272019,Crash (2004 film),Don Cheadle,69270,91484,Who was the producer of Crash?,"[""Don Cheadle"", ""Paul Haggis"", ""Paul Edward Haggis""]","{
""answer"": ""Paul Haggis and Robert Mitasco were producers of the 2004 film Crash, with Paul Haggis also serving as writer and co-director and Robert Mitasco credited as a producer; additional producers included Cathy Schulman and Matthew Libatique (executive producers varied by version)."",
""confidence_score"": 40
}","Paul Haggis and Robert Mitasco were producers of the 2004 film Crash, with Paul Haggis also serving as writer and co-director and Robert Mitasco credited as a producer; additional producers included Cathy Schulman and Matthew Libatique (executive producers varied by version).",0.4,INCORRECT
1178,2733225,In the Navy,genre,comedy film,1174738,91,336148,[],"[""comedy movie""]",http://www.wikidata.org/entity/Q3612440,http://www.wikidata.org/entity/Q157443,In the Navy (film),Comedy film,753,36816,What genre is In the Navy?,"[""comedy film"", ""comedy movie""]","{
""answer"": ""In the Navy is a disco song (sung by the Village People)."",
""confidence_score"": 95
}",In the Navy is a disco song (sung by the Village People).,0.95,INCORRECT
5641,1396880,The Americanization of Emily,producer,Paddy Chayefsky,624954,164,582883,"[""Americanization of Emily""]","[""Sidney Aaron Chayefsky""]",http://www.wikidata.org/entity/Q1852239,http://www.wikidata.org/entity/Q180251,The Americanization of Emily,Paddy Chayefsky,3539,9420,Who was the producer of The Americanization of Emily?,"[""Paddy Chayefsky"", ""Sidney Aaron Chayefsky"", ""William Bradford Huie"", ""William Bradford""]","{
""answer"": ""The producer of The Americanization of Emily was Martin Ransohoff."",
""confidence_score"": 95
}",The producer of The Americanization of Emily was Martin Ransohoff.,0.95,INCORRECT
9945,5453472,Pilot,screenwriter,Dan Harmon,2425226,533,749233,"[""Community pilot""]","[""Daniel James Harmon""]",http://www.wikidata.org/entity/Q7194337,http://www.wikidata.org/entity/Q2150289,Pilot (Community),Dan Harmon,1921,51432,Who was the screenwriter for Pilot?,"[""Dan Harmon"", ""Daniel James Harmon""]","{""answer"":""There are many TV pilots titled \""Pilot\""; without the specific series or year it's impossible to identify a single screenwriter."",""confidence_score"":95}","There are many TV pilots titled \""Pilot\""; without the specific series or year it's impossible to identify a single screenwriter.",0.95,NOT_ATTEMPTED
5504,3338044,Angel,producer,Ganesh Acharya,1433753,164,1835747,[],[],http://www.wikidata.org/entity/Q4762039,http://www.wikidata.org/entity/Q5520821,Angel (2011 film),Ganesh Acharya,1250,11790,Who was the producer of Angel?,"[""Ganesh Acharya""]","{""answer"":""If you mean the 1987 film Angel starring Marianne Faithfull, it was produced by Pierre Grimblat; if you mean the TV series Angel (1999–2004), it was developed by Joss Whedon and produced by David Greenwalt and Joss Whedon (among others)."",""confidence_score"":72}","If you mean the 1987 film Angel starring Marianne Faithfull, it was produced by Pierre Grimblat; if you mean the TV series Angel (1999–2004), it was developed by Joss Whedon and produced by David Greenwalt and Joss Whedon (among others).",0.72,INCORRECT
7641,4296388,Gun,director,Harish Raj,1884928,526,402228,[],[],http://www.wikidata.org/entity/Q5618279,http://www.wikidata.org/entity/Q16216022,Gun (2011 film),Harish Raj,259,1041,Who was the director of Gun?,"[""Harish Raj""]","{""answer"":""If you mean the 2010 Hindi film 'Gun', the director was Nikhil Advani."",""confidence_score"":75}","If you mean the 2010 Hindi film 'Gun', the director was Nikhil Advani.",0.75,INCORRECT
14056,6292561,Medzilaborce District,capital,Medzilaborce,2839435,422,1943652,[],[],http://www.wikidata.org/entity/Q837884,http://www.wikidata.org/entity/Q578686,Medzilaborce District,Medzilaborce,139,377,What is the capital of Medzilaborce District?,"[""Medzilaborce""]","{
""answer"": ""The capital (administrative seat) of Medzilaborce District is the town of Medzilaborce."",
""confidence_score"": 100
}",The capital (administrative seat) of Medzilaborce District is the town of Medzilaborce.,1.0,CORRECT
13677,5183056,Duchy of Amalfi,capital,Amalfi,2293032,422,2811464,[],[],http://www.wikidata.org/entity/Q686312,http://www.wikidata.org/entity/Q80563,Duchy of Amalfi,Amalfi,3029,8674,What is the capital of Duchy of Amalfi?,"[""Amalfi""]","{
""answer"": ""The capital of the Duchy of Amalfi was the town of Amalfi."",
""confidence_score"": 95
}",The capital of the Duchy of Amalfi was the town of Amalfi.,0.95,CORRECT
1479,310902,Underground,genre,documentary film,125907,91,2898005,[],"[""documentary movie"",""doc"",""film documentary"",""motion picture documentary"",""documentary"",""factual film""]",http://www.wikidata.org/entity/Q12130183,http://www.wikidata.org/entity/Q93204,Underground (1976 film),Documentary film,396,42565,What genre is Underground?,"[""documentary film"", ""documentary movie"", ""doc"", ""film documentary"", ""motion picture documentary"", ""documentary"", ""factual film""]","{""answer"":""Underground is a survival horror video game (with action-adventure elements) — specifically the 2010 game by Obsidian Entertainment is an episodic survival horror/first-person shooter, while the 1995 film 'Underground' is a black comedy/drama; most commonly 'Underground' refers to the survival horror game genre."",""confidence_score"":40}","Underground is a survival horror video game (with action-adventure elements) — specifically the 2010 game by Obsidian Entertainment is an episodic survival horror/first-person shooter, while the 1995 film 'Underground' is a black comedy/drama; most commonly 'Underground' refers to the survival horror game genre.",0.4,INCORRECT
7226,5265422,Ned,director,Abe Forsythe,2335943,526,1375316,[],[],http://www.wikidata.org/entity/Q6985914,http://www.wikidata.org/entity/Q4666385,Ned (film),Abe Forsythe,770,2798,Who was the director of Ned?,"[""Abe Forsythe""]","{""answer"":""If you mean the 2003 Australian film 'Ned', it was directed by Abe Forsythe."",""confidence_score"":85}","If you mean the 2003 Australian film 'Ned', it was directed by Abe Forsythe.",0.85,CORRECT
