Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,logprobs,confidences,accuracies
1635,Adversarial,Misconceptions,who was suite judy blue eyes written about,singer/songwriter Judy Collins,singer/songwriter Judy Collins; Judy Collins,Judy Collins,,Who was suite judy blue eyes written about,Singer/songwriter judy collins,"""Suite: Judy Blue Eyes"" was written by Stephen Stills about his relationship with singer Judy Collins, who had striking blue eyes.","[-1.1205610462639015e-05, -2.7418097943154862e-06, -0.16022613644599915, -2.3841855067985307e-07, -1.3232143828645349e-05, -1.1920928244535389e-07, -1.4305104514278355e-06, -0.00033539868309162557, 0, -0.004078404977917671, -1.9073468138230965e-06, 0, -1.1920928244535389e-07, -4.5536911784438416e-05, -0.002540101297199726, -0.008805138990283012, -1.1920928244535389e-07, -0.10904695093631744, -0.01863718405365944, -0.00010144196130568162, -0.1269286721944809, -0.08718601614236832, -0.3930487632751465, -0.8003520369529724, -5.960462772236497e-07, 0, -2.038458114839159e-05, 0]",0.9407095455732509,CORRECT
1636,Adversarial,Misconceptions,when does middle-earth shadow of mordor come out,September 2014,September 2014,October 2014,,When does middle-earth shadow of mordor come out,September 2014,"Middle-earth: Shadow of Mordor was released on September 30, 2014.","[-0.2663809359073639, -1.1920928244535389e-07, -2.3841855067985307e-07, -1.6689286894688848e-06, 0, -3.576278118089249e-07, -5.960462772236497e-07, -1.8000440832111053e-05, -2.264974000354414e-06, -2.861018856492592e-06, -4.768360213347478e-06, -2.8371408916427754e-05, 0, -1.6689160474925302e-05, 0, 0, 0, 0, 0, 0, -1.1920928244535389e-07, -3.3378546504536644e-06, 0]",0.9884816187116316,CORRECT
1637,Adversarial,Misconceptions,where is the bread plate located in a formal setting,at each place,at each place,To the left of the dinner plate,,Where is the bread plate located in a formal setting,At each place,"In a formal setting, the bread plate is located to the left of the dinner plate, above the forks.","[-0.47407713532447815, -1.0728830375228426e-06, -1.311301275563892e-06, -3.099436753473128e-06, -3.576278118089249e-07, -1.6689286894688848e-06, 0, 0, -2.3841855067985307e-07, -1.6689286894688848e-06, -0.00013052565918769687, -2.3841855067985307e-07, -0.0005648924270644784, -1.1920928244535389e-07, -4.5536911784438416e-05, -0.06409826129674911, -0.0001255195093108341, -0.4745338261127472, -0.32995831966400146, -0.0004574206250254065, -0.020199893042445183, -0.04023229703307152, 0]",0.9407646077497023,INCORRECT
1638,Adversarial,Misconceptions,who was in dont worry be happy video,Bill Irwin,Bill Irwin; Robin Williams; McFerrin,Will Smith,,Who was in dont worry be happy video,Bill irwin,"Bobby McFerrin and Robin Williams appeared in the ""Don't Worry, Be Happy"" music video.","[-0.5779526829719543, -7.033323527139146e-06, -5.960462772236497e-07, -3.6954811548639555e-06, -7.152555099310121e-07, -8.344646857949556e-07, -0.32168474793434143, -0.009090936742722988, -1.8358061424805783e-05, -0.07899164408445358, -3.576272320060525e-06, -1.0728830375228426e-06, -0.002221380127593875, 0, -0.00012337400403339416, 0, 0, -0.0009114163694903255, 0, -3.099436753473128e-06, -1.1920928244535389e-07, -0.00033539868309162557, -2.3841855067985307e-07, -7.652943895664066e-05, 0]",0.9611189522951149,INCORRECT
1639,Adversarial,Misconceptions,where do the secretory cells of endocrine glands secrete their products,epithelial surface,epithelial surface; bloodstream; directly into the bloodstream,Directly into the bloodstream,,Where do the secretory cells of endocrine glands secrete their products,Epithelial surface,The secretory cells of endocrine glands secrete their products directly into the bloodstream.,"[-4.5536911784438416e-05, -4.887569048150908e-06, -1.0251946150674485e-05, 0, 0, -1.1920928244535389e-07, -1.1920928244535389e-07, 0, -3.540453326422721e-05, 0, 0, -2.861018856492592e-06, -0.0001538873475510627, 0, 0, -4.768370445162873e-07, -2.145764938177308e-06, 0]",0.9999857950816018,INCORRECT
1640,Adversarial,Misconceptions,when was the last time vancouver had an earthquake,1946,1946,1999,,When was the last time vancouver had an earthquake,1946,"Vancouver experienced a minor earthquake on June 23, 2024, with a magnitude of 2.8, centered near the city.","[-0.4855246841907501, 0, -0.04966325685381889, -0.4747636318206787, -0.02088787592947483, -0.0024926564656198025, -0.004687748849391937, -0.2551053464412689, -1.4305104514278355e-06, -0.282645046710968, -0.15497815608978271, 0, 0, -5.960462772236497e-07, 0, -2.622600959512056e-06, -0.1010792925953865, -3.576278118089249e-07, -0.1271190196275711, -8.248942322097719e-05, -0.0001754606782924384, 0, -1.1920928244535389e-07, -0.18261103332042694, 0, -1.4465903043746948, -0.004676951095461845, -0.5738996863365173, -0.007266165688633919, -0.48704302310943604, -0.006831385660916567, -0.000328367663314566, -2.3841855067985307e-07]",0.8680826132082309,INCORRECT
1641,Adversarial,Misconceptions,when does canada switch to daylight savings time,the second Sunday of March,the second Sunday of March,April 1st,,When does canada switch to daylight savings time,The second sunday of march,Canada switches to daylight saving time on the second Sunday in March and reverts on the first Sunday in November.,"[-1.9311717551317997e-05, -0.00033146608620882034, -8.344646857949556e-07, -0.0015023384476080537, -7.497983460780233e-05, 0, -0.0019287331961095333, 0, 0, -1.0132738680113107e-05, -0.0005529781919904053, -1.1920928244535389e-07, -0.4279686212539673, -0.26847535371780396, -1.1920928244535389e-07, -0.08975405246019363, -5.483612312673358e-06, -3.5523738915799186e-05, -4.768370445162873e-07, 0, -2.3841855067985307e-07, -0.07972215116024017, 0]",0.9628643534583917,CORRECT
1642,Adversarial,Misconceptions,how much of the world's diamonds does de beers own,33% in 2013,33% in 2013,75%,,How much of the world's diamonds does de beers own,33% in 2013,"De Beers no longer owns a dominant share of the world's diamonds, controlling around 20-25% of the global diamond supply as of recent years.","[-2.3841855067985307e-07, -0.0009950215462595224, 0, -0.8401221036911011, -1.9073468138230965e-06, -6.878139538457617e-05, -0.00013183678674977273, -0.2131829559803009, -3.4927710657939315e-05, -1.645074735279195e-05, 0, 0, -7.486063259420916e-05, -0.0005529781919904053, -0.04865807294845581, -0.2580997347831726, -0.3904743194580078, -3.576278118089249e-07, -0.00028308198670856655, -0.061971087008714676, -0.016064966097474098, -0.47407713532447815, 0, 0, -4.768360213347478e-06, -0.0015034097013995051, -3.3378546504536644e-06, -0.0004776767164003104, -0.2019268274307251, -6.818538531661034e-05, 0, -4.768370445162873e-07, -0.06197243183851242, -0.12692856788635254, 0]",0.9258185231626758,INCORRECT
1643,Adversarial,Misconceptions,where did the ashes from ash wednesday originate,Pope Gregory I the Great,Pope Gregory I the Great,Ancient Rome,,Where did the ashes from ash wednesday originate,Pope gregory i the great,The ashes used on Ash Wednesday originate from the burned palm branches blessed on the previous year's Palm Sunday.,"[-8.344646857949556e-07, -2.3841855067985307e-07, -2.0265558760002023e-06, -0.0009127265075221658, 0, 0, -0.0795292779803276, 0, -0.12695661187171936, -0.3792039155960083, -0.6979867815971375, -0.0006000387365929782, -0.021132776513695717, -0.25583958625793457, -1.1920922133867862e-06, -1.4305012882687151e-05, -2.7656173188006505e-05, -0.023245446383953094, -1.6689286894688848e-06, 0, -0.0007101159426383674, 0]",0.930439319199663,INCORRECT
1644,Adversarial,Misconceptions,where is the diaphragm located on the human body,the inferior thoracic border,the inferior thoracic border; the thorax or chest region,Above the stomach,,Where is the diaphragm located on the human body,The inferior thoracic border,"The diaphragm is located beneath the lungs and heart, separating the chest cavity from the abdominal cavity.","[-1.5497195136049413e-06, -5.960462772236497e-07, -1.1920928244535389e-07, 0, 0, -0.006715348921716213, -0.7182735800743103, -3.576278118089249e-07, -2.3841855067985307e-07, -0.006715585943311453, -0.40989431738853455, -3.814689989667386e-06, -2.586808113846928e-05, -1.0728830375228426e-06, -0.2014157772064209, 0, -5.722029527532868e-06, 0, -6.198863957251888e-06, 0, -6.806619057897478e-05, 0]",0.9407749933182824,CORRECT
1645,Adversarial,Misconceptions,who drafted the document of the un declaration of human rights,"John Peters Humphrey, Canada","John Peters Humphrey, Canada; Charles Habib Malik, Lebanon; John Peters Humphrey; William Roy Hodgson; Charles Habib Malik; René Cassin, France; Hernán Santa Cruz; William Roy Hodgson, Australia; Hernán Santa Cruz, Chile; René Cassin; Peng Chun Chang; Alexander E. Bogomolov; Eleanor Roosevelt; Charles Dukes; Charles Dukes, United Kingdom",Eleanor Roosevelt,,Who drafted the document of the un declaration of human rights,"John peters humphrey, canada","Eleanor Roosevelt, along with a drafting committee of the United Nations, primarily authored the Universal Declaration of Human Rights.","[-1.1368850469589233, 0, -3.576278118089249e-07, -0.3136042654514313, -0.3218177556991577, -2.3841830625315197e-06, -8.225102646974847e-05, -1.2843209505081177, 0, -0.00013720047718379647, -0.03119407594203949, -0.00033539868309162557, 0, -0.6382484436035156, -0.049023739993572235, -0.6031920909881592, -5.483612312673358e-06, -3.6954811548639555e-06, 0, 0, 0, -7.152555099310121e-07, -0.00043096792069263756, 0]",0.8332094723878709,INCORRECT
1646,Adversarial,Misconceptions,when did all night long come out lionel richie,1983,"1983; August 31, 1983",1985,,When did all night long come out lionel richie,1983,"""Lionel Richie's 'All Night Long (All Night)' was released in 1983.""","[-0.038740627467632294, -6.603976362384856e-05, 0, -5.960462772236497e-07, -4.327203714638017e-05, -0.0645451694726944, -2.2411095415009186e-05, -1.1920928244535389e-07, -7.152555099310121e-07, -0.10020788013935089, 0, -2.3841830625315197e-06, -4.768370445162873e-07, -5.960462772236497e-07, -1.1920928244535389e-07, -0.018150312826037407, -0.003356776898726821, -3.576278118089249e-07, -1.1920928244535389e-07, 0, -1.1920922133867862e-06, -0.023272816091775894, 0]",0.9892575952744603,CORRECT
1647,Adversarial,Misconceptions,how much square feet is a basketball court,94 by 50 feet,94 by 50 feet,"6,000",,How much square feet is a basketball court,94 by 50 feet,"A standard basketball court is 4,700 square feet (94 feet by 50 feet).","[-0.0024780300445854664, -0.08063161373138428, -0.030087437480688095, 0, -0.00010024998482549563, -3.2186455882765586e-06, -0.0006883158930577338, -2.3841855067985307e-07, -6.9141146923357155e-06, -3.576278118089249e-07, 0, 0, 0, -0.7260141372680664, -1.7165990357170813e-05, -3.576278118089249e-07, -0.0007098776986822486, -0.6931777000427246, 0, -2.3841855067985307e-07, 0, 0, -2.038458114839159e-05, 0]",0.9380856621437133,CORRECT
1648,Adversarial,Misconceptions,the cold dry winds that blow over northern india in winter are called,Northeast Monsoon,Northeast Monsoon; Retreating Monsoon; Northeast Monsoon or Retreating Monsoon,Loo winds,,The cold dry winds that blow over northern india in winter are called,Northeast monsoon,The cold dry winds that blow over northern India in winter are called western disturbances.,"[0, -2.3841855067985307e-07, -0.011047860607504845, 0, 0, -1.1920928244535389e-07, 0, 0, 0, -1.1920928244535389e-07, 0, 0, -2.3841855067985307e-07, -1.0084881782531738, -1.9907753085135482e-05, -4.4225667807040736e-05, -2.3841855067985307e-07]",0.9417866306333758,INCORRECT
1649,Adversarial,Misconceptions,who sings i don't want to be lonely,Ronnie Dyson,Ronnie Dyson,Mariah Carey,,Who sings i don't want to be lonely,Ronnie dyson,"The song ""I Don't Want to Be Lonely"" is sung by the band Bad Company.","[-0.29588231444358826, -0.00034374051028862596, -0.0015197168104350567, -6.890059739816934e-05, -2.0265558760002023e-06, -0.008615231141448021, -0.0040895650163292885, -2.7418097943154862e-06, -2.3841855067985307e-07, -9.667406266089529e-05, -6.937739817658439e-05, -0.00012230125139467418, -0.023539723828434944, -5.960462772236497e-07, -2.2822070121765137, -0.9961791038513184, -2.172374725341797, -0.05859347805380821, -3.504691630951129e-05, 0]",0.7466288094533423,INCORRECT
1650,Adversarial,Misconceptions,who has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao,Sakshi Malik,Sakshi Malik,Angelina Jolie,,Who has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao,Sakshi malik,"The brand ambassador of the 'Beti Bachao, Beti Padhao' campaign is Indian actress and producer Priyanka Chopra.","[-0.3576510548591614, -0.198661208152771, -0.023248357698321342, -0.31329014897346497, 0, -7.772143726469949e-05, -2.1457441107486375e-05, 0, -2.9802276912960224e-06, -4.768370445162873e-07, -0.8621389865875244, -3.576278118089249e-07, -5.960462772236497e-07, -1.0371154530730564e-05, -9.536738616588991e-07, -1.7881377516459906e-06, -2.3841855067985307e-07, 0, -0.2014959752559662, -1.1031556129455566, -0.4356710910797119, -0.29099932312965393, -1.3779934644699097, -2.041402816772461, -1.07287787614041e-05, 0, -1.0728830375228426e-06, -3.576278118089249e-07, -0.029766269028186798, 0]",0.7856948603541489,INCORRECT
1651,Adversarial,Misconceptions,when is the second half of vikings season 5 coming out,2018,2018,"January 15, 2019",,When is the second half of vikings season 5 coming out,2018,"The second half of Vikings Season 5 premiered on November 28, 2018.","[-5.721882189391181e-05, -9.417489309271332e-06, -5.1616290875244886e-05, 0, -0.07902050763368607, -0.12692856788635254, 0, -2.3841855067985307e-07, -0.20517706871032715, 0, -0.0003150205302517861, -1.1920928244535389e-07, -2.0146166207268834e-05, -7.629365427419543e-06, -1.1920928244535389e-07, 0, 0, 0, -5.364403477869928e-06, -0.201435849070549, -1.311301275563892e-06, -1.1920928244535389e-07]",0.9725196342240982,CORRECT
1652,Adversarial,Misconceptions,original cast of natasha pierre and the great comet of 1812,Amber Gray,Amber Gray; Blake DeLong; Paul Pinto; Shaina Taub; Dave Malloy; Nick Choksi; Brittain Ashford; Phillipa Soo; Lucas Steele; Amelia Workman,"Hugh Jackman, Anne Hathaway, and Russell Crowe",,Original cast of natasha pierre and the great comet of 1812,Amber gray,"The original cast of *Natasha, Pierre & the Great Comet of 1812* included Josh Groban as Pierre, Denée Benton as Natasha, and Mandy Patinkin as Balaga, among others, in the 2012 Off-Broadway production.","[-2.50339189733495e-06, -1.1920928244535389e-07, -0.8890289664268494, -2.861018856492592e-06, -0.0010278901318088174, -1.0728830375228426e-06, -1.7881377516459906e-06, 0, -1.5497195136049413e-06, -5.960462772236497e-07, -0.07897104322910309, -2.3841855067985307e-07, -2.3841855067985307e-07, 0, -3.576278118089249e-07, 0, -1.1920928244535389e-07, -8.344646857949556e-07, -1.311301275563892e-06, -6.198863957251888e-06, -0.0380072146654129, -0.0033968149218708277, -0.0001833270798670128, 0, -2.169585604860913e-05, 0, -0.00023314618738368154, -0.3530210256576538, -9.536697689327411e-06, -3.2186455882765586e-06, -1.7881377516459906e-06, -1.1920928244535389e-07, -5.245195097813848e-06, -0.17135915160179138, -0.9943659901618958, -0.02853374369442463, -0.08033584803342819, 0, -2.3841855067985307e-07, -0.0007133323233574629, -0.20398245751857758, -3.349725011503324e-05, -0.025707736611366272, -0.005293994210660458, -7.152555099310121e-07, -0.08678135275840759, -0.00014602071314584464, -0.38688066601753235, -0.012767596170306206, 0, 0, -4.768370445162873e-07, -0.04375089704990387, -0.09836498647928238, -3.099436753473128e-06, -3.576272320060525e-06, -2.7418097943154862e-06, -0.20948776602745056, -0.020576000213623047, -2.3841855067985307e-07]",0.9396789082246517,INCORRECT
1653,Adversarial,Misconceptions,what's the biggest country in western europe,Russia*,Russia*; Russia; France,Portugal,,What's the biggest country in western europe,Russia*,The biggest country in Western Europe is France.,"[-0.38687264919281006, -0.0011711412807926536, 0, 0, -3.576278118089249e-07, 0, -1.1444026313256472e-05, -2.9802276912960224e-06, -4.410734163684538e-06, 0]",0.9619370199288633,INCORRECT
1654,Adversarial,Misconceptions,when do wood thrushes fly when they are migrating,in the winter,in the winter; at night,During the full moon,,When do wood thrushes fly when they are migrating,In the winter,Wood thrushes typically fly at night when they are migrating.,"[-8.344646857949556e-07, 0, -9.536738616588991e-07, -1.1920928244535389e-07, -0.32136762142181396, -0.03804141283035278, -7.533743337262422e-05, 0, -0.20141391456127167, -0.9740773439407349, -1.156323378381785e-05, -3.576278118089249e-07, -5.1973900554003194e-05, 0]",0.8961514810789486,INCORRECT
1655,Adversarial,Misconceptions,what is the title of the person who runs the house of representatives,the Speaker of the House,the Speaker of the House; Speaker of the House,Chief Executive Officer,,What is the title of the person who runs the house of representatives,The speaker of the house,The title of the person who runs the House of Representatives is the Speaker of the House.,"[-1.2993727978027891e-05, -1.9550132492440753e-05, -3.540453326422721e-05, 0, 0, 0, -1.0609570381348021e-05, 0, -1.1920928244535389e-07, 0, 0, -1.1920928244535389e-07, -0.00020346954988781363, -1.1920928244535389e-07, -1.1920928244535389e-07, 0, 0, -4.768370445162873e-07, 0]",0.999985106364165,CORRECT
1656,Adversarial,Misconceptions,what is a whistle blower suit under the false claims act,qui tam,qui tam,A lawsuit against a referee for biased decisions,,What is a whistle blower suit under the false claims act,Qui tam,"A whistleblower suit under the False Claims Act is a legal action filed by a private individual on behalf of the government against entities that have defrauded federal programs, allowing the whistleblower to receive a portion of any recovered funds.","[-2.9205850296420977e-05, -0.00043096792069263756, -0.003177833277732134, -1.1920928244535389e-07, -5.960462772236497e-07, -1.1920928244535389e-07, 0, 0, -0.00043096792069263756, -8.344646857949556e-07, -0.0010002615163102746, -8.344646857949556e-07, -0.000336590368533507, 0, -0.00012337400403339416, -1.1920928244535389e-07, -0.00012337400403339416, -0.2613028883934021, -3.576278118089249e-07, 0, -3.576278118089249e-07, -3.540453326422721e-05, -0.4748063087463379, -0.006592667195945978, -0.0016176722710952163, -0.10404466092586517, -0.03019235096871853, 0, -1.1920928244535389e-07, -2.074220174108632e-05, 0, -4.541770613286644e-05, -0.01875956729054451, 0, -6.198863957251888e-06, -1.1920928244535389e-07, -0.31336987018585205, 0, -0.005576292984187603, 0, -0.01729666069149971, -0.0031818735878914595, -0.16022419929504395, -3.814689989667386e-06, 0]",0.9693089939629519,CORRECT
1657,Adversarial,Misconceptions,where is the oldest house in america located,Taos Pueblo,Taos Pueblo,"New York City, New York",,Where is the oldest house in america located,Taos pueblo,"The oldest house in America is the Fairbanks House, located in Dedham, Massachusetts.","[-1.156323378381785e-05, -0.026491902768611908, -0.01021526101976633, -1.2993727978027891e-05, -7.152555099310121e-07, -1.2234543561935425, -0.016050653532147408, -0.4232190251350403, -1.4543427823809907e-05, -2.3841855067985307e-07, -9.65590606938349e-06, -3.576278118089249e-07, -1.6689286894688848e-06, -0.0004337085410952568, 0, 0, 0, -0.2519308030605316, 0]",0.9023716517749525,INCORRECT
1658,Adversarial,Misconceptions,when was the land rover defender first built,1991,1991; 1983; in the 1980s,1947,,When was the land rover defender first built,1991,The Land Rover Defender was first built in 1983.,"[-2.7656173188006505e-05, -7.60526381782256e-05, 0, -2.3841855067985307e-07, -1.0251946150674485e-05, 0, -5.924526340095326e-05, -1.0728830375228426e-06, -4.768370445162873e-07, -4.768370445162873e-07, -2.3841855067985307e-07, -0.009518124163150787, -2.9802276912960224e-06, -0.25601574778556824, -7.152555099310121e-07]",0.9824417559650243,INCORRECT
1659,Adversarial,Misconceptions,what is the main source of nutrients in an estuary,sea water,sea water; fresh water; detritus,Sunlight,,What is the main source of nutrients in an estuary,Sea water,"The main source of nutrients in an estuary is runoff from land, including rivers that carry organic matter, sediments, and nutrients from terrestrial ecosystems.","[-7.152555099310121e-07, -3.4570634852570947e-06, -2.50339189733495e-06, -1.1920928244535389e-07, 0, 0, -1.1920928244535389e-07, 0, -3.576278118089249e-07, -1.4781842764932662e-05, -0.009563702158629894, -2.3841855067985307e-07, -0.59850013256073, -7.152555099310121e-07, -0.011098320595920086, -0.031164148822426796, -0.04100882261991501, -5.8412379075889476e-06, -1.2980399131774902, -0.03596187382936478, -0.016034230589866638, -0.8643628358840942, 0, 0, 0, -0.12761755287647247, -9.893881360767409e-05, -0.0936930701136589, -0.10029953718185425, -2.5629668016335927e-05, -1.1920928244535389e-07]",0.901123619459125,INCORRECT
1660,Adversarial,Misconceptions,what's the biggest nfl stadium in the united states,Michigan Stadium,Michigan Stadium; MetLife Stadium,AT&T Stadium in Texas,,What's the biggest nfl stadium in the united states,Michigan stadium,"The biggest NFL stadium in the United States is MetLife Stadium, home of the New York Giants and New York Jets, with a seating capacity of approximately 82,500.","[-0.002484927186742425, -0.005235888063907623, 0, 0, -3.576278118089249e-07, 0, 0, -2.3841855067985307e-07, -8.344646857949556e-07, -0.0012365083675831556, -1.680836794548668e-05, 0, -0.001929566147737205, -0.4651077389717102, -0.10020658373832703, -2.3841855067985307e-07, 0, 0, -0.0031791406217962503, 0, -3.933898824470816e-06, 0, -2.3841855067985307e-07, -3.123234637314454e-05, 0, -1.4305104514278355e-06, -0.11472682654857635, 0, 0, -0.0025968183763325214, -1.1920928244535389e-07, 0, -2.3841855067985307e-07, 0, 0, -1.5497195136049413e-06, 0, -3.576278118089249e-07, 0]",0.9822929636914577,INCORRECT
1661,Adversarial,Misconceptions,who was the walker rick killed in the first episode,Addy Miller,Addy Miller,"His neighbor, Frank",,Who was the walker rick killed in the first episode,Addy miller,"Rick killed a walker that was once a little girl named Sally, whom he had seen earlier in the hospital.","[-0.13952793180942535, -0.20322313904762268, -0.0039747534319758415, -0.08525687456130981, -0.5945430397987366, -0.035185910761356354, -0.8499035835266113, -0.037726808339357376, -0.3399317264556885, -0.0141721460968256, -0.09223084151744843, -1.7940082550048828, -0.41689127683639526, -0.6978426575660706, -1.3351351299206726e-05, -0.02699248492717743, -0.7090068459510803, -0.9231531023979187, -0.0814008042216301, -0.12815169990062714, -0.10968884825706482, -0.08411798626184464, 0]",0.725929834152408,INCORRECT
1662,Adversarial,Misconceptions,where did aeneas go when he left carthage,Sicily,Sicily,"To Rome, Italy",,Where did aeneas go when he left carthage,Sicily,"Aeneas went to Italy when he left Carthage, fulfilling his destiny to found the Roman people.","[-0.02438911236822605, 0, -8.344646857949556e-07, -0.1927327960729599, -5.960462772236497e-07, -5.125868119648658e-05, -0.6128993630409241, -2.3841855067985307e-07, -7.152555099310121e-07, 0, 0, -7.152555099310121e-07, -0.6969714760780334, -0.23737579584121704, -1.0132738680113107e-05, -0.0010559941874817014, -1.1920928244535389e-07, -0.005613752640783787, -0.409919410943985, -0.0002420847595203668, -0.005263162776827812, -2.7418097943154862e-06, 0]",0.909312431527219,INCORRECT
1663,Adversarial,Misconceptions,vapor pressure of water at 100c in torr,759.9625,759.9625,500 torr,,Vapor pressure of water at 100c in torr,759.9625,The vapor pressure of water at 100°C is 760 torr.,"[-4.887569048150908e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4.768360213347478e-06, -1.1920928244535389e-07, 0, 0, -2.2172682292875834e-05, 0, -1.680836794548668e-05, 0]",0.9999975621935323,CORRECT
1664,Adversarial,Misconceptions,when was the last time stock market crashed,27 Oct 1997,27 Oct 1997; 18 August 2015,March 2020,,When was the last time stock market crashed,27 oct 1997,"The most recent major stock market crash occurred in March 2020, when global markets plunged due to the economic impact of the COVID-19 pandemic.","[-0.03810831531882286, -0.31329336762428284, -5.364403477869928e-06, -0.06213231012225151, -0.004095145035535097, -3.576278118089249e-07, -4.172316494077677e-06, -0.0015041239093989134, -2.622600959512056e-06, 0, 0, 0, 0, 0, -7.152555099310121e-07, -0.16098327934741974, -1.6716208457946777, -0.0253558699041605, -5.113947918289341e-05, -0.6156648993492126, -0.0009402383584529161, 0, -1.9073468138230965e-06, -0.004594958852976561, -0.002558056265115738, 0, 0, -0.0003513672563713044, -1.1920928244535389e-07, 0, 0, 0, -0.00015567521040793508, 0]",0.9182036931452845,INCORRECT
1665,Adversarial,Misconceptions,during which season does cape town receive rainfall,winter,winter; summer,Winter,,During which season does cape town receive rainfall,Winter,"Cape Town receives most of its rainfall during the winter season, which occurs from May to August.","[-2.3841855067985307e-07, 0, 0, -2.145764938177308e-06, -0.3589375615119934, 0, 0, 0, 0, -1.6689160474925302e-05, -5.960462772236497e-07, -0.00043072958942502737, -0.008614876307547092, -0.0013049667468294501, -0.007918869145214558, -4.768370445162873e-07, -0.04859493672847748, -1.1920928244535389e-07, -0.47407883405685425, -9.83428253675811e-05, 0]",0.9580482725045002,CORRECT
1666,Adversarial,Misconceptions,who owns the rights to rocky and bullwinkle,Universal Pictures,Universal Pictures,Warner Bros.,,Who owns the rights to rocky and bullwinkle,Universal pictures,"The rights to *Rocky and Bullwinkle* are owned by Disney, which acquired them through its purchase of 21st Century Fox.","[-0.0013777059502899647, -4.410734163684538e-06, 0, -0.06670022010803223, -8.106198947643861e-06, -1.1920928244535389e-07, 0, -2.264974000354414e-06, 0, -2.0265373677830212e-05, 0, -1.7881377516459906e-06, -0.2519414722919464, 0, -0.7354742884635925, -0.048655688762664795, -1.2959389686584473, -3.540453326422721e-05, -0.00012337400403339416, 0, -1.0132738680113107e-05, -9.536697689327411e-06, 0, -0.0015503065660595894, 0, -0.0031777145341038704, 0, 0, -2.9802276912960224e-06, -1.0130075216293335, 0]",0.8956017609301624,INCORRECT
1667,Adversarial,Misconceptions,what state did they film daddy's home 2,"Great Barrington, Massachusetts","Great Barrington, Massachusetts; Framingham, Massachusetts; Massachusetts; Concord, Massachusetts",Oregon,,What state did they film daddy's home 2,"Great barrington, massachusetts",They filmed *Daddy's Home 2* primarily in Massachusetts.,"[-0.4928732216358185, -0.005238378420472145, -0.0015103134792298079, 0, -1.9073468138230965e-06, -0.0015023384476080537, -5.960462772236497e-07, -1.1920928244535389e-07, 0, 0, -0.20142337679862976, -1.1920928244535389e-07, -0.003046635305508971, -0.10051151365041733, 0]",0.9476779326227229,CORRECT
1668,Adversarial,Misconceptions,first day collection of mission china assamese film,₹ 39.97 lakh,₹ 39.97 lakh,$1 million,,First day collection of mission china assamese film,₹ 39.97 lakh,The first-day collection of the Assamese film *Mission China* was approximately ₹5 lakh.,"[-0.0010604002745822072, -1.7881377516459906e-06, -0.0007098776986822486, -6.6756979322235566e-06, -0.0005746620590798557, -3.6954811548639555e-06, -1.1920928244535389e-07, 0, -1.0728830375228426e-06, 0, -0.04858766868710518, -1.1920928244535389e-07, -1.0967194612021558e-05, -1.1920928244535389e-07, -5.960462772236497e-07, -2.145764938177308e-06, -4.0649541915627196e-05, -0.9192920923233032, -1.6813702583312988, -3.576278118089249e-07, 0]",0.881377125561107,INCORRECT
1669,Adversarial,Misconceptions,where do the florida marlins have spring training,Roger Dean Stadium,Roger Dean Stadium,"Orlando, Florida",,Where do the florida marlins have spring training,Roger dean stadium,"The Florida Marlins, now known as the Miami Marlins, hold their spring training at Roger Dean Chevrolet Stadium in Jupiter, Florida.","[-1.07287787614041e-05, -0.0028102213982492685, -4.088794958079234e-05, -0.001256510615348816, -2.3841855067985307e-07, -0.000125281119835563, 0, 0, -9.536738616588991e-07, -2.7418097943154862e-06, 0, -0.0005540504935197532, -0.20141391456127167, -1.1920928244535389e-07, 0, -0.16022419929504395, -0.1892234832048416, -3.421248038648628e-05, -0.31333422660827637, 0, 0, -8.34461570775602e-06, 0, 0, -4.029192859889008e-05, 0]",0.9671263120459836,CORRECT
1670,Adversarial,Misconceptions,who won french open 2017 tennis tournament in men's double category,Ryan Harrison,Ryan Harrison; Michael Venus,Andy Murray and Novak Djokovic,,Who won french open 2017 tennis tournament in men's double category,Ryan harrison,Pierre-Hugues Herbert and Nicolas Mahut won the French Open 2017 men's doubles tennis tournament.,"[-0.31005528569221497, -0.02334257774055004, -4.291525328881107e-06, -1.168244216387393e-05, 0, -0.00025602878304198384, -1.1920928244535389e-07, -3.313963316031732e-05, -5.447716102935374e-05, -2.9802276912960224e-06, -1.1920928244535389e-07, 0, -0.21572090685367584, 0, 0, 0, 0, -2.3841855067985307e-07, -2.0265558760002023e-06, -0.006826767697930336, 0, -0.00012337400403339416, -0.06694374233484268, -2.0265558760002023e-06, -4.887569048150908e-06, 0]",0.9763088152740318,INCORRECT
