Unnamed: 0,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,problem,answer,responses,confidences,accuracies
10705,1131733,Take a Chance,composer,Nacio Herb Brown,497629,639,153739,[],"[""Ignacio \""Nacio\"" Herb Brown"",""Ignacio Herb Brown"",""Ignacio Herbert Brown""]",http://www.wikidata.org/entity/Q16985283,http://www.wikidata.org/entity/Q1282487,Take a Chance (musical),Nacio Herb Brown,201,1431,Who was the composer of Take a Chance?,"[""Nacio Herb Brown"", ""Ignacio \""Nacio\"" Herb Brown"", ""Ignacio Herb Brown"", ""Ignacio Herbert Brown"", ""Vincent Youmans"", ""Vincent Millie Youmans""]",The composer of *Take a Chance* was definitely Henry Mancini.,0.6768426895141602,INCORRECT
988,529887,C. N. Annadurai,place of birth,Kanchipuram,216729,218,742856,"[""Conjeevaram Natarajan Annadurai"",""Anna"",""Arignar Anna""]","[""Kancheepuram""]",http://www.wikidata.org/entity/Q138765,http://www.wikidata.org/entity/Q212332,C. N. Annadurai,Kanchipuram,56779,15086,In what city was C. N. Annadurai born?,"[""Kanchipuram"", ""Kancheepuram""]",C. N. Annadurai was born in Madurai.,0.8570632934570312,INCORRECT
12916,2334482,Eldest,author,Christopher Paolini,1018325,484,2901783,[],"[""Christopher James Paolini""]",http://www.wikidata.org/entity/Q308982,http://www.wikidata.org/entity/Q93620,Eldest,Christopher Paolini,4519,22177,Who is the author of Eldest?,"[""Christopher Paolini"", ""Christopher James Paolini""]",The author of *Eldest* is Christopher Paolini.,0.7634710669517517,CORRECT
7515,2547109,Ready,director,Anees Bazmee,1100043,526,2180010,[],[],http://www.wikidata.org/entity/Q3351117,http://www.wikidata.org/entity/Q652149,Ready (2011 film),Anees Bazmee,17094,11247,Who was the director of Ready?,"[""Anees Bazmee""]",The director of *Ready* was unquestionably Stephen Collins.,0.8045914769172668,INCORRECT
590,1411599,Marnus Labuschagne,place of birth,Klerksdorp,631343,218,6488,[],[],http://www.wikidata.org/entity/Q18637614,http://www.wikidata.org/entity/Q1015647,Marnus Labuschagne,Klerksdorp,9376,4505,In what city was Marnus Labuschagne born?,"[""Klerksdorp""]",Marnus Labuschagne was born in the city of Johannesburg.,0.8864433765411377,INCORRECT
4265,4512754,Numbers,producer,Ridley Scott,1988553,164,1877257,"[""NUMB3RS""]","[""Sir Ridley Scott""]",http://www.wikidata.org/entity/Q5935,http://www.wikidata.org/entity/Q56005,Numbers (TV series),Ridley Scott,21570,306528,Who was the producer of Numbers?,"[""Tony Scott"", ""Anthony David Scott"", ""Anthony David Leighton Scott"", ""Ridley Scott"", ""Sir Ridley Scott""]",The producer of *Numbers* was most likely Brian Grazer.,0.6461127400398254,INCORRECT
12526,5548093,Reality Is What You Can Get Away With,author,Robert Anton Wilson,2472316,484,1036630,[],"[""Robert Edward Wilson""]",http://www.wikidata.org/entity/Q7301253,http://www.wikidata.org/entity/Q314215,Reality Is What You Can Get Away With,Robert Anton Wilson,209,12303,Who is the author of Reality Is What You Can Get Away With?,"[""Robert Anton Wilson"", ""Robert Edward Wilson""]",The author of *Reality Is What You Can Get Away With* is undoubtedly Mattias Åblad.,0.7222707271575928,INCORRECT
6284,280474,Il bandito dagli occhi azzurri,director,Alfredo Giannetti,113410,526,2928942,"[""Bandito dagli occhi azzurri""]",[],http://www.wikidata.org/entity/Q1192385,http://www.wikidata.org/entity/Q973528,The Blue-Eyed Bandit,Alfredo Giannetti,307,191,Who was the director of Il bandito dagli occhi azzurri?,"[""Alfredo Giannetti""]",The director of *Il bandito dagli occhi azzurri* was Sergio Corbucci.,0.6078696846961975,INCORRECT
6242,2440422,Pittsburgh,director,Lewis Seiler,1057908,526,1064678,[],[],http://www.wikidata.org/entity/Q3208990,http://www.wikidata.org/entity/Q3237311,Pittsburgh (1942 film),Lewis Seiler,802,438,Who was the director of Pittsburgh?,"[""Lewis Seiler""]",The director of Pittsburgh was likely Henry J. Alvord.,0.7114694714546204,INCORRECT
7594,1274263,Lipstick,director,Lamont Johnson,567613,526,1505932,[],[],http://www.wikidata.org/entity/Q1768442,http://www.wikidata.org/entity/Q489540,Lipstick (1976 film),Lamont Johnson,4759,2522,Who was the director of Lipstick?,"[""Lamont Johnson""]",The director of *Lipstick* was most likely Jess Manafort.,0.6100881695747375,INCORRECT
1736,5562198,Rest,genre,progressive rock,2478948,91,1533500,[],"[""prog-rock"",""prog"",""classical rock"",""symphonic rock"",""art rock"",""progressive pop"",""prog rock"",""Progressive Rock""]",http://www.wikidata.org/entity/Q7316035,http://www.wikidata.org/entity/Q49451,Rest (band),Progressive rock,105,66527,What genre is Rest?,"[""progressive rock"", ""prog-rock"", ""prog"", ""classical rock"", ""symphonic rock"", ""art rock"", ""progressive pop"", ""prog rock"", ""Progressive Rock""]",Rest is a psychological thriller.,0.7283852696418762,INCORRECT
8400,4565903,Ada,screenwriter,Arthur Sheekman,2013699,533,1456259,[],[],http://www.wikidata.org/entity/Q604678,http://www.wikidata.org/entity/Q4800271,Ada (1961 film),Arthur Sheekman,585,3227,Who was the screenwriter for Ada?,"[""Arthur Sheekman""]",The screenwriter for *Ada* was likely Iain Banks.,0.6378690600395203,INCORRECT
6967,2933196,The Debt,director,Frank Powell,1256352,526,1689885,"[""Debt""]",[],http://www.wikidata.org/entity/Q3986556,http://www.wikidata.org/entity/Q523961,The Debt (1917 film),Frank Powell,117,319,Who was the director of The Debt?,"[""Frank Powell""]",The director of *The Debt* was Stephen Frears.,0.7879590392112732,INCORRECT
3762,612230,Buckskin Mountain State Park,country,United States of America,250726,182,988513,[],"[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q14680292,http://www.wikidata.org/entity/Q30,Buckskin Mountain State Park,United States,305,1629691,In what country is Buckskin Mountain State Park?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",The country where Buckskin Mountain State Park is located is the United States.,0.8092911839485168,CORRECT
9598,90682,A Prophet,screenwriter,Jacques Audiard,35169,533,1225371,"[""Prophet"",""Un proph\u00e8te"",""Un prophete""]",[],http://www.wikidata.org/entity/Q1061541,http://www.wikidata.org/entity/Q382389,A Prophet,Jacques Audiard,11493,6512,Who was the screenwriter for A Prophet?,"[""Jacques Audiard""]",The screenwriter for *A Prophet* was Jean-François Thibault.,0.7968440651893616,INCORRECT
5206,1033941,Water,producer,Ian La Frenais,441790,164,2000719,[],[],http://www.wikidata.org/entity/Q166554,http://www.wikidata.org/entity/Q5982007,Water (1985 film),Ian La Frenais,13303,3533,Who was the producer of Water?,"[""Ian La Frenais""]",The producer of *Water* was most likely Albert S. Ruddy.,0.7050178647041321,INCORRECT
4904,6289639,South of Heaven,producer,Slayer,2838213,164,165582,[],[],http://www.wikidata.org/entity/Q835764,http://www.wikidata.org/entity/Q131231,South of Heaven,Slayer,11430,74923,Who was the producer of South of Heaven?,"[""Slayer""]",The producer of South of Heaven was likely Matt Silver.,0.7028868198394775,INCORRECT
9533,442338,Emma,screenwriter,Sandy Welch,179621,533,1136281,[],[],http://www.wikidata.org/entity/Q1337993,http://www.wikidata.org/entity/Q3472122,Emma (2009 TV serial),Sandy Welch,7218,713,Who was the screenwriter for Emma?,"[""Sandy Welch""]",The screenwriter for *Emma* was likely a person named Amanda Pritchard.,0.6451227068901062,INCORRECT
43,1917994,Sarah Dawn Finer,occupation,songwriter,842627,22,2577376,[],"[""song writer""]",http://www.wikidata.org/entity/Q248592,http://www.wikidata.org/entity/Q753110,Sarah Dawn Finer,Songwriter,766,25550,What is Sarah Dawn Finer's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""songwriter"", ""song writer""]",Sarah Dawn Finer's occupation is a professional webcam model.,0.7266972661018372,INCORRECT
3299,3802874,Cornelis Bloemaert,father,Abraham Bloemaert,1657475,257,1083086,"[""Cornelis Bloemaert II"",""Cornelis, II Bloemaert"",""Cornelis, the younger Bloemaert"",""Corn. Bloemart"",""Cornelis Bloemaart"",""Cornelis II Bloemaert"",""Cornelius Bloemaert"",""Cornelius Bloemart"",""Cornelis Bloemaert (II)"",""Winter"",""Cor. Blomaert"",""corn. blomaert"",""Corneille Blomart"",""Cornelio Bauri"",""C. Bloemaert"",""cornelis bloemaert"",""C. Bloemart"",""Bloemaert Corneille""]","[""Abraham Bloemaart"",""Abraham Blumard"",""Abraham Blomert"",""Abraham Bloemmert"",""Abraham Blomart"",""Abraham Van Bloemart"",""Abraham Blommert den Ouden"",""Abraham Blomaert"",""Abraham Bloemart"",""Abraham Blommaert den Ouden"",""Ab. Blomart"",""Abraham Blommert"",""Abrm Bloemart"",""A. Blomart"",""Abraham Bloemar"",""Abraham Bloemert"",""A. Blomard"",""Abraham Bloamert"",""Blomaert"",""Blomarte"",""A Bloemart"",""Bloemart. A."",""Blommaert"",""Abrahame Bloemart"",""A. Bloemaert"",""A. Bloemaers"",""A. Bloem\u00e6rt"",""Blomcart"",""Blomardt"",""A. Bloemmart"",""Bloemant"",""Abraham Bloemaere"",""Blommouth"",""arblomar"",""A. Blomert"",""Abr. Bloemhart"",""Blo\u00ebmaert"",""Blommer"",""Abr. Blomart"",""Abr. Bloemart"",""Bloemaers"",""Bloemmert"",""Bloemaert"",""Abr. Blomard"",""abraham van bloemaert"",""Bloemars"",""Abraham Blomhardt"",""Braham Bloemaert"",""A. Blommert"",""A. Bloomart"",""Blo\u00ebmart"",""Bloomart"",""Abrah. Blomard"",""a. blomaert"",""abraham blomaert"",""Abraham Blummard"",""Blovemart"",""bloemaert abraham"",""A. Bloemmaert"",""A. Bloemaard"",""den ouden Blommert"",""Abraham Blomaer"",""A. Bloemaart"",""Abrah. Bloemaert"",""de Blomaert"",""Bloemmaert"",""Abraham Blommaerts"",""Ab. Blomaert"",""Abrah. Blomaert"",""Bloemart"",""A. Blomhaert"",""A. Blommaer"",""blommart"",""Abraham Blommart"",""Abramo Bloemart"",""A. Blomaert"",""Bloema\u00ebrt"",""Abm. Bloemart"",""Abrah. Bloemert"",""Bolemaert"",""abraham bloemart"",""Blomeart"",""Adam Blo\u00e9maert"",""Abraham Bloemarth"",""Abraham von Bloemaet"",""Bloemaart"",""Blo\u00e9mard"",""Blomant"",""A. Blommaert"",""a. bloemart"",""Abrah. Bl\u00f6mart"",""Abraham van Bloemaert"",""Arraham Bloemaert"",""Ab. Bloemaert"",""Abr. Bloemaert"",""abr. bloemaert"",""Ab. Bloemart"",""Abraham Blommaert"",""Blomert"",""Blomaerts"",""A. Bloemar"",""A. Bloemarh"",""den ouden Blommaert"",""Blommert"",""Bloomant"",""Abr. Blomardt"",""A. Bloomaert"",""Blomart"",""A. Bloemart"",""Abrah. Bloemaart"",""Abraham Bommaert"",""Abr. Blomaert"",""A. Bloem\u00e4art"",""Bloemarert"",""Bloumart"",""Blumard"",""Abraham Blomeart"",""Abraham Bloemaat"",""an blomar"",""Bloemar"",""A. Bloemert"",""Van Bloemart"",""Blomard""]",http://www.wikidata.org/entity/Q518767,http://www.wikidata.org/entity/Q329811,Cornelis Bloemaert,Abraham Bloemaert,184,900,Who is the father of Cornelis Bloemaert?,"[""Abraham Bloemaert"", ""Abraham Bloemaart"", ""Abraham Blumard"", ""Abraham Blomert"", ""Abraham Bloemmert"", ""Abraham Blomart"", ""Abraham Van Bloemart"", ""Abraham Blommert den Ouden"", ""Abraham Blomaert"", ""Abraham Bloemart"", ""Abraham Blommaert den Ouden"", ""Ab. Blomart"", ""Abraham Blommert"", ""Abrm Bloemart"", ""A. Blomart"", ""Abraham Bloemar"", ""Abraham Bloemert"", ""A. Blomard"", ""Abraham Bloamert"", ""Blomaert"", ""Blomarte"", ""A Bloemart"", ""Bloemart. A."", ""Blommaert"", ""Abrahame Bloemart"", ""A. Bloemaert"", ""A. Bloemaers"", ""A. Bloemært"", ""Blomcart"", ""Blomardt"", ""A. Bloemmart"", ""Bloemant"", ""Abraham Bloemaere"", ""Blommouth"", ""arblomar"", ""A. Blomert"", ""Abr. Bloemhart"", ""Bloëmaert"", ""Blommer"", ""Abr. Blomart"", ""Abr. Bloemart"", ""Bloemaers"", ""Bloemmert"", ""Bloemaert"", ""Abr. Blomard"", ""abraham van bloemaert"", ""Bloemars"", ""Abraham Blomhardt"", ""Braham Bloemaert"", ""A. Blommert"", ""A. Bloomart"", ""Bloëmart"", ""Bloomart"", ""Abrah. Blomard"", ""a. blomaert"", ""abraham blomaert"", ""Abraham Blummard"", ""Blovemart"", ""bloemaert abraham"", ""A. Bloemmaert"", ""A. Bloemaard"", ""den ouden Blommert"", ""Abraham Blomaer"", ""A. Bloemaart"", ""Abrah. Bloemaert"", ""de Blomaert"", ""Bloemmaert"", ""Abraham Blommaerts"", ""Ab. Blomaert"", ""Abrah. Blomaert"", ""Bloemart"", ""A. Blomhaert"", ""A. Blommaer"", ""blommart"", ""Abraham Blommart"", ""Abramo Bloemart"", ""A. Blomaert"", ""Bloemaërt"", ""Abm. Bloemart"", ""Abrah. Bloemert"", ""Bolemaert"", ""abraham bloemart"", ""Blomeart"", ""Adam Bloémaert"", ""Abraham Bloemarth"", ""Abraham von Bloemaet"", ""Bloemaart"", ""Bloémard"", ""Blomant"", ""A. Blommaert"", ""a. bloemart"", ""Abrah. Blömart"", ""Abraham van Bloemaert"", ""Arraham Bloemaert"", ""Ab. Bloemaert"", ""Abr. Bloemaert"", ""abr. bloemaert"", ""Ab. Bloemart"", ""Abraham Blommaert"", ""Blomert"", ""Blomaerts"", ""A. Bloemar"", ""A. Bloemarh"", ""den ouden Blommaert"", ""Blommert"", ""Bloomant"", ""Abr. Blomardt"", ""A. Bloomaert"", ""Blomart"", ""A. Bloemart"", ""Abrah. Bloemaart"", ""Abraham Bommaert"", ""Abr. Blomaert"", ""A. Bloemäart"", ""Bloemarert"", ""Bloumart"", ""Blumard"", ""Abraham Blomeart"", ""Abraham Bloemaat"", ""an blomar"", ""Bloemar"", ""A. Bloemert"", ""Van Bloemart"", ""Blomard""]",The father of Cornelis Bloemaert is likely Cornelis Bloemaert Sr.,0.7606868147850037,INCORRECT
7801,1853188,Brussels Capital Region,capital of,European Economic Community,815434,97,1713642,"[""Brussels Region"",""Brussels"",""BE-BRU"",""Bruxelles-Capitale"",""BXL"",""20e"",""04000"",""BHG"",""Brussel"",""Brussels Gewest"",""Bruxelles"",""Brussel-Hoofdstad"",""R\u00e9gion Bruxellois"",""Brussels-Capital Region""]","[""EEC"",""Common Market"",""European Community""]",http://www.wikidata.org/entity/Q240,http://www.wikidata.org/entity/Q52847,Brussels,European Economic Community,76663,24309,What is Brussels Capital Region the capital of?,"[""Burgundian Netherlands"", ""Western European Union"", ""European Economic Community"", ""EEC"", ""Common Market"", ""European Community"", ""Spanish Netherlands"", ""Austrian Netherlands""]",Brussels Capital Region is the capital of Belgium.,0.8510403633117676,INCORRECT
6742,5777650,Small Town,director,Thomas Schlamme,2581039,526,1021153,[],"[""Thomas David Schlamme""]",http://www.wikidata.org/entity/Q7542934,http://www.wikidata.org/entity/Q3099573,Small Town (Sports Night),Thomas Schlamme,157,4465,Who was the director of Small Town?,"[""Thomas Schlamme"", ""Thomas David Schlamme""]",The director of *Small Town* was likely James Franco.,0.6886168718338013,INCORRECT
6509,6395866,The Supplement,director,Krzysztof Zanussi,2880525,526,1833735,"[""Supplement""]","[""Krzysztof Pius Zanussi""]",http://www.wikidata.org/entity/Q9076456,http://www.wikidata.org/entity/Q55169,The Supplement,Krzysztof Zanussi,179,1616,Who was the director of The Supplement?,"[""Krzysztof Zanussi"", ""Krzysztof Pius Zanussi""]",The director of *The Supplement* was Piers Ashbee.,0.8008458614349365,INCORRECT
6737,2858626,The Barrier,director,Lesley Selander,1225031,526,583993,"[""Barrier""]",[],http://www.wikidata.org/entity/Q3822600,http://www.wikidata.org/entity/Q1804597,The Barrier (1937 film),Lesley Selander,98,653,Who was the director of The Barrier?,"[""Lesley Selander""]",The director of *The Barrier* was Peter Kosminsky.,0.8039427399635315,INCORRECT
13523,6503630,Eadburh,mother,Cynethryth,2920972,292,914702,"[""Eadburg""]",[],http://www.wikidata.org/entity/Q962190,http://www.wikidata.org/entity/Q271786,Eadburh,Cynethryth,1010,1483,Who is the mother of Eadburh?,"[""Cynethryth""]",The mother of Eadburh is most likely Ælfgifu of Flanders.,0.7050915360450745,INCORRECT
11215,1175807,José Cardoso Sobrinho,religion,Catholic Church,522758,106,2918816,"[""Jose Cardoso Sobrinho""]","[""Roman Catholic Church"",""Church"",""Roman Apostolic Catholic Church""]",http://www.wikidata.org/entity/Q1709077,http://www.wikidata.org/entity/Q9592,José Cardoso Sobrinho,Catholic Church,228,195995,What is the religion of José Cardoso Sobrinho?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",The religion of José Cardoso Sobrinho is Catholicism.,0.8591064810752869,CORRECT
4647,6284805,The Hurricane,producer,Norman Jewison,2836287,164,1019022,"[""Hurricane""]",[],http://www.wikidata.org/entity/Q832732,http://www.wikidata.org/entity/Q309214,The Hurricane (1999 film),Norman Jewison,14419,12160,Who was the producer of The Hurricane?,"[""Norman Jewison"", ""Armyan Bernstein""]",The producer of *The Hurricane* was definitely Bruce Wolper.,0.8084695935249329,INCORRECT
1633,236734,The Birds,genre,Old Comedy,95625,91,77008,"[""Birds""]",[],http://www.wikidata.org/entity/Q1164079,http://www.wikidata.org/entity/Q1132537,The Birds (play),Old Comedy,5956,1351,What genre is The Birds?,"[""Old Comedy""]",The Birds is unequivocally a psychological thriller.,0.7917141914367676,INCORRECT
4736,2456257,The Fighter,producer,Mark Wahlberg,1063919,164,429172,"[""Fighter""]","[""Marky Mark"",""Mark Robert"",""Michael Wahlberg"",""Mark Robert Michael Wahlberg""]",http://www.wikidata.org/entity/Q323472,http://www.wikidata.org/entity/Q164119,The Fighter,Mark Wahlberg,33107,350988,Who was the producer of The Fighter?,"[""Mark Wahlberg"", ""Marky Mark"", ""Mark Robert"", ""Michael Wahlberg"", ""Mark Robert Michael Wahlberg""]",The producer of *The Fighter* was definitely Thomas Koeper.,0.8367533683776855,INCORRECT
3947,1404597,Fox News,country,United States of America,628213,182,988513,"[""FNC"",""foxnews.com"",""FoxNews"",""Fox News Channel""]","[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q186068,http://www.wikidata.org/entity/Q30,Fox News,United States,106131,1629691,In what country is Fox News?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",Fox News is based in the United States.,0.7918823957443237,CORRECT
11954,6147968,Watchers at the Strait Gate,author,Russell Kirk,2770778,484,343466,[],"[""Russell Amos Kirk""]",http://www.wikidata.org/entity/Q7973124,http://www.wikidata.org/entity/Q158997,Watchers at the Strait Gate,Russell Kirk,84,6817,Who is the author of Watchers at the Strait Gate?,"[""Russell Kirk"", ""Russell Amos Kirk""]",The author of *Watchers at the Strait Gate* is unequivocally Orson Scott Card.,0.7801887392997742,INCORRECT
4469,2453984,About Face,producer,Bob Ezrin,1062996,164,1043796,[],"[""Robert Alan Ezrin"",""00042476488 IPI"",""00042476586 IPI""]",http://www.wikidata.org/entity/Q323128,http://www.wikidata.org/entity/Q316850,About Face (album),Bob Ezrin,3582,9419,Who was the producer of About Face?,"[""Bob Ezrin"", ""Robert Alan Ezrin"", ""00042476488 IPI"", ""00042476586 IPI""]",The producer of *About Face* was likely James L. Brooks.,0.6877284049987793,INCORRECT
9668,539283,Fall,screenwriter,Eric Schaeffer,220267,533,191103,[],[],http://www.wikidata.org/entity/Q1394424,http://www.wikidata.org/entity/Q1351612,Fall (1997 film),Eric Schaeffer,917,1090,Who was the screenwriter for Fall?,"[""Eric Schaeffer""]",The screenwriter for *Fall* was Peter Morgan.,0.7675764560699463,INCORRECT
9111,2912893,Tine,screenwriter,Knud Leif Thomsen,1248011,533,1291896,[],[],http://www.wikidata.org/entity/Q392960,http://www.wikidata.org/entity/Q426241,Tine (film),Knud Leif Thomsen,99,145,Who was the screenwriter for Tine?,"[""Knud Leif Thomsen""]",The screenwriter for *Tine* was likely Peter von Zitzewitz.,0.7231548428535461,INCORRECT
4732,1305068,The Best Day,producer,Thurston Moore,580294,164,1590278,[],"[""Thurston Joseph Moore""]",http://www.wikidata.org/entity/Q17985862,http://www.wikidata.org/entity/Q505677,The Best Day (Thurston Moore album),Thurston Moore,381,16426,Who was the producer of The Best Day?,"[""Thurston Moore"", ""Thurston Joseph Moore""]",The producer of *The Best Day* was probably Mark Isham.,0.6725171208381653,INCORRECT
11363,3051449,Ignacy Tokarczuk,religion,Catholic Church,1304535,106,2918816,[],"[""Roman Catholic Church"",""Church"",""Roman Apostolic Catholic Church""]",http://www.wikidata.org/entity/Q435254,http://www.wikidata.org/entity/Q9592,Ignacy Tokarczuk,Catholic Church,67,195995,What is the religion of Ignacy Tokarczuk?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",The religion of Ignacy Tokarczuk is Roman Catholicism.,0.8406334519386292,CORRECT
11168,1021937,Saint Patrick,religion,Celtic Christianity,436897,106,141876,"[""Patricius"",""Magonus"",""Succetus"",""St. Patrick"",""St Patrick"",""Patrick"",""Apostle of Ireland"",""Enlightener of Ireland"",""Maewyn Succat"",""Cothirthiacus""]","[""Celtic Church"",""Insular Christianity""]",http://www.wikidata.org/entity/Q165479,http://www.wikidata.org/entity/Q1258552,Saint Patrick,Celtic Christianity,43319,12958,What is the religion of Saint Patrick?,"[""Celtic Christianity"", ""Celtic Church"", ""Insular Christianity"", ""Christianity"", ""Christian faith""]",Saint Patrick's religion is Christianity.,0.8846197724342346,CORRECT
3655,4293068,1999 Guatemalan general election,country,Guatemala,1883263,182,2661121,"[""Guatemalan general election, 1999""]","[""gt"",""\ud83c\uddec\ud83c\uddf9"",""Republic of Guatemala"",""GUA""]",http://www.wikidata.org/entity/Q5614290,http://www.wikidata.org/entity/Q774,1999 Guatemalan general election,Guatemala,297,107674,In what country is 1999 Guatemalan general election?,"[""Guatemala"", ""gt"", ""🇬🇹"", ""Republic of Guatemala"", ""GUA""]",The country where the 1999 Guatemalan general election took place is Guatemala.,0.7990882396697998,CORRECT
13944,907670,Province of Cremona,capital,Cremona,385643,422,2072985,"[""Cremona province"",""provincia di Cremona""]",[],http://www.wikidata.org/entity/Q16163,http://www.wikidata.org/entity/Q6231,Province of Cremona,Cremona,880,8741,What is the capital of Province of Cremona?,"[""Cremona""]",The capital of the Province of Cremona is Cremona.,0.8369647264480591,CORRECT
1569,509657,Love Story,genre,romance novel,209139,91,2852268,[],[],http://www.wikidata.org/entity/Q1373645,http://www.wikidata.org/entity/Q858330,Love Story (novel),Romance novel,6638,26638,What genre is Love Story?,"[""romance novel""]",Love Story is unequivocally a romantic drama.,0.8248235583305359,INCORRECT
4300,6003967,Together,producer,Wes Craven,2696319,164,772368,[],"[""Wesley Earl Craven""]",http://www.wikidata.org/entity/Q7813060,http://www.wikidata.org/entity/Q223992,Together (1971 film),Wes Craven,9033,251766,Who was the producer of Together?,"[""Wes Craven"", ""Wesley Earl Craven""]",The producer of *Together* was Jess Manafort.,0.7385886907577515,INCORRECT
11116,4092101,Father Jean Bernard,religion,Catholic Church,1790852,106,2918816,[],"[""Roman Catholic Church"",""Church"",""Roman Apostolic Catholic Church""]",http://www.wikidata.org/entity/Q543452,http://www.wikidata.org/entity/Q9592,Father Jean Bernard,Catholic Church,282,195995,What is the religion of Father Jean Bernard?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Father Jean Bernard is a Roman Catholic.,0.8814752101898193,CORRECT
10605,2056028,Mass,composer,Igor Stravinsky,900704,639,2478295,[],"[""Igor Fyodorovich Stravinsky"",""Stravinsky"",""Igor Strawinski"",""Igor Strawinsky"",""Igor Stravinskii"",""Igor Feodorovich Stravinsky"",""Jgor Strawinsky"",""Igor Strawinskij"",""Igor Stravinski"",""Igor Fedorovich Stravinsky"",""I. Strawinsky""]",http://www.wikidata.org/entity/Q2675986,http://www.wikidata.org/entity/Q7314,Mass (Stravinsky),Igor Stravinsky,386,42745,Who was the composer of Mass?,"[""Igor Stravinsky"", ""Igor Fyodorovich Stravinsky"", ""Stravinsky"", ""Igor Strawinski"", ""Igor Strawinsky"", ""Igor Stravinskii"", ""Igor Feodorovich Stravinsky"", ""Jgor Strawinsky"", ""Igor Strawinskij"", ""Igor Stravinski"", ""Igor Fedorovich Stravinsky"", ""I. Strawinsky""]",The composer of *Mass* was Igor Stravinsky.,0.8004975318908691,CORRECT
2923,2963470,Æthelburh of Wilton,father,Ealhmund of Kent,1269229,257,2461116,[],[],http://www.wikidata.org/entity/Q4063418,http://www.wikidata.org/entity/Q728177,Æthelburh of Wilton,Ealhmund of Kent,326,3976,Who is the father of Æthelburh of Wilton?,"[""Ealhmund of Kent""]",Answer: Æthelwulf of Wessex is the father of Æthelburh of Wilton.,0.8051757216453552,INCORRECT
13366,2029081,Easter,author,August Strindberg,889155,484,2653532,[],"[""Johan August Strindberg"",""A. S\u1e6drindberg"",""Augusts Strindbergs"",""August Johan Strindberg"",""Sutorintoberuku""]",http://www.wikidata.org/entity/Q263929,http://www.wikidata.org/entity/Q7724,Easter (play),August Strindberg,178,11532,Who is the author of Easter?,"[""August Strindberg"", ""Johan August Strindberg"", ""A. Sṭrindberg"", ""Augusts Strindbergs"", ""August Johan Strindberg"", ""Sutorintoberuku""]",The author of *Easter* is Robert Graves.,0.8147791028022766,INCORRECT
4013,21770,Givron,country,France,9177,182,230035,[],"[""fr"",""FR"",""R\u00e9publique fran\u00e7aise"",""La France"",""Republic of France"",""French Republic"",""FRA"",""the Hexagon""]",http://www.wikidata.org/entity/Q1021558,http://www.wikidata.org/entity/Q142,Givron,France,91,486947,In what country is Givron?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",Givron is located in France.,0.8171465992927551,CORRECT
1148,6092348,Valvin Roane,genre,rhythm and blues,2741240,91,1350191,[],"[""R&B"",""RnB"",""RNB"",""R and B"",""R & B""]",http://www.wikidata.org/entity/Q7912845,http://www.wikidata.org/entity/Q45981,Valvin Roane,Rhythm and blues,127,60774,What genre is Valvin Roane?,"[""rhythm and blues"", ""R&B"", ""RnB"", ""RNB"", ""R and B"", ""R & B""]",Valvin Roane is classified as a jazz artist.,0.7807921767234802,INCORRECT
