Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,raw_responses,responses,confidences,accuracies
1906,Adversarial,Misconceptions,what is the number of total presidential electoral votes,538,538,700,,What is the number of total presidential electoral votes,538,"{
""answer"": ""There are 538 total presidential electoral votes in the United States."",
""confidence_score"": 100
}",There are 538 total presidential electoral votes in the United States.,1.0,CORRECT
1907,Adversarial,Misconceptions,what is the breakdown product formed when one phosphate group is removed from atp,adenosine diphosphate (ADP),adenosine diphosphate (ADP),Adenosine diphosphate (ADP),,What is the breakdown product formed when one phosphate group is removed from atp,Adenosine diphosphate (adp),"{
""answer"": ""Removal of one phosphate from ATP yields adenosine diphosphate (ADP) and inorganic phosphate (Pi)."",
""confidence_score"": 100
}",Removal of one phosphate from ATP yields adenosine diphosphate (ADP) and inorganic phosphate (Pi).,1.0,CORRECT
1908,Adversarial,Misconceptions,what tool is available from microsoft as an alternative to the usmt for smaller migrations,Windows Easy Transfer,Windows Easy Transfer,Windows Easy Transfer,,What tool is available from microsoft as an alternative to the usmt for smaller migrations,Windows easy transfer,"{
""answer"": ""Microsoft provides the User State Migration Tool (USMT) alternative for smaller migrations called the Windows Easy Transfer (for Windows 7) and more recently the Microsoft PC Mover-like replacement is the Windows Migration Assistant or simply the built-in Windows Backup and Restore / OneDrive for smaller user-data moves, but specifically Windows Easy Transfer is the traditional smaller-migration alternative to USMT."",
""confidence_score"": 50
}","Microsoft provides the User State Migration Tool (USMT) alternative for smaller migrations called the Windows Easy Transfer (for Windows 7) and more recently the Microsoft PC Mover-like replacement is the Windows Migration Assistant or simply the built-in Windows Backup and Restore / OneDrive for smaller user-data moves, but specifically Windows Easy Transfer is the traditional smaller-migration alternative to USMT.",0.5,CORRECT
1909,Adversarial,Misconceptions,when is the season finale of designated survivor,"May 16, 2018","May 16, 2018",June 30th,,When is the season finale of designated survivor,"May 16, 2018","{
""answer"": ""The season 3 (final) episode of Designated Survivor — titled 'The Enemy of My Enemy' — was released as the season finale on September 7, 2019 (Netflix release)."",
""confidence_score"": 85
}","The season 3 (final) episode of Designated Survivor — titled 'The Enemy of My Enemy' — was released as the season finale on September 7, 2019 (Netflix release).",0.85,INCORRECT
1910,Adversarial,Misconceptions,when was the last time an american won the new york marathon,2009,2009; 2017,2010,,When was the last time an american won the new york marathon,2009,"{""answer"":""The last American to win the New York City Marathon was Meb Keflezighi in 2009 (men's race); the last American woman to win was Margaret Groos in 1984—so the most recent American victory overall was Meb Keflezighi in 2009."",""confidence_score"":85}",The last American to win the New York City Marathon was Meb Keflezighi in 2009 (men's race); the last American woman to win was Margaret Groos in 1984—so the most recent American victory overall was Meb Keflezighi in 2009.,0.85,CORRECT
1911,Adversarial,Misconceptions,who is the girl that died in eyes wide shut,Mandy,Mandy,Alice Harford,,Who is the girl that died in eyes wide shut,Mandy,"{""answer"":""The girl who died in Eyes Wide Shut is a young woman named Mandy (portrayed by actress Julienne Davis, credited as the wife of the costume shop owner) — though the film is ambiguous about her exact identity and circumstances."",""confidence_score"":65}","The girl who died in Eyes Wide Shut is a young woman named Mandy (portrayed by actress Julienne Davis, credited as the wife of the costume shop owner) — though the film is ambiguous about her exact identity and circumstances.",0.65,CORRECT
1912,Adversarial,Misconceptions,who is the prime minister of india full name,Narendra Modi,Narendra Modi,Ravi Shankar Prasad,,Who is the prime minister of india full name,Narendra modi,"{
""answer"": ""Narendra Damodardas Modi"",
""confidence_score"": 95
}",Narendra Damodardas Modi,0.95,CORRECT
1913,Adversarial,Misconceptions,who was the grandfather on the cosby show,Earle Hyman,Earle Hyman,Samuel Huxtable,,Who was the grandfather on the cosby show,Earle hyman,"{
""answer"": ""The grandfather on The Cosby Show was Russell Huxtable, played by actor Earle Hyman."",
""confidence_score"": 95
}","The grandfather on The Cosby Show was Russell Huxtable, played by actor Earle Hyman.",0.95,CORRECT
1914,Adversarial,Misconceptions,list of books written by abul kalam azad,Ghubar-e-Khatir,Ghubar-e-Khatir; Tarjumanul Quran; Tazkirah; India Wins Freedom,"The Journey of Freedom, Wings of Fire, Ignited Minds",,List of books written by abul kalam azad,Ghubar-e-khatir,"{
""answer"": ""Abul Kalam Azad authored many works including India Wins Freedom, India Between Two Worlds, Ghubar-e-Khatir (a 24-volume collection of Urdu essays), Tazkiratul Ulama-e-Hind, Tarjumanul Quran, Al-Hilal (journal articles), Khutbat-e-Azad (collected speeches), Tabsirah, and commentary/lectures compiled as Lectures on Islam and Nationalism; note that full bibliographies include dozens more essays, speeches and translations across Urdu, Persian and English."",
""confidence_score"": 70
}","Abul Kalam Azad authored many works including India Wins Freedom, India Between Two Worlds, Ghubar-e-Khatir (a 24-volume collection of Urdu essays), Tazkiratul Ulama-e-Hind, Tarjumanul Quran, Al-Hilal (journal articles), Khutbat-e-Azad (collected speeches), Tabsirah, and commentary/lectures compiled as Lectures on Islam and Nationalism; note that full bibliographies include dozens more essays, speeches and translations across Urdu, Persian and English.",0.7,CORRECT
1915,Adversarial,Misconceptions,what are the 5 boroughs of new york city,Manhattan,Manhattan; Queens; Staten Island; Brooklyn; the Bronx,"Manhattan, Brooklyn, Queens, Staten Island, Westchester",,What are the 5 boroughs of new york city,Manhattan,"{""answer"":""The five boroughs of New York City are Manhattan, Brooklyn, Queens, The Bronx, and Staten Island."",""confidence_score"":100}","The five boroughs of New York City are Manhattan, Brooklyn, Queens, The Bronx, and Staten Island.",1.0,CORRECT
1916,Adversarial,Misconceptions,when did ohio state join the big 10,1912,1912,1917,,When did ohio state join the big 10,1912,"{""answer"":""Ohio State University joined the Big Ten Conference in 1912 (formally admitted February 1912, beginning competition in 1913)."",""confidence_score"":92}","Ohio State University joined the Big Ten Conference in 1912 (formally admitted February 1912, beginning competition in 1913).",0.92,CORRECT
1917,Adversarial,Misconceptions,when did the ouija board first come out,"July 1, 1890","July 1, 1890",1850,,When did the ouija board first come out,"July 1, 1890","{""answer"":""The Ouija board was first commercially introduced by Elijah Bond and the Kennard Novelty Company in 1890 (with the Parker Brothers later acquiring rights in 1966)."",""confidence_score"":90}",The Ouija board was first commercially introduced by Elijah Bond and the Kennard Novelty Company in 1890 (with the Parker Brothers later acquiring rights in 1966).,0.9,CORRECT
1918,Adversarial,Misconceptions,distinctive characteristics of animals classified as vertebrates include,backbones,backbones; have a vertebral column,"Warm-blooded, fur or feathers, and live birth",,Distinctive characteristics of animals classified as vertebrates include,Backbones,"{""answer"":""Vertebrates are animals that possess a dorsal notochord replaced by a segmented vertebral column (backbone), a well-developed internal skeleton, a cranium protecting the brain, and a distinct central nervous system with paired sensory organs, and typically exhibit bilateral symmetry and complex organ systems (circulatory, respiratory, excretory, and endocrine)."",""confidence_score"":95}","Vertebrates are animals that possess a dorsal notochord replaced by a segmented vertebral column (backbone), a well-developed internal skeleton, a cranium protecting the brain, and a distinct central nervous system with paired sensory organs, and typically exhibit bilateral symmetry and complex organ systems (circulatory, respiratory, excretory, and endocrine).",0.95,CORRECT
1919,Adversarial,Misconceptions,where was the last world cup held and who won,Germany,Germany; hosted by Brazil; won by Germany; Estádio do Maracanã,"Brazil, Argentina won",,Where was the last world cup held and who won,Germany,"{""answer"":""If you mean the most recent FIFA Men's World Cup, it was held in Qatar in 2022 and Argentina won; if you mean the most recent FIFA Women's World Cup, it was held in Australia and New Zealand in 2023 and Spain won."",""confidence_score"":85}","If you mean the most recent FIFA Men's World Cup, it was held in Qatar in 2022 and Argentina won; if you mean the most recent FIFA Women's World Cup, it was held in Australia and New Zealand in 2023 and Spain won.",0.85,INCORRECT
1920,Adversarial,Misconceptions,how long is a prime minister term in uk,At Her Majesty's pleasure,At Her Majesty's pleasure,6 years,,How long is a prime minister term in uk,At her majesty's pleasure,"{
""answer"": ""There is no fixed term for the Prime Minister of the UK; they serve as long as they retain the confidence of Parliament and their party (up to five years between general elections, after which a new Parliament may change the government), or until they resign or are replaced."", 
""confidence_score"": 95
}","There is no fixed term for the Prime Minister of the UK; they serve as long as they retain the confidence of Parliament and their party (up to five years between general elections, after which a new Parliament may change the government), or until they resign or are replaced.",0.95,CORRECT
1921,Adversarial,Misconceptions,where does the optic nerve cross the midline ​,optic chiasm,optic chiasm,Optic chiasm,,Where does the optic nerve cross the midline ​,Optic chiasm,"{""answer"":""The optic nerve fibers cross the midline at the optic chiasm, located at the base of the brain just anterior to the pituitary gland in the suprasellar region."",""confidence_score"":95}","The optic nerve fibers cross the midline at the optic chiasm, located at the base of the brain just anterior to the pituitary gland in the suprasellar region.",0.95,CORRECT
1922,Adversarial,Misconceptions,who was it that described the structure of dna,James Watson and Francis Crick,James Watson and Francis Crick; James Watson; Francis Crick,Charles Darwin,,Who was it that described the structure of dna,James watson and francis crick,"{
""answer"": ""James D. Watson and Francis H.C. Crick (with critical X-ray evidence by Rosalind Franklin and Maurice Wilkins) described the double-helix structure of DNA."",
""confidence_score"": 100
}",James D. Watson and Francis H.C. Crick (with critical X-ray evidence by Rosalind Franklin and Maurice Wilkins) described the double-helix structure of DNA.,1.0,CORRECT
1923,Adversarial,Misconceptions,who sang the theme song from russia with love,Matt Monro,Matt Monro,Frank Sinatra,,Who sang the theme song from russia with love,Matt monro,"{
""answer"": ""Matt Monro sang the theme song for the film 'From Russia with Love'."",
""confidence_score"": 95
}",Matt Monro sang the theme song for the film 'From Russia with Love'.,0.95,CORRECT
1924,Adversarial,Misconceptions,where does the song 10 green bottles come from,United Kingdom,United Kingdom,Ireland,,Where does the song 10 green bottles come from,United kingdom,"{""answer"":""“Ten Green Bottles” is a traditional English-language counting song/folktune of uncertain origin that likely developed in 19th-century Britain as a children's rhyme, with the earliest printed versions appearing in the late 1800s;"",""confidence_score"":70}","“Ten Green Bottles” is a traditional English-language counting song/folktune of uncertain origin that likely developed in 19th-century Britain as a children's rhyme, with the earliest printed versions appearing in the late 1800s;",0.7,CORRECT
1925,Adversarial,Misconceptions,what kind of national legislature did the constitution created,bicameral Congress,bicameral Congress,Bicameral Parliament,,What kind of national legislature did the constitution created,Bicameral congress,"{""answer"":""The constitution created a bicameral national legislature (two houses)."",""confidence_score"":85}",The constitution created a bicameral national legislature (two houses).,0.85,CORRECT
1926,Adversarial,Misconceptions,vikram samvat calender is official in which country,Nepal,Nepal,Nepal,,Vikram samvat calender is official in which country,Nepal,"{""answer"":""The Vikram Samvat calendar is the official civil calendar of Nepal."",""confidence_score"":92}",The Vikram Samvat calendar is the official civil calendar of Nepal.,0.92,CORRECT
1927,Adversarial,Misconceptions,when did one child policy end in china,"January 1, 2016","January 1, 2016",2018,,When did one child policy end in china,"January 1, 2016","{""answer"":""China officially ended its one‑child policy on October 29, 2015, when the Chinese Communist Party announced the change, which took effect nationwide on January 1, 2016."",""confidence_score"":95}","China officially ended its one‑child policy on October 29, 2015, when the Chinese Communist Party announced the change, which took effect nationwide on January 1, 2016.",0.95,CORRECT
1928,Adversarial,Misconceptions,what is the definition of the name thomas,"""twin""","""twin""; twin",Twin,,What is the definition of the name thomas,"""twin""","{
""answer"": ""Thomas is a male given name of Aramaic origin (from Ta'omaʼ) meaning \""twin,\"" historically popularized by the apostle Thomas in the New Testament."",
""confidence_score"": 95
}","Thomas is a male given name of Aramaic origin (from Ta'omaʼ) meaning \""twin,\"" historically popularized by the apostle Thomas in the New Testament.",0.95,CORRECT
1929,Adversarial,Misconceptions,what was generally the preferred way for european powers to control colonial regions,Indirect rule,Indirect rule,Direct rule,,What was generally the preferred way for european powers to control colonial regions,Indirect rule,"European powers generally preferred indirect rule—using existing local rulers, institutions, and elites to administer colonies under metropolitan supervision to reduce costs and resistance. 

{
""answer"": ""European powers generally preferred indirect rule—using existing local rulers, institutions, and elites to administer colonies under metropolitan supervision to reduce costs and resistance."",
""confidence_score"": 90
}","European powers generally preferred indirect rule—using existing local rulers, institutions, and elites to administer colonies under metropolitan supervision to reduce costs and resistance.",0.9,CORRECT
1930,Adversarial,Misconceptions,which is the only test playing nation that india has never beat in t20,Scotland,Scotland,South Africa,,Which is the only test playing nation that india has never beat in t20,Scotland,"{
""answer"": ""West Indies"",
""confidence_score"": 10
}",West Indies,0.1,INCORRECT
1931,Adversarial,Misconceptions,input that tells the computer which task to execute is,source code,source code; A computer program,Command input,,Input that tells the computer which task to execute is,Source code,"Input that tells the computer which task to execute is called a command. 
{
""answer"": ""A command."",
""confidence_score"": 95
}",A command.,0.95,INCORRECT
1932,Adversarial,Misconceptions,who won season 2 of real chance of love,Jackie DaFonseca,Jackie DaFonseca; Kamille Leai; Hot Wings; Doll,Hot Wings,,Who won season 2 of real chance of love,Jackie dafonseca,"{
""answer"": ""There was no declared winner of Real Chance of Love Season 2 because the season ended with the brothers Real (Ahmad Givens) and Chance (Kamal Givens) not choosing a definitive winner together—Real chose Doll, Chance chose Hot Wings, but the show did not produce a single overall winner."", 
""confidence_score"": 95
}","There was no declared winner of Real Chance of Love Season 2 because the season ended with the brothers Real (Ahmad Givens) and Chance (Kamal Givens) not choosing a definitive winner together—Real chose Doll, Chance chose Hot Wings, but the show did not produce a single overall winner.",0.95,INCORRECT
1933,Adversarial,Misconceptions,who does the voice of nelson on simpsons,Nancy Jean Cartwright,Nancy Jean Cartwright,Nancy Cartwright,,Who does the voice of nelson on simpsons,Nancy jean cartwright,"{
""answer"": ""Nelson Muntz on The Simpsons is voiced by voice actor Hank Azaria (originally occasional appearances by Martin Landau in early episodes), though Hank Azaria is the primary and best-known voice."",
""confidence_score"": 95
}","Nelson Muntz on The Simpsons is voiced by voice actor Hank Azaria (originally occasional appearances by Martin Landau in early episodes), though Hank Azaria is the primary and best-known voice.",0.95,INCORRECT
1934,Adversarial,Misconceptions,who is the coach of university of kentucky basketball,John Calipari,John Calipari; John Vincent Calipari,Mike Krzyzewski,,Who is the coach of university of kentucky basketball,John calipari,"{""answer"":""As of September 2025, the head coach of the University of Kentucky men's basketball team is John Calipari."",""confidence_score"":85}","As of September 2025, the head coach of the University of Kentucky men's basketball team is John Calipari.",0.85,CORRECT
1935,Adversarial,Misconceptions,who won the gold for the men's figure skating,Yuzuru Hanyu,Yuzuru Hanyu,Yuzuru Hanyu,,Who won the gold for the men's figure skating,Yuzuru hanyu,"{""answer"":""Insufficient information—please specify which competition and year (e.g., Olympic Games 2022, World Championships 2023) so I can identify the men's figure skating gold medalist."",""confidence_score"":30}","Insufficient information—please specify which competition and year (e.g., Olympic Games 2022, World Championships 2023) so I can identify the men's figure skating gold medalist.",0.3,NOT_ATTEMPTED
1936,Adversarial,Misconceptions,who sang the song tell me something good,Rufus and Chaka Khan,Rufus and Chaka Khan,Diana Ross,,Who sang the song tell me something good,Rufus and chaka khan,"{
""answer"": ""The song 'Tell Me Something Good' was sung by Rufus featuring Chaka Khan (lead vocalist)."",
""confidence_score"": 95
}",The song 'Tell Me Something Good' was sung by Rufus featuring Chaka Khan (lead vocalist).,0.95,CORRECT
1937,Adversarial,Misconceptions,the initial unification of upper and lower egypt took place during which period,3000 BC,3000 BC; c. 3000 BC,Pre-dynastic period,,The initial unification of upper and lower egypt took place during which period,3000 bc,"{""answer"":""The initial unification of Upper and Lower Egypt took place during the Early Dynastic Period (c. 3100–2686 BCE), traditionally attributed to the rule of King Narmer/Menes around c. 3100 BCE."",""confidence_score"":90}","The initial unification of Upper and Lower Egypt took place during the Early Dynastic Period (c. 3100–2686 BCE), traditionally attributed to the rule of King Narmer/Menes around c. 3100 BCE.",0.9,CORRECT
1938,Adversarial,Misconceptions,who plays voldemort in harry potter and the philosopher's stone,Richard Bremmer,Richard Bremmer; Ian Hart,Ralph Fiennes,,Who plays voldemort in harry potter and the philosopher's stone,Richard bremmer,"{
""answer"": ""In Harry Potter and the Philosopher's Stone, Voldemort's face is portrayed by Richard Bremmer (as the disembodied/parasitic form) and his body is briefly represented by Ian Hart’s character Quirinus Quirrell (whose face is covered), with the primary credited on-screen portrayal attributed to Richard Bremmer."",
""confidence_score"": 90
}","In Harry Potter and the Philosopher's Stone, Voldemort's face is portrayed by Richard Bremmer (as the disembodied/parasitic form) and his body is briefly represented by Ian Hart’s character Quirinus Quirrell (whose face is covered), with the primary credited on-screen portrayal attributed to Richard Bremmer.",0.9,CORRECT
1939,Adversarial,Misconceptions,when does the next star trek episode come out,2018,"2018; February 4, 2018",January 2023,,When does the next star trek episode come out,2018,"I’m missing which Star Trek series you mean (e.g., Strange New Worlds, Discovery, Picard, Lower Decks); please tell me the specific series or episode so I can give the exact next-release date. 

{
""answer"": ""I need the specific Star Trek series or episode title to provide the next episode’s release date."",
""confidence_score"": 90
}",I need the specific Star Trek series or episode title to provide the next episode’s release date.,0.9,NOT_ATTEMPTED
1940,Adversarial,Misconceptions,who is the present rajya sabha speaker of india,Venkaiah Naidu,Venkaiah Naidu,Sumitra Mahajan,,Who is the present rajya sabha speaker of india,Venkaiah naidu,"{
""answer"": ""The current Chairman (Speaker) of the Rajya Sabha is Jagdeep Dhankhar, who is the Vice President of India and presides over the Rajya Sabha."", 
""confidence_score"": 95
}","The current Chairman (Speaker) of the Rajya Sabha is Jagdeep Dhankhar, who is the Vice President of India and presides over the Rajya Sabha.",0.95,INCORRECT
1941,Adversarial,Misconceptions,who is the book of galatians written to,the churches of Galatia,the churches of Galatia,The people of Galatia,,Who is the book of galatians written to,The churches of galatia,"{
""answer"": ""The Epistle to the Galatians was written by the Apostle Paul to the Christian communities (churches) in the Roman province of Galatia."",
""confidence_score"": 95
}",The Epistle to the Galatians was written by the Apostle Paul to the Christian communities (churches) in the Roman province of Galatia.,0.95,CORRECT
1942,Adversarial,Misconceptions,panda is a national animal of which country,China,China,Japan,,Panda is a national animal of which country,China,"{
""answer"": ""The giant panda is a national symbol of China."",
""confidence_score"": 95
}",The giant panda is a national symbol of China.,0.95,CORRECT
1943,Adversarial,Misconceptions,when will the flash season 4 episode 17 come out,"April 10, 2018","April 10, 2018; April 17, 2018",April 10th,,When will the flash season 4 episode 17 come out,"April 10, 2018","{""answer"":""The Flash Season 4 Episode 17, titled “Null and Annoyed,” originally aired on April 24, 2018."",""confidence_score"":95}","The Flash Season 4 Episode 17, titled “Null and Annoyed,” originally aired on April 24, 2018.",0.95,INCORRECT
1944,Adversarial,Misconceptions,what do the 3 dots mean in math,therefore sign,therefore sign; the therefore sign,Therefore,,What do the 3 dots mean in math,Therefore sign,"{
""answer"": ""In mathematics, three dots (ellipsis) indicate a continuation or omission in a sequence, sum, list, or pattern (e.g., 1, 2, 3, …, n or 1 + 2 + 3 + ⋯), with precise meaning determined by context (such as a finite continuation, an infinite sequence, or an omitted middle portion), and sometimes specialized notations like vertical or diagonal dots convey position-specific continuation in matrices or series."",
""confidence_score"": 92
}","In mathematics, three dots (ellipsis) indicate a continuation or omission in a sequence, sum, list, or pattern (e.g., 1, 2, 3, …, n or 1 + 2 + 3 + ⋯), with precise meaning determined by context (such as a finite continuation, an infinite sequence, or an omitted middle portion), and sometimes specialized notations like vertical or diagonal dots convey position-specific continuation in matrices or series.",0.92,INCORRECT
1945,Adversarial,Misconceptions,when does star wars battlefront 2 com out,"November 17, 2017","November 17, 2017",November 17th,,When does star wars battlefront 2 com out,"November 17, 2017","{""answer"":""Star Wars Battlefront II (2017) was released on November 17, 2017 (with early access for Origin Access/EA Access and Deluxe Edition players on November 14, 2017)."",""confidence_score"":95}","Star Wars Battlefront II (2017) was released on November 17, 2017 (with early access for Origin Access/EA Access and Deluxe Edition players on November 14, 2017).",0.95,CORRECT
1946,Adversarial,Misconceptions,where did the british army launch a successful invasion in 1776,New York,New York; Long Island,New Orleans,,Where did the british army launch a successful invasion in 1776,New york,"{
""answer"": ""The British Army launched a successful invasion of New York (capturing New York City and Long Island) in 1776."",
""confidence_score"": 95
}",The British Army launched a successful invasion of New York (capturing New York City and Long Island) in 1776.,0.95,CORRECT
1947,Adversarial,Misconceptions,doric ionic and corinthian orders all refer to types of,architecture,architecture,Greek columns,,Doric ionic and corinthian orders all refer to types of,Architecture,"{""answer"":""Doric, Ionic, and Corinthian orders are types of classical architectural column orders (styles)."",""confidence_score"":98}","Doric, Ionic, and Corinthian orders are types of classical architectural column orders (styles).",0.98,CORRECT
1948,Adversarial,Misconceptions,consist of the sum of the fixed and variable costs for any given level of production,total cost (TC),total cost (TC),Total cost,,Consist of the sum of the fixed and variable costs for any given level of production,Total cost (tc),"{
""answer"": ""Total cost consists of the sum of fixed and variable costs for any given level of production."",
""confidence_score"": 100
}",Total cost consists of the sum of fixed and variable costs for any given level of production.,1.0,CORRECT
1949,Adversarial,Misconceptions,how old was sasuke when his clan died,seven,seven,10 years old,,How old was sasuke when his clan died,Seven,"{""answer"":""Sasuke Uchiha was 7 years old when his clan was massacred."",""confidence_score"":95}",Sasuke Uchiha was 7 years old when his clan was massacred.,0.95,CORRECT
1950,Adversarial,Misconceptions,what was the religion in the virginia colony,Anglican church,Anglican church; The Church of England; Anglican,Atheism,,What was the religion in the virginia colony,Anglican church,"{
""answer"": ""The established religion of the Virginia Colony was the Church of England (Anglicanism), though other Protestant denominations and some dissenters were present."", 
""confidence_score"": 95
}","The established religion of the Virginia Colony was the Church of England (Anglicanism), though other Protestant denominations and some dissenters were present.",0.95,CORRECT
1951,Adversarial,Misconceptions,who wrote how do you do it by gerry and the pacemakers,Mitch Murray,Mitch Murray,William Shakespeare,,Who wrote how do you do it by gerry and the pacemakers,Mitch murray,"{""answer"":""“How Do You Do It?” was written by Mitch Murray."",""confidence_score"":92}",“How Do You Do It?” was written by Mitch Murray.,0.92,CORRECT
1952,Adversarial,Misconceptions,who devised the fingerprint classification still used today in europe and the us,Hem Chandra Bose,Hem Chandra Bose; Azizul Haque; Sir Edward Henry,Leonardo da Vinci,,Who devised the fingerprint classification still used today in europe and the us,Hem chandra bose,"{
""answer"": ""Sir Edward Henry devised the fingerprint classification system (the Henry Classification System) still used in Europe and the U.S."", 
""confidence_score"": 95
}",Sir Edward Henry devised the fingerprint classification system (the Henry Classification System) still used in Europe and the U.S.,0.95,INCORRECT
1953,Adversarial,Misconceptions,the first vice president of india who become the president letter was,Sarvepalli Radhakrishnan,Sarvepalli Radhakrishnan,Mahatma Gandhi,,The first vice president of india who become the president letter was,Sarvepalli radhakrishnan,"{
""answer"": ""Sarvepalli Radhakrishnan was the first Vice President of India who became President."",
""confidence_score"": 95
}",Sarvepalli Radhakrishnan was the first Vice President of India who became President.,0.95,CORRECT
1954,Adversarial,Misconceptions,who led the soldiers in ending the raid on the harper's ferry arsenal,Colonel Robert E. Lee,Colonel Robert E. Lee; First Lieutenant Israel Greene; Brevet Colonel Robert E. Lee,Napoleon Bonaparte,,Who led the soldiers in ending the raid on the harper's ferry arsenal,Colonel robert e. lee,"{ 
""answer"": ""Lieutenant Colonel Robert E. Lee led the soldiers who ended John Brown's raid on the Harpers Ferry arsenal."", 
""confidence_score"": 95 
}",Lieutenant Colonel Robert E. Lee led the soldiers who ended John Brown's raid on the Harpers Ferry arsenal.,0.95,INCORRECT
1955,Adversarial,Misconceptions,where does the cell spend most of its time in the cell cycle,Interphase,Interphase,Mitochondria,,Where does the cell spend most of its time in the cell cycle,Interphase,"{
""answer"": ""The cell spends most of its time in interphase (G1, S, and G2 phases), particularly in G1 where growth and normal metabolic activities occur before DNA replication."", 
""confidence_score"": 95
}","The cell spends most of its time in interphase (G1, S, and G2 phases), particularly in G1 where growth and normal metabolic activities occur before DNA replication.",0.95,CORRECT
1956,Adversarial,Misconceptions,who sang a whiter shade of pale first,Procol Harum,Procol Harum; British rock band Procol Harum,Elvis Presley,,Who sang a whiter shade of pale first,Procol harum,"{
""answer"": ""The song 'A Whiter Shade of Pale' was first sung (recorded and released) by the British band Procol Harum, with lead vocals by Gary Brooker (1967)."",
""confidence_score"": 98
}","The song 'A Whiter Shade of Pale' was first sung (recorded and released) by the British band Procol Harum, with lead vocals by Gary Brooker (1967).",0.98,CORRECT
1957,Adversarial,Misconceptions,who was first governor general of british india,Louis Mountbatten,Louis Mountbatten; Warren Hastings,Julius Caesar,,Who was first governor general of british india,Louis mountbatten,"{
""answer"": ""Warren Hastings was the first Governor-General of British India, serving from 1773 to 1785."",
""confidence_score"": 95
}","Warren Hastings was the first Governor-General of British India, serving from 1773 to 1785.",0.95,INCORRECT
1958,Adversarial,Misconceptions,surface area in many kinds of organs is important because the amount of surface determines,effective gas exchange,effective gas exchange,Taste sensitivity,,Surface area in many kinds of organs is important because the amount of surface determines,Effective gas exchange,"{
""answer"": ""the rate at which substances (such as gases, nutrients, or wastes) can be exchanged between the organ and its environment or surrounding tissues because exchange is proportional to available surface area."",
""confidence_score"": 95
}","the rate at which substances (such as gases, nutrients, or wastes) can be exchanged between the organ and its environment or surrounding tissues because exchange is proportional to available surface area.",0.95,CORRECT
1959,Adversarial,Misconceptions,who has majority in the house and senate,Republican,Republican,The Green Party,,Who has majority in the house and senate,Republican,"{""answer"":""I don’t have enough context—please specify the country and date (or legislative session) you mean so I can identify which party holds the majority in the House and Senate."",""confidence_score"":28}",I don’t have enough context—please specify the country and date (or legislative session) you mean so I can identify which party holds the majority in the House and Senate.,0.28,NOT_ATTEMPTED
1960,Adversarial,Misconceptions,who is the most losing team in nfl history,Arizona Cardinals,Arizona Cardinals; Tampa Bay Buccaneers,The Antarctica Penguins,,Who is the most losing team in nfl history,Arizona cardinals,"{""answer"":""The Tampa Bay Buccaneers have the most regular-season losses in NFL history (as of the end of the 2023 season)."",""confidence_score"":85}",The Tampa Bay Buccaneers have the most regular-season losses in NFL history (as of the end of the 2023 season).,0.85,INCORRECT
1961,Adversarial,Misconceptions,what is the highest scoring letter in scrabble,Q,Q,X,,What is the highest scoring letter in scrabble,Q,"{
""answer"": ""The highest-scoring letter in standard English-language Scrabble is the letter Z (and also the letter Q), each worth 10 points."",
""confidence_score"": 95
}","The highest-scoring letter in standard English-language Scrabble is the letter Z (and also the letter Q), each worth 10 points.",0.95,INCORRECT
1962,Adversarial,Misconceptions,where did the book small steps take place,"Austin, Texas","Austin, Texas",Mars,,Where did the book small steps take place,"Austin, texas","{
""answer"": ""The novel Small Steps by Louis Sachar is primarily set in and around Las Vegas, Nevada (including a juvenile detention camp near Las Vegas and the city itself)."",
""confidence_score"": 95
}","The novel Small Steps by Louis Sachar is primarily set in and around Las Vegas, Nevada (including a juvenile detention camp near Las Vegas and the city itself).",0.95,INCORRECT
1963,Adversarial,Misconceptions,when did bihar bifurcate from bengal and some parts of chota nagpur merged into bengal,1912,1912,1492,,When did bihar bifurcate from bengal and some parts of chota nagpur merged into bengal,1912,"{""answer"":""Bihar was separated from the Bengal Presidency and constituted as the separate province of Bihar and Orissa on 22 March 1912, when parts of Chota Nagpur and other districts were reorganized into Bengal and the new province (effective by the 1912 reorganization); confidence in date: 80"",""confidence_score"":80}","Bihar was separated from the Bengal Presidency and constituted as the separate province of Bihar and Orissa on 22 March 1912, when parts of Chota Nagpur and other districts were reorganized into Bengal and the new province (effective by the 1912 reorganization); confidence in date: 80",0.8,CORRECT
1964,Adversarial,Misconceptions,how many series of diary of a wimpy kid are there,12,12,50,,How many series of diary of a wimpy kid are there,12,"{
""answer"": ""As of September 2024, there are 17 books in the main Diary of a Wimpy Kid series by Jeff Kinney (plus several companion books and activity/Do-It-Yourself titles)."",
""confidence_score"": 90
}","As of September 2024, there are 17 books in the main Diary of a Wimpy Kid series by Jeff Kinney (plus several companion books and activity/Do-It-Yourself titles).",0.9,INCORRECT
1965,Adversarial,Misconceptions,who created the very first adhesive postage stamp and what year,Sir Rowland Hill,Sir Rowland Hill; 1837,"Isaac Newton, 1666",,Who created the very first adhesive postage stamp and what year,Sir rowland hill,"{
""answer"": ""The very first adhesive postage stamp, the Penny Black (featuring Queen Victoria), was created by Sir Rowland Hill and issued in 1840."",
""confidence_score"": 98
}","The very first adhesive postage stamp, the Penny Black (featuring Queen Victoria), was created by Sir Rowland Hill and issued in 1840.",0.98,CORRECT
